ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,insider_recent_date,earnings_surprise,bb_position,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
CNR.TO,Canadian National Railway Company,Industrials,Railroads,Canada,CAD,,-6.164027500000001,-0.8206424999999982,2.8251,1.2947381500000001,5.9621525,7.218,-1.3652500000000014,0.07033998000000002,0.020555000999999996,0.18741999699999995,0.263290015,0.17888501499999998,0.012499999999999997,-0.041499999999999995,0.066,50.343250000000005,-0.587,0.496,2270075072.0,307000000.0,22752999424.0,128199745536.0,58555000000.0,,17304000000.0,,,6587000000.0,,4720000000.0,7049000000.0,2.09,0.4628,3.66,2.04,0.915,1788825600.0,1.002,185.25,123.83068247313358,,190.10526,2.26667,19.0,2.58,,0.027,0.74217004,False,False,,0.5,1553300.0,1141270.0,0.633507823370877,,,,,,0.21001783099530108,45.9776592875594,,,False,,0.712,,Canada,True,True,,80.0128814961444,,49.536191581917194,46.53153298491969,,66.4010067114094,68.23899371069182,50.0,,50.0,61.66779231176175,standard,115,,True,45.4,False,47.23154362416108,50.041946308724825,24.07718120805369,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-3.0
CLAS-B.ST,Clas Ohlson AB (publ),Consumer Cyclical,Specialty Retail,Sweden,SEK,,2.7577690000000032,20.523886499999996,3.14,6.46402045,2.3700814,2.375,-0.14374999999999805,0.265779991,0.06732500149999998,0.04055998999999999,-0.010349999999999984,0.05130000000000001,0.033,0.645,0.736,1.1089999999999982,0.01550000000000007,0.658,799953984.0,1836499968.0,1899900032.0,29722357760.0,7887300000.0,,12513900000.0,,,1568100000.0,,1168900000.0,2118800000.0,2.03,0.3827,9.25,5.03,7.0,1789344000.0,0.928,459.0,276.2021351088865,,437.5,2.5,4.0,,,0.34882998,0.3441,False,False,,0.5,76914.0,61412.0,4.619529952034086,,,,,,0.3728502612446761,71.16705692403633,,,True,,0.439,,Nordic,True,True,,70.38948470732676,,60.15828547305534,57.257367167754154,,66.4010067114094,76.83438155136268,50.0,,50.0,61.641346514772515,standard,116,,True,50.7,False,47.23154362416108,50.041946308724825,59.312080536912745,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-2.0
HARVIA.HE,Harvia Oyj,Consumer Cyclical,Leisure,Finland,EUR,,7.185522000000002,4.5480695,,3.4501814500000005,4.013101,4.289,1.6822500000000025,0.07382999100000001,0.026365001499999992,0.08258000999999998,0.08310000000000002,0.20138,0.032,0.16,0.259,17.754,1.6604999999999999,1.748,-834610456.0,45343000.0,102539000.0,903934848.0,271283000.0,,198900000.0,,,38301000.0,,26437000.0,34957000.0,1.68,0.5033,0.77,1.85,0.38,1792108800.0,1.271,47.650001525878906,30.710798057913102,,49.5,1.25,4.0,,,0.15301,0.69692004,False,False,,0.5,21623.0,20181.0,0.47223865297550643,,,,,,0.4123226652646484,62.5,,,True,,0.542,,Nordic,True,True,,74.96760964814264,,57.777634661717116,52.53308187267561,,66.4010067114094,,50.0,,50.0,61.62649805556208,standard,118,,True,47.4,False,47.23154362416108,50.041946308724825,36.828859060402685,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-2.7
QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants,United States,USD,,-6.024372,1.2483514999999983,1.2436,3.4281376999999997,3.6964395,4.473,-0.6932500000000017,0.20337997100000002,-0.0014100000000000085,0.05272,0.15825002,-0.11476002000000002,-0.035,1.411,1.683,214.6855,-0.37850000000000006,0.806,803878272.0,1102000000.0,15651000320.0,43387805696.0,25615000000.0,,9434000000.0,,,2493000000.0,,776000000.0,1714000000.0,3.33,0.6382,2.6,3.41,0.65,1789689600.0,0.53,81.87999725341797,59.13975011127952,,85.86957,1.88889,23.0,7.6,0.060300004,0.01279,0.97021,False,False,,0.755,2933843.0,2265060.0,1.0215262045813684,,,,,,0.23982993718757284,63.57142821756058,,,True,,0.865,,US,True,True,,65.06088559907214,,73.18756106564753,47.164699384587124,,66.4010067114094,68.86792452830188,50.0,32.56704980842912,75.5,53.62555608058448,standard,300,,True,47.8,False,47.23154362416108,50.041946308724825,39.93288590604027,50.041946308724825,50.041946308724825,50.041946308724825,2,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-1.8
CFR.SW,Compagnie Financière Richemont SA,Consumer Cyclical,Luxury Goods,Switzerland,CHF,103925127045.14436,13.811789999999998,10.141355499999998,2.0904,2.73000705,5.1018634,4.942,7.414749999999999,0.01373999099999998,0.01801000399999999,0.11366000000000001,0.10876000000000001,0.26819,-0.039,-0.373,-0.271,-12.343999999999998,1.8504999999999998,2.027,1949235008.0,17234999296.0,13514999808.0,110807605248.0,42623000000.0,,22420000000.0,,,4635000000.0,,3484000000.0,4880000000.0,1.73,0.5459,3.3,1.83,4.3,1789516800.0,1.073,202.1999969482422,127.19999694824219,194.5500030517578,212.25447,1.92308,26.0,,,0.0058399998,0.5299,False,False,,0.5,922647.0,661257.0,0.9498455649630401,1.73,16.22,19.58,,-0.03783379827865463,0.3013610413581626,41.51968278313411,0.025258637307125742,0.16876155002771398,False,,0.5,0.621927343904824,Europe,True,True,62.04664078571119,73.63798834322071,81.47123407992973,22.799413786409175,59.67160340825575,83.6283185840708,66.4010067114094,68.13417190775681,50.0,,50.0,61.61079353203211,standard,119,158961515,False,66.0,False,97.5251677852349,97.5251677852349,29.61409395973154,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,3.3
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,United States,USD,,6.168279999999996,4.990568,0.9691,8.643556025,11.8811865,12.352,18.775,0.25116,0.08779500850000001,0.188895002,0.1862275,0.03835999999999995,0.07849999999999999,0.11099999999999999,0.427,-23.233000000000004,0.7520000000000001,1.634,2165878400.0,9233000448.0,7345999872.0,380912664576.0,36299000000.0,,28368000000.0,,,8470000000.0,,6998000000.0,7958000000.0,0.44,0.16479999,2.12,0.78,0.53,1787184000.0,1.618,738.8798989117877,153.62031061926186,,640.3143,1.46154,35.0,1.52,0.015,0.00331,0.86313003,False,False,,0.452,9611938.0,7599930.0,0.8975123689937462,,,,,,0.5927075413965393,33.54183169237017,,,False,,0.899,,US,True,True,44.339445644093594,83.83343295205498,,70.8565894036361,32.75657446588294,,66.4010067114094,53.77358490566038,50.0,84.77011494252874,45.2,61.53692576936338,standard,120,,True,43.3,False,47.23154362416108,50.041946308724825,9.815436241610739,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,13.6
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,United States,USD,,5.410650499999997,5.245972000000002,3.3864,3.702978549999999,5.8337483,6.312,7.445749999999997,0.09251498999999999,0.038570002,0.06799999999999999,0.09430000000000002,-0.08015997000000002,-0.0025000000000000022,0.049500000000000016,0.182,-16.20275,-0.11699999999999999,0.674,2052253312.0,501000000.0,8732999680.0,135700201472.0,30877000000.0,,21499000000.0,,,4634000000.0,,3648000000.0,4364000000.0,0.79,0.2598,8.0,1.22,2.0,1788134400.0,1.128,1099.93994140625,710.8916204700981,,1160.9535,1.68,23.0,1.92,0.0098,0.0018099999,0.90679,False,False,,0.497,677595.0,614600.0,0.8033411526705345,,,,,,0.26246506437423156,30.34561067891326,,,False,,0.938,,US,True,True,59.58606204349416,69.40179222792158,,60.51445833446965,48.17463954252771,,66.4010067114094,64.77987421383648,50.0,91.76245210727969,49.7,61.50280870816144,standard,121,,True,45.6,False,47.23154362416108,50.041946308724825,24.832214765100673,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-2.1
7186.T,"Yokohama Financial Group, Inc.",Financial Services,Banks - Regional,Japan,JPY,2148485974639.0,7.271883499999998,9.643162000000002,,0.39991049999999984,5.3792567,2.734,,,,0.053404989999999986,0.11207501249999999,-0.29913,0.021500000000000005,0.0325,0.185,,,,,3585646002176.0,2514769936384.0,1091873406976.0,25670496000000.0,,375593000000.0,,,,,106523000000.0,-121704000000.0,2.48,0.4042,48.0,3.15,24.0,1790640000.0,0.225,1995.5,1039.6624692818368,1933.0,2045.5555,1.77778,9.0,,,0.062080003,0.49060002,False,False,,0.5,3613933.0,3671130.0,0.9984731635326457,1.1,19.06,17.81,,-0.03132047105988478,0.3453725453977037,63.42857142857143,0.04161053573160611,0.2558139941370716,True,,0.764,0.8299410058838478,Japan,True,True,,54.10256410256411,82.91549030679465,57.581366525289305,68.77315186732362,42.92035398230089,66.4010067114094,,50.0,,50.0,53.49042105702618,standard,303,44341309,False,39.6,False,47.23154362416108,8.13758389261745,27.265100671140942,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.4
8306.T,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,Banks - Diversified,Japan,JPY,41173587484764.0,2.1739314999999984,7.666312,1.8131,0.7375675999999998,5.670934,1.093,,-0.013317504999999993,-7.000040000000249e-05,0.048664989999999964,0.12529498249999996,-0.29913,0.1835,0.3245,0.482,,,,,143103679791104.0,108380647587840.0,7932814557184.0,431731548000000.0,,7521125000000.0,,,,,2427229000000.0,-23064420000000.0,2.62,0.3637,96.0,3.19,48.0,1790640000.0,0.321,3813.0,2119.386069927289,3658.0,3663.6365,1.72727,11.0,,,0.03387,0.39308998,False,False,,0.5,40132409.0,30800010.0,1.015021567029361,0.3,21.97,29.09,,-0.04065040650406504,0.3136927026171196,56.216931216931215,0.04452807775994705,0.2531723360523672,False,,1.0,0.7971798568495387,Japan,True,True,,51.31092884294054,86.25509755944539,81.66159314315686,70.01554243430448,4.867256637168142,66.4010067114094,,50.0,,50.0,53.42339194926407,standard,305,703998035,False,38.6,False,47.23154362416108,2.5587248322147653,25.75503355704698,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,2.2
EXPN.L,Experian plc,Industrials,Consulting Services,Ireland,GBp,,1.6952134999999995,2.2037390000000023,1.404,3.5863303999999996,3.1859176,3.869,0.7037499999999994,0.11637998999999999,0.039315003,0.08273998999999999,0.06851999500000003,0.044040000000000024,0.022499999999999992,0.08750000000000002,0.224,8.406749999999995,-0.406,0.847,89374976.0,337000000.0,5600999936.0,32675659776.0,14290000000.0,,8445000000.0,,,2045000000.0,,1502000000.0,2239000000.0,1.7,0.3978,0.52,1.4,0.359345,1782345600.0,0.839,50496.366778901705,27635.165793005955,,3706.1807,1.5,18.0,,,0.0022200001,0.55555,False,False,,0.5,3254167.0,2493881.0,1.1130985201507688,,,,,,0.3030883593081236,65.34055513238302,,,True,,0.5,,UK,True,True,62.69936792256166,73.64108170023022,,51.250826750832154,54.052343167248026,,66.4010067114094,50.73375262054507,50.0,,50.0,61.34419203393889,standard,122,,True,48.5,False,47.23154362416108,50.041946308724825,44.37919463087248,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.9
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,United States,USD,,11.514403999999999,12.961314250000001,1.8,2.976893625,12.098021,11.468,15.389999999999999,0.05695501499999999,0.043675000000000005,0.169449982,0.14192500249999998,0.21116999999999997,0.0975,0.10350000000000004,0.243,,3.0945,3.636,1705703296.0,5216200192.0,0.0,126544494592.0,20458700000.0,,10064700000.0,,,2945500000.0,,,3030500000.0,,0.0,,,,,1.46,603.8800048828125,328.57000732421875,,478.00934,1.81818,30.0,1.72,0.0201,0.00513,0.89598,False,False,,0.496,3086853.0,2137420.0,0.6953913385887567,,,,,,0.37249024069496367,42.67166428672664,,,False,,1.0,,US,True,True,51.79251182932728,80.38238842008747,,72.55405341463397,48.62547966498604,,11.786912751677853,62.893081761006286,50.0,76.62835249042146,49.6,61.2663362399904,standard,123,,True,43.3,False,47.23154362416108,50.041946308724825,9.479865771812081,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,9.4
9999.HK,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,China,HKD,615280428778.7573,3.398431499999999,0.49834400000000123,1.4113,1.3741054,5.276693,3.922,1.1489999999999991,0.06794498000000002,0.085260004,0.14312000000000002,0.20819500000000002,0.30974999000000003,0.03,-0.238,-0.188,-27.344,2.319,3.257,22665830400.0,175392817152.0,12604170240.0,457307947008.0,221415060000.0,,112625807000.0,,,35834867000.0,,33759800000.0,50739800000.0,1.57,0.4168,3.01,1.94,0.096,1788307200.0,0.8,247.37367524416229,168.6753483990376,192.1999969482422,250.608,1.34783,21.0,,,0.43930998,0.268,False,False,,0.5,8655145.0,6991914.0,0.816837072846084,-6.97,-0.91,7.35,,-0.22303779188089712,0.3424740917681901,35.1111059871738,-0.034830483240936294,-0.024738240634156416,False,,0.425,0.23057234427761697,Asia,True,True,87.97872884389221,85.08219466230517,44.37260806826024,29.01064338122847,62.69078450833202,58.4070796460177,66.4010067114094,89.09853249475891,50.0,,50.0,69.2473728071694,standard,26,171428592,False,64.9,False,97.5251677852349,92.11409395973155,28.187919463087248,50.041946308724825,50.041946308724825,50.041946308724825,7,STARK,8,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,20.0
FPH.NZ,Fisher & Paykel Healthcare Corporation Limited,Healthcare,Medical Instruments & Supplies,New Zealand,NZD,25723258146.134045,24.325859,22.37011625,43.64,7.872275124999999,11.143328,11.0,18.560000000000002,0.11663501500000001,0.08574499999999999,0.08794000199999999,0.0930450025,0.18123,0.05250000000000002,-0.01849999999999999,0.141,-51.308,0.4464999999999999,1.615,-510084192.0,461100000.0,146100000.0,25392832512.0,2853600000.0,,2308400000.0,,,477800000.0,,468500000.0,,1.19,0.5422,0.52,1.47,0.33,1782086400.0,0.892,45.25,31.88340762441554,43.79999923706055,42.94536,2.41667,11.0,,,0.036510002,0.38166,False,False,,0.5,410828.0,378736.0,1.010935187373999,7.43,18.48,7.76,,-0.03204421575556804,0.26391058938262,63.93725560042214,0.07142855076607235,0.1449333891240101,True,,0.5,0.7224118784262618,US,True,True,30.527806294028107,80.25787991663846,77.55379885814669,48.315970227086,62.06229943197076,90.2654867256637,66.4010067114094,33.9622641509434,50.0,,50.0,53.1468234497892,standard,311,16588637,False,50.6,False,47.23154362416108,97.5251677852349,10.654362416107382,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,-5.4
RMS.PA,Hermès International Société en commandite par actions,Consumer Cyclical,Luxury Goods,France,EUR,,16.2508,17.0927255,3.9725,6.46225875,10.3761215,9.754,9.037749999999999,0.11864999100000001,0.12938001,0.23822,0.33683998000000004,0.33771,-0.065,-0.10400000000000001,-0.004,-56.340999999999994,3.2894999999999994,3.632,4271860032.0,12309999616.0,2280000000.0,157349593088.0,24322000000.0,,16001000000.0,,,6695000000.0,,4524000000.0,5374000000.0,1.15,0.4186,18.0,0.66,13.0,1776729600.0,1.0,2277.0551377844085,1465.5,,1869.8182,2.04545,22.0,,,0.66982,0.102390006,False,False,,0.5,88517.0,72634.0,1.24215153879588,,,,,,0.32540937944352044,35.412474849094565,,,False,,0.5,,Europe,True,True,66.16179137117932,90.87772401649553,,29.673653839461966,60.14502728353697,,66.4010067114094,77.14884696016772,50.0,,50.0,61.10612598869754,standard,125,,True,43.5,False,47.23154362416108,50.041946308724825,11.409395973154362,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,8.0
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,United States,USD,,18.622758999999995,6.1014219999999995,1.4821,24.636340025000003,16.26044,16.198,24.813000000000002,0.49114003999999994,0.1613849885,0.201095002,0.22277747999999997,0.04906999999999995,0.13049999999999998,0.030999999999999972,0.324,-18.85,0.9580000000000001,1.839,2180987776.0,5579170816.0,4121564928.0,376316198912.0,23529743000.0,,23232690000.0,,,8199795000.0,,7265396000.0,5857657000.0,0.33,0.18059999,1.04,0.97,0.26,1790121600.0,1.865,438.5,93.59201479862544,,371.19354,1.45714,31.0,2.65,0.0254,0.0028,0.88848996,False,False,,0.422,11421341.0,7403910.0,0.9858979388253185,,,,,,0.6386355721718184,53.25704167262409,,,True,,0.923,,US,True,True,43.039871617874375,87.00673594271255,,70.26307124493982,32.00259730499686,,66.4010067114094,54.088050314465406,50.0,68.00766283524904,42.199999999999996,61.01521936123429,standard,127,,True,42.7,False,47.23154362416108,50.041946308724825,6.0402684563758395,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,11.1
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,United States,USD,,-8.052877000000002,0.2762532500000008,1.3685,0.9830424250000003,6.13222,5.902,1.041999999999998,0.125415005,0.078575,0.15444000200000002,0.1144650025,0.16055999999999993,-0.0015000000000000013,-0.13749999999999998,0.01,-45.672,1.2315,1.831,29751552.0,1469234048.0,825918976.0,33365608448.0,8174391000.0,,,,,,,,1751588000.0,1.12,0.2301,2.64,0.87,0.66,1787184000.0,0.748,281.8876498522168,179.75416868256988,,245.5,2.42105,16.0,9.21,0.102299996,0.0049900003,0.71529,False,False,,0.326,1520866.0,1416880.0,0.8767765987045048,,,,,,0.28327899671700146,78.53041653240409,,,True,,0.858,,US,True,True,60.343374986725195,82.27335427725419,,46.64990732669795,67.0959213632916,,66.4010067114094,49.056603773584904,50.0,19.34865900383142,32.6,52.98104058176051,standard,316,,True,45.4,False,47.23154362416108,50.041946308724825,23.48993288590604,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,5.4
HMS.ST,HMS Networks AB (publ),Technology,Communication Equipment,Sweden,SEK,,16.931928999999997,24.870428,0.72,2.1966017750000004,6.9165406,7.479,4.751500000000004,-0.01224999999999999,0.020180005,0.059535002,0.12838750000000002,0.20701000000000003,0.006499999999999978,0.532,0.845,23.5845,-0.2799999999999999,0.808,-105476736.0,47000000.0,2188999936.0,28468760576.0,6600064000.0,,3577348000.0,,,789704000.0,,434746000.0,877277000.0,0.93,0.436,4.8,1.02,4.8,1776988800.0,1.089,593.5,371.7366102015162,,602.0,1.4,5.0,,,0.12254,0.79690003,False,False,,0.5,34265.0,32623.0,1.7452159225487467,,,,,,0.3531187872477767,69.73684606789962,,,True,,1.0,,Nordic,True,True,48.395675756467284,69.09901646398234,,77.35919329987779,42.78657856024197,,66.4010067114094,44.12997903563941,50.0,,50.0,60.87821145015811,standard,128,,True,44.8,False,47.23154362416108,50.041946308724825,19.798657718120804,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-4.0
BIOG-B.ST,BioGaia AB (publ),Healthcare,Drug Manufacturers - Specialty & Generic,Sweden,SEK,,5.404307000000003,9.12622125,,7.042689875,7.379379,7.097,7.527500000000002,0.18001500500000003,0.1365500015,0.130350012,0.13019500250000002,0.30427000000000004,0.0015000000000000013,0.012500000000000011,0.174,,2.4714999999999994,2.108,-616932960.0,446272992.0,0.0,11217741824.0,1597807000.0,,1538168000.0,,,451971000.0,,332764000.0,306566000.0,1.42,0.4781,1.64,1.29,4.0,1778198400.0,0.319,136.3000030517578,93.25360031473679,,152.5,,2.0,,,0.16997999,0.53398997,False,False,,0.5,155893.0,204097.0,0.35648446026258956,,,,,,0.28242521961759026,69.02655703747314,,,True,,0.758,,Nordic,True,True,29.519294684964265,87.40465983299912,,54.77278008840611,79.92270567157378,,66.4010067114094,21.90775681341719,50.0,,50.0,60.68618728732196,standard,130,,True,44.4,False,47.23154362416108,50.041946308724825,17.36577181208054,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,10.0
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,,45.2392715,31.794445749999994,,15.152711575000001,12.217075,12.261,20.552500000000002,,,0.008595002000000025,0.02549500250000001,0.34278995,0.4605,-0.2435,0.033,69.4495,,,,23552100352.0,150254993408.0,1927816413184.0,443119600000.0,,137529900000.0,,,34397600000.0,,21633700000.0,30227100000.0,0.76,0.607,38.0,1.03,9.0,1780012800.0,0.145,5250.0,3450.040733610751,,5386.759,,29.0,,,0.63425,0.19024,False,False,,0.5,598740.0,273197.0,0.482104982686805,,,,,,0.2149601001633974,55.76036866359447,,,False,,0.611,,India,True,True,,67.77777777777777,,49.57025096434371,73.56095538337651,,66.4010067114094,,50.0,,50.0,52.635082434105954,standard,321,,True,43.2,False,47.23154362416108,50.041946308724825,9.312080536912752,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-11.8
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,United States,USD,,,-3.1798677499999988,2.1441,11.002369125000001,5.9308753,6.63,-1.0490000000000013,-0.32407499500000003,0.07940501,-0.221389988,0.14268500249999996,0.34041994,0.014499999999999999,,,165.251,-0.6035000000000001,0.902,8859378304.0,4881999872.0,26246000640.0,201916661760.0,59023000000.0,,29442000000.0,,,11701000000.0,,8510000000.0,10019000000.0,2.2,0.43400002,3.28,3.57,0.82,1789430400.0,0.336,155.3805941192722,106.4403420130017,,157.40741,1.68966,27.0,3.49,0.0187,0.00115,0.9227,False,False,,0.839,7502183.0,5348370.0,0.6226314168176004,,,,,,0.2654318960700508,80.53057409402925,,,True,,0.936,,US,True,True,,54.963747623481126,,71.2181746479857,45.90605959302806,,66.4010067114094,87.42138364779875,50.0,79.3103448275862,93.89999999999999,60.63185437347585,standard,131,,True,45.5,False,47.23154362416108,50.041946308724825,24.328859060402685,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-0.9
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,United States,USD,,4.443744499999996,4.608716000000001,1.793,14.523973550000001,4.922518,5.447,8.535749999999997,0.41147502,0.030999995999999995,0.04342999999999998,0.08155001,-0.15849000000000002,0.13949999999999999,0.5385000000000001,0.649,159.92024999999998,-0.010999999999999899,0.78,4139503232.0,5944999936.0,45146001408.0,407054843904.0,98585000000.0,,67589000000.0,,,11151000000.0,,8884000000.0,11739000000.0,0.8,0.2601,6.52,1.72,1.63,1784505600.0,1.605,1071.4723093369823,406.8576533803183,,979.2196,2.14286,26.0,2.12,0.015700001,0.0022,0.73594004,False,False,,0.338,3208570.0,2414340.0,0.6624119744837155,,,,,,0.39679745685106255,42.23345714497554,,,False,,1.0,,US,True,True,54.194563426040645,68.19840716103309,,83.4997729862399,27.57511837384054,,66.4010067114094,59.329140461215935,50.0,84.09961685823755,33.800000000000004,52.62394590852727,standard,322,,True,46.4,False,47.23154362416108,50.041946308724825,30.453020134228186,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,2.2
005930.KS,"Samsung Electronics Co., Ltd.",Technology,Consumer Electronics,South Korea,KRW,1481397319071000.0,,-12.370226599999999,0.1824,,3.477651,3.162,-9.322999999999997,0.17457999,0.1349850085,0.16800500200000001,0.37188249999999995,0.21305998999999998,1.1305,13.241999999999999,13.444,-1.6215000000000082,1.138,2.195,69540720789504.0,189999035187200.0,22408721334272.0,1534261370814464.0,566942110000000.0,,333605938000000.0,,,43601051000000.0,,44260956000000.0,85315148000000.0,0.58,0.0749,1496.0,2.14,374.0,1782691200.0,1.548,374087.44831391243,66663.44246948964,257000.0,470155.62,1.35135,36.0,,,0.09689,0.4672,False,False,,0.5,29680654.0,22830305.0,0.5860571551152868,23.26,-14.1,28.91,,-0.3129948594684189,0.7579697949190889,58.7248322147651,-0.0651714283724073,0.23870377029341738,True,,0.838,0.5452210168512165,Asia,True,True,,89.06651121600748,40.405922579835625,92.25764956984341,32.73147462816937,0.4424778761061947,66.4010067114094,87.84067085953879,50.0,,50.0,60.59600547274519,standard,132,4283193521,False,53.5,False,97.5251677852349,2.5587248322147653,41.442953020134226,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,9.7
RACE.MI,Ferrari N.V.,Consumer Cyclical,Auto Manufacturers,Italy,EUR,,18.107316,18.7134735,3.8777,15.10202075,8.668359,8.913,13.26475,0.318529961,0.08454999999999999,0.18075999999999998,0.22509999999999997,0.14048,0.0030000000000000027,0.0,0.09,18.060999999999996,1.1814999999999998,1.758,359216768.0,1431513984.0,3165647104.0,65536499712.0,9628352000.0,,7145768000.0,,,2097144000.0,,1596919000.0,2349306000.0,1.02,0.38959998,3.62,0.67,3.615,1776643200.0,0.595,426.3454799518345,265.9715457815944,,388.02106,1.78947,19.0,,,0.32277,0.45856997,False,False,,0.5,500315.0,387762.0,0.8586826930124716,,,,,,0.3485939002549309,50.141905278298914,,,False,,0.689,,Europe,True,True,46.652152878567975,87.03452565201022,,49.61864335450162,66.00658659478952,,66.4010067114094,53.459119496855344,50.0,,50.0,60.54526821664889,standard,134,,True,44.0,False,47.23154362416108,50.041946308724825,14.345637583892618,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-1.9
