ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,total_assets,total_assets_prev,revenue_ttm,revenue_prev,revenue_2y_ago,operating_income_ttm,operating_income_prev,net_income_ttm,operating_cashflow_ttm,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,insider_recent_date,earnings_surprise,bb_position,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,mews_score,mews_flag,mews_fcf_yield,mews_small_size,mews_low_ps,mews_operating_leverage,mews_revenue_accel,mews_clean_accruals,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w
D05.SI,DBS Group Holdings Ltd,Financial Services,Banks - Regional,Singapore,SGD,216570604339.5996,7.921288499999999,4.204424999999999,2.802,1.6304419499999996,9.554867,15.962,,0.05254249999999999,0.03077,0.01713498999999996,0.05063500750000002,-0.12784,-0.03649999999999999,,0.09,,,,,67684999168.0,213082996736.0,361791160320.0,897488000000.0,,22895000000.0,,,,,10934000000.0,11024000000.0,4.18,0.7975,3.18,4.62,0.81,1786665600.0,0.29,77.14443920162877,47.520684747072664,76.1500015258789,76.72708,2.1875,16.0,,,0.006,0.54829,False,False,,0.5,4615374.0,3140135.0,0.5666815895972833,2.62,22.48,38.58,59.45,-0.012890594397228727,0.15619296333424976,53.81925793987634,0.06387250194852023,0.27144654720248407,False,,0.694,0.6847759180861723,Singapore,True,True,,60.249289727352775,90.12939958592133,44.04699032487864,92.60624196658097,73.00884955752213,66.4010067114094,,50.0,,50.0,60.28045770621611,standard,140,187619682,False,50.5,False,47.23154362416108,94.88255033557047,12.835570469798657,50.041946308724825,50.041946308724825,50.041946308724825,1,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,-2.0
2881.TW,"Fubon Financial Holding Co., Ltd.",Financial Services,Insurance - Life,Taiwan,TWD,1967863954320.0,7.703120999999999,4.979245000000001,1.36,0.9733078999999998,1.879633,1.479,-2.542,0.07372249,0.02281,-0.12031501000000003,0.08512003250000003,0.13298999,1.6515,,,58.0535,-0.29800000000000015,1.007,1154297874432.0,1336526110720.0,836762796032.0,1548880707584.0,12875478154000.0,,379304535000.0,,,,,120943979000.0,14407546000.0,2.95,0.4954,4.25,3.79,4.25,1782864000.0,0.665,144.5,79.16734313964844,144.0,132.97726,2.0,11.0,,,0.40671003,0.22738001,False,False,,0.5,33009189.0,24350375.0,0.8416469727020833,16.13,34.74,58.05,,-0.0034602076124568004,0.271053605776137,69.62025316455696,0.12364814752461695,0.42082423217578,True,,1.0,1.070197334262422,Asia,True,True,,60.29258207938742,96.66980362632536,97.00549558490545,51.125480866623136,43.80530973451327,66.4010067114094,99.0041928721174,50.0,,50.0,68.20884472982634,standard,34,110865492,False,58.0,False,97.5251677852349,8.305369127516778,66.02348993288591,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,3.0
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,United States,USD,,-5.205428000000001,-1.8150882499999987,1.8034,2.6691894,0.67193824,0.877,0.5775000000000006,0.28757749999999993,0.021532505500000004,-0.0461399995,-0.08063499499999999,-0.32743,0.22500000000000003,2.41,3.225,80.23,-0.0010000000000000009,0.857,8339878528.0,7768000000.0,34292000768.0,135258038272.0,83955000000.0,,132699000000.0,,,5768000000.0,,4047000000.0,8253000000.0,1.1,0.1356,4.0,2.25,1.0,1787097600.0,0.508,367.6000061035156,160.07163219718552,,324.55557,2.26316,18.0,2.85,0.027,0.00331,0.79603,False,False,,0.477,2363637.0,2427600.0,0.7623027280600387,,,,,,0.3421317547240064,83.99885193218871,,,True,,0.669,,US,True,True,92.11578777616513,44.927782866034406,,82.23016995307485,50.492750180339954,,66.4010067114094,92.0335429769392,50.0,65.51724137931035,47.699999999999996,68.15050282411522,standard,35,,True,55.2,False,47.23154362416108,50.041946308724825,89.26174496644296,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-4.5
KIMBERA.MX,"Kimberly-Clark de México, S. A. B. de C. V.",Consumer Defensive,Household & Personal Products,Mexico,MXN,,-0.1626284999999985,5.3629295,2.41,27.8579418,2.128942,2.348,3.322000000000001,1.762,0.07976749924999998,0.09247999300000001,0.11193999000000002,0.1058,-0.009999999999999998,0.007000000000000006,0.09,702.1727500000001,0.5675000000000001,1.488,4512731392.0,19581583360.0,32849412096.0,132057628672.0,45633156000.0,,55371444000.0,,,12091264000.0,,7581467000.0,9812087000.0,5.53,0.80300003,2.2,5.08,0.55,1790726400.0,0.192,42.79675221226247,32.43626010648361,,43.375,2.41667,12.0,,,0.0,0.39668,False,False,,0.5,3189216.0,2340094.0,1.154773741335052,,,,,,0.24333609699383196,39.041099469599985,,,False,,0.512,,LatAm,True,True,78.23413611494605,82.95156333212883,,45.143479462130884,61.48179918524478,,66.4010067114094,82.49475890985325,50.0,,50.0,60.065078075959164,standard,144,,True,51.2,False,47.23154362416108,50.041946308724825,62.667785234899334,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.0
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,United States,USD,,-2.9953799999999973,2.7351614999999985,4.1014,1.9791624499999998,3.8400474,4.14,2.1950000000000003,0.13249002,0.04355749425000001,0.10210000300000001,0.09199999,0.05310999999999999,-0.022,-0.245,-0.158,-45.28975,-0.3134999999999999,0.413,12371377792.0,9941999616.0,35024998400.0,360276000768.0,126521000000.0,,87032000000.0,,,19748000000.0,,16046000000.0,19556000000.0,3.04,0.6433,4.35,2.49,1.089,1784851200.0,0.377,164.76999524257963,134.62352471732706,,160.6087,2.2,23.0,3.04,0.0106,0.00075,0.71918,False,False,,0.59,9143943.0,10164480.0,0.6513659811459891,,,,,,0.19728307744436566,40.968009685713575,,,True,,0.86,,US,True,True,80.91371965969296,76.5700933234245,,39.049374944039116,67.63323983744077,,66.4010067114094,82.70440251572327,50.0,90.80459770114942,59.0,59.87030557338255,standard,149,,True,47.6,False,47.23154362416108,50.041946308724825,38.422818791946305,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.3
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,United States,USD,,-4.181602500000002,8.353225000000002,0.9232,3.06275185,9.506832,9.274,11.806999999999997,0.3248150000000001,0.07325999,0.44079000000000007,0.14578000000000002,0.15335,0.193,2.889,2.979,-62.241499999999995,1.6110000000000002,2.471,21755504256.0,242473992192.0,120790999040.0,4135135739904.0,595281000000.0,,402836000000.0,,,129039000000.0,,132170000000.0,164713000000.0,0.26,0.042600002,0.88,,0.22,1788480000.0,1.237,408.36608091552193,205.61343524607918,,428.06668,1.35938,54.0,2.35,0.0124,0.01596,0.81044996,False,False,,0.609,31675664.0,20530230.0,1.0346928425570332,,,,,,0.3273902172680713,33.7306082066615,,,False,,0.837,,US,True,True,47.146644325659516,87.39730496636574,,86.64864156351842,52.95219791402564,,66.4010067114094,53.03983228511531,50.0,87.83524904214559,60.9,67.70909462753173,standard,36,,True,43.8,False,47.23154362416108,50.041946308724825,12.919463087248323,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,6.7
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,,2.275933000000002,8.726974499999999,4.2906,6.38595945,7.695477,8.295,12.103000000000002,0.25012999999999996,0.03035749925,0.20331000300000002,0.21988,0.16326003,0.030000000000000006,0.07900000000000001,0.161,5.739250000000013,0.3145,0.798,4309253248.0,16371000320.0,44260999168.0,415821561856.0,104816000000.0,,47941000000.0,,,14911000000.0,,13107000000.0,7408000000.0,2.38,0.6246,2.12,2.87,0.53,1789430400.0,0.342,92.48999786376953,64.03758462860179,,94.69565,1.75,23.0,2.35,0.0092,0.098950006,0.68363,False,False,,0.638,17493966.0,13757930.0,0.703396771208403,,,,,,0.18728151095628742,59.598840505362446,,,True,,0.888,,US,True,True,51.34110941980247,84.63891180498265,,62.163440257132116,82.65244491833676,,66.4010067114094,59.43396226415094,50.0,93.00766283524904,63.800000000000004,67.6470888789211,standard,37,,True,44.3,False,47.23154362416108,50.041946308724825,16.526845637583893,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,3.2
7733.T,Olympus Corporation,Healthcare,Medical Devices,Japan,JPY,2284070411469.0,8.463528499999999,-4.294999749999998,3.61,0.6955363749999999,2.1866255,2.378,0.0,0.020355005000000002,0.019025,0.0012499979999999952,0.0010050025000000115,0.34783,0.07650000000000001,1.0645,1.125,17.7065,-0.9215,0.724,-13527998464.0,118544998400.0,318892015616.0,2484346552320.0,1537162000000.0,,1010676000000.0,,,100820000000.0,,68172000000.0,100585000000.0,1.4,0.4902,30.0,0.89,30.0,1806364800.0,0.21,2210.5,1276.960817618663,2149.0,2157.6924,2.57143,13.0,,,0.042179998,0.64902997,False,False,,0.5,4690734.0,4718900.0,1.0737021973818557,15.38,20.36,52.12,,-0.027821759782854505,0.42963119816790374,74.59514170040487,0.15692513095488048,0.21055839647320718,False,,0.67,0.692616022169902,Japan,True,True,,63.889411098055874,91.02704059225799,74.35020432717408,49.19023187225571,41.150442477876105,66.4010067114094,43.291404612159326,50.0,,50.0,67.35448374660339,standard,38,63365677,False,44.8,False,47.23154362416108,7.802013422818792,61.74496644295302,50.041946308724825,50.041946308724825,50.041946308724825,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.5
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,United States,USD,,125.522632,60.47631199999999,2.49,40.14038602499999,72.72093,71.245,145.98100000000002,0.22144999999999998,0.1059049885,0.378425022,0.32007747,0.39234,0.7585000000000001,1.837,2.25,-49.760000000000005,5.557,7.095,1249607808.0,9409098752.0,211400000.0,438578741248.0,8900392000.0,,4475446000.0,,,1414015000.0,,1625033000.0,2134473000.0,,0.0,,,,,1.563,207.52000427246094,106.37000274658203,,191.68,1.8125,27.0,1.52,0.0318,0.03477,0.64865994,False,False,,0.438,42122983.0,30930350.0,0.5300757776697016,,,,,,0.6025620715513103,62.86030626402493,,,True,,1.0,,US,True,True,36.54385012645482,93.97291128327852,,94.1502921949814,40.19199102557108,,11.786912751677853,50.83857442348009,50.0,57.56704980842912,43.8,75.30469177109397,standard,9,,True,42.2,False,47.23154362416108,50.041946308724825,2.5587248322147653,50.041946308724825,50.041946308724825,50.041946308724825,8,STARK,8,UPPTREND,False,2,0.2857142857142857,LÅG,OK,5.6
2395.TW,"Advantech Co., Ltd.",Technology,Computer Hardware,Taiwan,TWD,581391774000.0,17.156543000000003,12.517711,1.9202,6.804802975000001,7.0723014,6.865,20.870000000000005,0.13100999,0.0653649985,0.026504991999999984,0.04631250000000003,0.025789989999999985,0.2955,0.946,1.271,-1.755500000000005,0.019000000000000017,1.037,-7374764288.0,18723252224.0,2070916992.0,564328923136.0,75717524000.0,,70882362000.0,,,11546311000.0,,10592508000.0,9902694000.0,1.67,0.53419995,11.16,2.44,11.158556,1784246400.0,0.743,709.0,265.29442027698866,669.0,710.58826,,17.0,,,0.48303002,0.26513,False,False,,0.5,3691111.0,2820641.0,0.3096699811379388,22.3,32.18,103.09,,-0.05641748942172076,0.4226592093831018,50.52631578947368,0.16195782262981773,0.6754992890706595,False,,0.838,0.5775886741599351,Asia,True,True,32.91705507766253,70.89739675700028,90.3218520609825,84.69083877388857,45.688160124394635,59.73451327433629,66.4010067114094,38.259958071278824,50.0,,50.0,67.11788124603568,standard,40,59662600,False,51.0,False,47.23154362416108,92.36577181208054,18.70805369127517,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,6.1
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,,-6.160132999999998,-0.9864495000000009,1.5131,4.4338254500000005,1.9885827,2.408,0.0,0.3446699999999999,0.025657499250000004,0.025580003000000004,0.03951001000000001,0.08609,0.027000000000000003,1.28,1.36,129.16925000000003,-0.056499999999999884,0.69,6922378368.0,10716000256.0,53213999104.0,233372647424.0,107399000000.0,,93925000000.0,,,13491000000.0,,8240000000.0,12087000000.0,4.24,0.7533,5.92,3.03,1.48,1788480000.0,0.361,168.19196609424642,133.40208766001547,,155.0,2.66667,22.0,3.18,0.019199999,0.00183,0.81536,False,False,,0.667,8541559.0,6688910.0,0.8375361471526903,,,,,,0.2137433344798685,51.81534633444476,,,True,,0.683,,US,True,True,,71.54082966107666,,73.21532293170206,59.314404477406924,,66.4010067114094,79.87421383647799,50.0,77.96934865900383,66.7,59.075106964354546,standard,164,,True,51.5,False,47.23154362416108,50.041946308724825,64.76510067114094,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,2.0
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,United States,USD,,-4.3227545,8.103017000000001,0.9152,2.98985865,9.405068,9.173,11.544999999999996,0.3248150000000001,0.07325999,0.44079000000000007,0.14578000000000002,0.15335,0.193,2.889,2.979,-62.241499999999995,1.6110000000000002,2.471,21755504256.0,242473992192.0,120790999040.0,4089762283520.0,595281000000.0,,402836000000.0,,,129039000000.0,,132170000000.0,164713000000.0,0.26,0.042600002,0.88,,0.22,1788480000.0,1.237,404.2267181336527,206.37069184883856,,422.336,1.36508,15.0,2.1,,0.00522,0.62264,False,False,,0.595,21448259.0,14531340.0,1.0523664392598997,,,,,,0.32271184374131356,28.851307521442564,,,False,,0.837,,US,True,True,47.44516030065961,87.39730496636574,,86.64864156351842,53.523463266781995,,66.4010067114094,53.144654088050316,50.0,,59.5,67.01528038455709,standard,41,,True,43.8,False,47.23154362416108,50.041946308724825,13.171140939597315,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,6.9
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,United States,USD,,-13.994536,-4.80705975,2.56,3.069274125,5.5386524,5.262,-2.3150000000000013,0.3266550349999999,0.17829501,0.238300022,0.20102500249999997,0.50921004,0.018500000000000003,0.10050000000000003,0.147,-49.214999999999996,1.5875,3.244,-169781568.0,839385024.0,165928992.0,12818256896.0,2844423000.0,,2320126000.0,,,892701000.0,,782570000.0,884267000.0,,0.0,,,,,0.422,57.56999969482422,33.7599983215332,,53.0,2.4,17.0,10.74,0.1546,0.01845,1.07219,False,False,,0.754,2587170.0,2016290.0,0.57038257345269,,,,,,0.36819984988843274,54.61597490646004,,,True,,1.0,,US,True,True,,94.3780349935696,,65.5169653677377,68.16694360733744,,11.786912751677853,38.05031446540881,50.0,11.590038314176246,75.4,66.96204341289312,standard,43,,True,45.8,False,47.23154362416108,50.041946308724825,26.426174496644293,50.041946308724825,50.041946308724825,50.041946308724825,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,2.9
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,India,INR,6717964210727.562,10.869215500000003,3.907325499999997,,1.9498433999999996,14.391501,22.237,,,,0.15269999,0.21675501249999993,0.49853999000000004,0.15650000000000003,0.08750000000000002,0.274,287.8245,,,,47410601984.0,3683091742720.0,10380231311360.0,5599523600000.0,,496654500000.0,,,,,190173900000.0,-657898000000.0,0.5,0.1658,5.4,0.38,6.0,1782777600.0,0.323,1176.4000244140625,783.0862114062364,1079.9000244140625,1158.3889,1.91667,36.0,,,0.56525004,0.27036,False,False,,0.5,8716840.0,3812564.0,0.7825039864343624,2.51,23.19,7.26,,-0.08202992009292454,0.30163624359580804,37.48600849149275,0.02344825171895315,0.11198913900673868,False,,0.191,0.30468470612839177,India,True,True,,91.13960113960115,73.66459627329192,52.61546158109001,51.037753204853736,20.353982300884958,66.4010067114094,,50.0,,50.0,66.94068880439497,standard,45,43166158,False,35.8,False,47.23154362416108,2.5587248322147653,7.466442953020135,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,2.8
MSAB-B.ST,Micro Systemation AB (publ),Technology,Software - Application,Sweden,SEK,,-5.9528500000000015,10.034366000000002,,7.182118775000001,3.3764005,3.235,-4.103499999999997,0.42628,0.12582,0.051215002,-0.0079025,0.50991,0.35250000000000004,,,15.829499999999996,-0.1619999999999998,1.495,-762240328.0,145300000.0,73300000.0,1652911232.0,318067000.0,,461784000.0,,,67843000.0,,49172000.0,101888000.0,1.27,0.3989,1.2,4.0,0.6,1794441600.0,0.414,95.19999694824219,53.37512753821798,,96.0,,2.0,,,0.2339,0.56348,False,False,,0.5,23118.0,45218.0,0.5340615023971166,,,,,,0.47708577267697216,64.35642367707612,,,True,,0.52,,Nordic,True,True,,80.95186610233733,,68.52484327432958,53.87840085937025,,66.4010067114094,1.10062893081761,50.0,,50.0,66.85575809736378,standard,46,,True,48.2,False,47.23154362416108,50.041946308724825,42.70134228187919,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,-3.3
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,,1.9149680000000018,9.165654499999995,2.6791,7.966690699999999,2.990989,2.981,3.1527499999999966,0.28172999099999996,0.07233999999999999,0.02994999999999999,0.05703000000000001,-0.11387000000000003,0.052000000000000005,0.604,0.676,-5.13549999999999,0.22050000000000014,0.929,1246786176.0,4288123904.0,4739150848.0,73058394112.0,15548737000.0,,22750559000.0,,,2707357000.0,,2145044000.0,3026883000.0,0.77,0.2056,1.78,1.04,0.445,1788825600.0,0.877,257.0,142.48134316237557,,269.94443,1.75,18.0,4.46,0.0339,0.02128,0.95194,False,False,,0.286,2875406.0,3504040.0,0.8577034075512989,,,,,,0.26617463883868797,26.263570311114208,,,False,,1.0,,US,True,True,68.13546988880628,69.15540495326,,80.516417497545,60.01522137334759,,66.4010067114094,67.50524109014675,50.0,55.84291187739464,28.599999999999998,66.71930465943186,standard,47,,True,48.7,False,47.23154362416108,50.041946308724825,45.97315436241611,50.041946308724825,50.041946308724825,50.041946308724825,4,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,11.2
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,India,INR,2212370428654.0,8.4655165,8.708147999999994,,4.19576715,8.8961935,8.666,17.20725,,,0.13845499,0.08081,0.006119969999999975,0.23399999999999999,0.11199999999999999,0.213,-31.151,,,,60782301184.0,5139500032.0,2155055415296.0,321635600000.0,,229775700000.0,,,49560000000.0,,55152300000.0,48048400000.0,1.01,0.33310002,82.0,0.84,82.0,1785456000.0,0.226,8165.0,6007.094432137627,8059.0,8360.433,2.05263,37.0,,,0.51333,0.2877,False,False,,0.5,545449.0,296074.0,0.8894764062046157,2.92,14.03,-0.57,,-0.012982241273729378,0.26499263039255067,58.58895705521473,0.04937015704305647,0.10500403469165254,False,,0.695,0.6814240206595287,India,True,True,,70.02849002849003,71.74665913796349,65.76409382827269,81.73289774350185,42.0353982300885,66.4010067114094,,50.0,,50.0,58.68858595210108,standard,173,25016361,False,37.6,False,47.23154362416108,7.969798657718121,14.01006711409396,50.041946308724825,50.041946308724825,50.041946308724825,3,SVAG,-8,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,1.1
