ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,predicted_return,ml_rank,data_quality
TRP.TO,TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,CAD,95363342613.60608,6.210704500000002,11.623065749999997,4.3939,1.8323978,6.161617,10.581,8.132999999999997,0.013615000000000009,-0.012879998500000003,0.13725500399999996,0.2990875025,0.30385999999999996,0.0175,-0.37000000000000005,-0.079,124.17425,-0.518,0.401,-573537520.0,1532999936.0,61869998080.0,163759996928.0,3.83,1.0111,3.51,5.82,0.878,1782777600.0,0.971,98.62000274658203,61.148738655874226,91.54000091552734,93.26087,2.25,23.0,5.62,,0.00048000002,0.76003,False,False,,0.5,5797453.0,2677130.0,0.8535103299990652,0.51,3.89,23.32,,-0.07179072839054512,0.168981625877341,56.34865653009684,0.029464535130631297,0.16523734707223747,False,0.38703900840538297,,0.709,Canada,True,True,43.36639644756544,64.38434721339263,74.54726830732874,34.41715198741889,46.151724699009286,45.59270516717325,29.528718703976438,39.81308411214953,50.0,,50.0,50.988114365555056,standard,263,178897072,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.009309920482337475,29.5,0.875
MMM,3M Company,Industrials,Conglomerates,United States,USD,78720142882.65729,-1.3887970000000003,-3.669141999999999,1.5862,19.6851807,3.1457856,3.44,-3.042,0.5616949950000001,0.026239999500000003,0.006760000000000002,0.09690497999999997,-0.054920000000000024,-0.048,-0.46900000000000003,-0.415,321.63100000000003,0.20850000000000013,1.06,1505937408.0,5818999808.0,13127999488.0,86077145088.0,2.07,0.5723,3.12,3.88,0.78,1779408000.0,1.09,175.70877631560407,138.62307999597104,150.92999267578125,172.19942,2.16667,17.0,2.03,0.0164,0.00098,0.77599996,False,False,,0.5,3943936.0,3907950.0,0.673621699301242,3.54,-6.04,-10.78,,-0.14102188951174377,0.2605462670564779,64.93820807523971,0.02810142737365995,-0.033124050079450296,True,0.6720446003129107,,0.904,US,True,True,,64.01742395597336,47.76457370872921,28.893876530335696,42.13854933308259,50.455927051671736,67.67304860088366,69.90654205607477,50.0,79.63576158940397,50.0,50.98173644729819,standard,264,589826865,False,3,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.011913228780031204,38.1,0.875
TCS.NS,Tata Consultancy Services Limited,Technology,Information Technology Services,India,INR,8853097994465.34,-21.365731999999998,-10.921527500000005,2.4906,0.20764585000000046,3.3155062,3.006,-10.355999999999998,0.31153501749999996,0.17050000999999998,0.06576501399999998,0.10122000999999999,-0.0007699899999999982,-0.038000000000000006,-0.088,0.122,4.311499999999999,0.4600000000000002,1.974,359738332160.0,410799996928.0,112829997056.0,8027864301568.0,5.4,0.4632,124.0,1.49,31.0,1779667200.0,0.289,3404.0549041256045,2176.883514966109,2446.89990234375,2939.5813,2.11628,43.0,,,0.71795,0.17924,False,False,,0.5,4336732.0,5802785.0,2.247284343542756,2.01,-6.33,-19.49,,-0.28118083542712946,0.22953588169950362,76.09031633516913,0.025915291704678323,-0.12694467231762263,True,1.117044742337005,,0.691,India,True,True,,75.1003059628858,38.33318805629002,40.12944786801714,81.20755578857933,8.966565349544073,67.67304860088366,91.21495327102804,50.0,,50.0,50.979623348299015,standard,265,170386009,False,4,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.00876160804182291,27.4,0.875
RNR,RenaissanceRe Holdings Ltd.,Financial Services,Insurance - Reinsurance,Bermuda,USD,11839621451.813995,-12.766569299999999,-5.312556499999996,3.62,-1.6676738499999995,1.0217407,-0.724,,0.09693251500000002,0.03633,-0.008785009999999954,-0.10132000500000007,0.005869999999999986,-0.427,0.8759999999999999,0.726,-54.662000000000006,-0.3759999999999999,1.195,1706861312.0,30354900992.0,2332781056.0,-8389374976.0,0.59,0.0271,1.64,0.75,0.41,1781481600.0,0.228,318.20001220703125,230.70069776646616,277.7099914550781,328.06668,2.76471,15.0,3.42,0.0394,0.02258,0.97928,False,False,,0.5,347069.0,402830.0,0.89,-7.21,-7.82,,,-11.89,0.2197,31.5,-7.55,,False,-0.07195743008297145,,1.0,US,True,True,,50.108383043933486,19.84251968503937,65.87940487461226,66.69865614883032,84.80243161094225,67.67304860088366,,50.0,45.198675496688736,50.0,50.96591015866938,standard,266,111869916,False,5,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,0.012472731061279774,40.4,0.875
C,Citigroup Inc.,Financial Services,Banks - Diversified,United States,USD,220172922874.94064,-1.4913909999999984,-1.7637764999999952,0.7177,-1.6260890499999996,2.7964149,0.131,,-0.060247494999999984,-0.013169999699999997,-0.04735499999999995,-0.028070005000000037,-0.45206,0.098,0.42800000000000005,0.423,,,,,1046570008576.0,815575007232.0,10340929536.0,1.86,0.2917,2.4,3.42,0.6,1777852800.0,1.124,134.65303238710462,72.65287421301475,129.08999633789062,146.92857,1.59091,21.0,0.04,0.0002,0.00266,0.81577003,False,False,,0.5,12819601.0,9922450.0,1.129879829153615,1.34,16.38,27.2,,-0.04131385643972141,0.2790257672426485,57.28416356122363,0.04762495759554719,0.1773378456799617,True,0.9178740511623259,,0.803,US,True,True,,19.73100506349819,81.89789929395357,72.31597187766502,48.92420270860639,30.243161094224924,67.67304860088366,,50.0,96.68874172185431,50.0,50.94891191301536,standard,267,1280889034,False,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.00908107403665781,28.6,0.75
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,India,INR,3548971876430.75,-9.952583999999998,-2.7494945000000035,1.78,0.0,4.4998655,4.177,-3.145999999999999,0.0857600025,0.09880502249999999,0.16275500999999998,0.229465005,0.18347001000000002,-0.09,-0.76,-0.727,-50.69775,1.9137499999999998,1.659,112810447872.0,237594296320.0,23990599680.0,3294113562624.0,5.72,0.8692,16.0,3.72,8.0,1779840000.0,-0.024,408.62079079284285,277.1000061035156,283.25,351.9091,2.61765,33.0,,,0.27177998,0.5279,False,False,,0.5,21572848.0,24046356.0,0.92,-6.58,-7.22,,,-27.07,0.2411,32.3,-3.84,,False,0.019647431836281808,,0.69,India,True,True,,81.28865740685612,13.779527559055119,17.804298471946097,86.52030175246762,13.069908814589665,67.67304860088366,87.4766355140187,50.0,,50.0,50.92966363036502,standard,268,81733564,False,5,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.0010196476941928267,13.4,0.875
ALLY,Ally Financial Inc.,Financial Services,Credit Services,United States,USD,12889294523.241463,-7.241815999999998,-5.583932099999997,0.4696,-1.8033482099999993,1.6767653,3.55,,-0.04317749499999998,-0.012109999999999996,-0.06930501999999997,-0.15866000500000008,-0.45206,0.136,,,,,,,9518000128.0,21596000256.0,27291295744.0,2.85,0.2913,1.2,3.2,0.3,1777593600.0,1.109,46.702226388083396,33.30152206382991,42.04999923706055,54.01176,1.66667,17.0,3.32,0.0385,0.102299996,0.87491,False,False,,0.804,3527393.0,3204800.0,0.8979083736505572,-4.63,6.51,3.62,,-0.09961467601916973,0.29366122609686646,45.36911397693978,-0.0001992843370559605,0.025149790885333534,False,0.2960060769365257,,1.0,US,True,True,,15.940779190827906,68.43168589166207,87.16647480472027,46.645961722576985,82.82674772036475,67.67304860088366,,50.0,46.35761589403973,90.4,50.92393679039943,standard,269,134761838,False,1,SVAG,-8,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.012058459222316742,38.9,0.75
METSO.HE,Metso Oyj,Industrials,Farm & Heavy Construction Machinery,Finland,EUR,13258096668.130129,1.2702054999999994,-0.30273300000000347,1.3977,0.9923358000000002,2.5110033,2.677,-1.104000000000001,0.021754995,0.007909999500000004,0.015959996000000004,0.02631998499999999,-0.10116000000000003,-0.027999999999999997,-0.001999999999999988,0.051,-2.828000000000003,-0.016999999999999904,0.781,-303967680.0,416000000.0,1552000000.0,14134818816.0,2.57,0.65519994,0.4,2.8,0.2,1792627200.0,1.178,17.67024076681784,9.925441169832201,16.010000228881836,16.92632,2.15789,19.0,,,0.17004,0.44717997,False,False,,0.5,1601228.0,1037973.0,0.1457193320407514,9.06,-8.35,17.93,,-0.09395687132083097,0.3372441614186441,65.0537685405777,0.05443375608226497,0.12715629858123667,True,0.7971016693885844,,0.217,Nordic,True,True,,46.13773955209073,62.03271639015603,29.67064690998501,40.59719449143042,82.52279635258358,67.67304860088366,27.289719626168225,50.0,,50.0,50.88388123987,standard,270,17947384,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.025599069893360138,4.7,0.875
TD.TO,The Toronto-Dominion Bank,Financial Services,Banks - Diversified,Canada,CAD,253308982854.99573,0.7547319999999988,2.6161744999999996,0.91,-0.01722530000000022,4.280314,2.394,,-0.0023124939999999983,-0.010669999999999999,0.022704990000000036,-0.013895000000000046,-0.38794,-0.376,-0.745,-0.618,,,,,637163995136.0,522703994880.0,141684981760.0,2.92,0.5,4.48,4.17,1.08,1783641600.0,0.87,157.75,91.15930506949007,153.3300018310547,155.14285,2.07143,14.0,6.7,,0.00044,0.55127,False,False,,0.5,5445185.0,3729220.0,0.795588010008681,4.78,15.01,33.12,,-0.028019005825326904,0.15073463387908054,65.63919921036049,0.0761275319708552,0.23665035927319256,True,0.6647214413738167,,0.931,Canada,True,True,,31.944846898412656,82.72287919729591,22.832366825752494,75.42351022001617,28.267477203647417,67.67304860088366,,50.0,,50.0,50.86935315783018,standard,271,417414956,False,0,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.009779391810297966,31.2,0.75
IOT,Samsara Inc.,Technology,Software - Infrastructure,United States,USD,14301321430.363876,,22.957033,,9.192445199999998,13.878036,13.36,-526.417,-0.15558000249999998,-0.077750001,-0.11457999599999999,-0.12184499600000002,0.31592,0.14899999999999997,,,-44.949000000000005,-0.06999999999999984,1.267,-532410496.0,833792000.0,72768000.0,21625589760.0,,0.0,,,,,1.284,48.404998779296875,23.3799991607666,38.54999923706055,43.88,1.59091,20.0,7.28,0.1258,0.03898,1.02977,False,False,,0.5,6703677.0,5782470.0,1.78,26.43,33.21,,,-14.75,0.6641,77.5,27.1,,True,1.3112002222125747,,1.0,US,True,True,,26.494368774471365,49.370078740157474,88.11584189332785,24.21480181711595,82.06686930091185,12.076583210603829,25.42056074766355,50.0,13.57615894039735,50.0,50.86029154172413,standard,272,222914214,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.06642695516347885,84.0,0.75
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,India,INR,4919339110523.264,19.170823000000002,20.3863645,3.69,5.201565600000001,7.6306686,7.51,16.737000000000002,0.008390002500000007,0.03025500249999999,0.13371500999999997,0.07830500499999998,0.10499001000000002,0.0029999999999999957,0.181,0.214,-50.97375,0.09774999999999989,0.709,58394588160.0,74950000640.0,14780000256.0,4841361899520.0,2.11,0.9503,44.0,1.58,22.0,1782086400.0,0.402,2728.5509248247226,2022.5,2093.699951171875,2561.1082,,37.0,,,0.62274,0.20839001,False,False,,0.5,2242935.0,3117087.0,0.74,-10.04,-10.45,,,-15.5,0.2312,22.4,-4.93,,False,-0.010119270225018658,,0.584,India,True,True,53.24438477823101,64.43958110482072,14.724409448818898,53.06844462985242,69.97638683224467,11.398176291793312,67.67304860088366,62.80373831775701,50.0,,50.0,50.85716546355404,standard,273,78314939,False,6,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.0009766729781404138,15.0,0.875
UU.L,United Utilities Group PLC,Utilities,Utilities - Regulated Water,United Kingdom,GBp,12314464170174.887,0.9870829999999984,-0.4040700000000026,1.3691,2.9394692499999997,3.759324,7.133,3.6640000000000006,0.178305,0.005829998000000003,0.10783501,0.14050500500000002,0.58536,0.15200000000000002,1.089,1.146,341.868,1.8319999999999999,2.524,-1204968768.0,1794300032.0,11490599936.0,18663284736.0,4.08,0.6113,0.54,4.39,0.3578,1782345600.0,0.593,18788.248277664185,13570.359314136242,16577.009662628174,1516.286,2.30769,14.0,,,0.00044,0.71892,False,False,,0.5,2494938.0,3038052.0,0.07,-6.32,-4.6,,,-8.92,0.2873,40.2,-1.49,,False,0.2472550417614727,,0.5,UK,True,True,31.002426808488668,76.72871056749929,27.244094488188974,71.56080381123347,55.93112702347539,7.446808510638298,67.67304860088366,13.271028037383179,50.0,,50.0,50.83205651497796,standard,274,50361817360,False,5,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,0.00908534973859787,28.7,0.875
EOAN.DE,E.ON SE,Utilities,Utilities - Diversified,Germany,EUR,47100729196.13986,-2.8403550000000024,-0.37904850000000323,0.9559,0.8190930499999998,0.611404,1.192,-1.0959999999999992,0.06503999499999996,0.01629,-0.04748500400000002,-0.021924994999999975,-0.09750999999999999,-0.21100000000000002,3.154,3.216,1.1574999999999989,0.15849999999999986,0.896,-3966876480.0,5426999808.0,43249000448.0,91853070336.0,3.17,0.41979998,0.57,4.26,0.57,1776988800.0,0.822,19.790293074469396,14.16573516708632,18.024999618530273,19.79444,2.16667,18.0,,,0.15,0.47831002,False,False,,0.5,4436001.0,4200275.0,0.14,-1.61,-0.31,,,-8.29,0.2515,39.4,-2.04,,False,0.26375668872937813,,0.305,Europe,True,True,,42.76394181071122,33.188976377952756,50.799836385411076,68.96533834230823,61.55015197568389,67.67304860088366,19.065420560747665,50.0,,50.0,50.828835640032224,standard,275,81766752,False,4,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,VÄNTA,0.0210289154201746,64.0,0.875
TFII.TO,TFI International Inc.,Industrials,Trucking,Canada,CAD,17777660164.96051,13.456747,3.4278419999999983,,0.9988009499999997,2.259091,2.64,5.549999999999999,-0.024980009999999997,-0.007520000500000002,-0.04508,-0.09088000700000001,-0.189,-0.069,-0.273,-0.227,60.0375,-0.2925,0.994,-264097152.0,185814000.0,3180718080.0,20772564992.0,1.18,0.5125,2.55,1.26,0.654,1774915200.0,1.462,218.1300048828125,112.70268782904161,216.30999755859375,198.56909,1.83333,10.0,2.59,,0.06339,0.8047,False,False,,0.5,238795.0,235580.0,1.11,11.81,34.11,,,0.0,0.3729,82.1,20.11,,True,0.9422949327401269,,1.0,Canada,True,True,41.81835080291217,24.622033259250482,92.44094488188976,34.66428641847747,32.79657140027357,79.0273556231003,67.67304860088366,33.45794392523365,50.0,,50.0,50.8198476704085,standard,276,37199566,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.009700091555714607,9.4,0.875
TELIA.ST,Telia Company AB (publ),Communication Services,Telecom Services,Sweden,SEK,194757368135.6419,23.3129765,11.221945499999999,2.6103,0.9519269999999995,2.406908,3.418,-1.6890000000000018,-0.080377495,-0.023244999000000002,-0.024840004000000006,0.0009099899999999994,0.07408000000000003,-0.064,2.1625,2.263,92.6685,-0.5305,0.572,20799282048.0,10220000256.0,89617997824.0,276562149376.0,4.23,1.6949,2.08,6.07,0.52,1784678400.0,0.235,51.380001068115234,31.403522492329554,49.529998779296875,45.12,3.05,19.0,,,0.42033002,0.32563,False,False,,0.5,6893466.0,5692340.0,0.14,3.82,9.61,,,-2.22,0.1776,58.6,3.33,,False,0.48553574107659236,,0.802,Nordic,True,True,,32.09558012330825,54.56692913385827,68.03234741210625,59.860770566571674,32.37082066869301,29.528718703976438,96.07476635514018,50.0,,50.0,50.80762659209889,standard,277,26784451,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.002582800341770053,15.7,0.875
DNB.OL,DNB Bank ASA,Financial Services,Banks - Regional,Norway,NOK,410281190883.51215,-3.0820945,-1.026652499999999,5.22,-0.58117175,4.68866,13.641,,0.005432505000000004,-0.008199999999999999,0.27458498600000003,0.26503498999999997,-0.42635,-0.078,-0.21000000000000002,-0.093,,,,,672902021120.0,1450560978944.0,1193695641600.0,6.3,0.601,18.0,5.86,18.0,1776816000.0,0.336,295.2905671190735,241.61848144381588,285.20001220703125,302.29413,3.0,17.0,,,0.44452998,0.46633998,False,False,,0.5,2108941.0,2241600.0,0.14,1.64,-0.24,,,-3.14,0.1761,56.9,0.77,,True,0.5375147375861679,,0.716,Nordic,True,True,,51.37661763595463,41.811023622047244,27.798599045493425,90.41681771283567,23.860182370820667,67.67304860088366,,50.0,,50.0,50.76147207900318,standard,278,59455304,False,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.010571959428489208,33.9,0.75
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,INR,1734306233140.0,37.528041,27.809977499999995,,6.709334850000001,16.423353,16.14,33.385999999999996,0.013830005000000034,0.02924499999999999,0.11067500699999998,0.08331250250000001,0.20857001000000003,0.017,0.029000000000000012,0.134,-14.947999999999999,3.34725,3.132,-18330412544.0,34140000256.0,70000000.0,1704424636416.0,0.46,0.3101,30.0,1.14,30.0,1784764800.0,0.222,7039.446635250951,5636.5,6533.0,7055.5,2.56667,30.0,,,0.52044,0.29699,False,False,,0.5,316328.0,429056.0,0.93,-1.77,0.91,,,-5.61,0.2196,36.4,1.96,,False,-0.015211361704340948,,0.728,India,True,True,28.833427996075798,66.75877933698763,38.54330708661417,52.009636001535476,89.20028589297675,16.109422492401215,67.67304860088366,34.205607476635514,50.0,,50.0,50.72765943052627,standard,279,33636274,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.03688761964440346,2.7,0.875
AXP,American Express Company,Financial Services,Credit Services,United States,USD,213936638768.64615,2.1236580000000007,3.5130175000000037,1.5423,3.513806550000001,3.109002,3.205,,0.207452505,0.0187,-0.08786500999999997,-0.15639999500000007,0.17552999999999996,0.05500000000000001,0.04299999999999998,0.15,110.614,-0.16399999999999992,1.559,,53866999808.0,60458999808.0,220528640000.0,1.21,0.21290001,3.8,1.1,0.95,1775088000.0,1.084,385.41268814483345,283.18162446520273,313.5400085449219,361.56543,2.27586,24.0,3.64,0.0232,0.22332,0.65321,False,False,,0.5,3376003.0,3014900.0,0.8347783993286614,-2.94,2.31,-13.39,,-0.18648239098164487,0.2587380061398938,52.24429760788651,6.993816677614006e-05,-0.06601853748407371,True,0.48303756367215517,,0.718,US,True,True,,50.394788321609575,51.477951787391895,55.835290983846605,42.69331903085923,30.851063829787233,67.67304860088366,,50.0,66.3907284768212,50.0,50.69880384344077,standard,280,945291772,False,3,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.014643464237451553,49.4,0.875
CCH.L,Coca-Cola HBC AG,Consumer Defensive,Beverages - Non-Alcoholic,Switzerland,GBp,19293387045185.645,1.8317980000000027,4.1156239999999995,1.7369,1.80185765,1.3278952,1.44,2.2720000000000002,0.07545500249999999,0.008455002499999996,0.007109999999999998,-0.049564995,-0.03204000000000001,0.032999999999999995,0.037000000000000005,0.07,-14.207750000000004,0.3172499999999999,0.926,-45631232.0,2671500032.0,3912999936.0,16707613696.0,2.47,0.3977,1.05,2.64,1.2,1778716800.0,0.552,59785.420907541804,41210.01673733124,52936.2513999939,4647.2954,,15.0,,,0.46422002,0.2796,False,False,,0.5,706669.0,821922.0,0.07183125931329265,-1.42,-9.83,11.41,5.42,-0.11456253721354837,0.22881742948453318,45.766578700164864,-0.009639739466161368,0.068036538635456,False,0.3560432067026998,,0.5,UK,True,True,53.43321113233851,46.86512563452766,50.699703847432176,43.91454265859514,71.44066305310616,6.231003039513678,67.67304860088366,40.93457943925234,50.0,,50.0,50.692817343618486,standard,281,43509469623,False,4,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.009650261141359806,30.5,1.0
AXFO.ST,Axfood AB (publ),Consumer Defensive,Grocery Stores,Sweden,SEK,55902132766.81839,2.9750595000000004,5.731557,4.89,5.959328749999999,0.6231635,0.809,0.7259999999999991,0.2101350025,-0.0029449975000000045,-0.023800003999999993,-0.05755500499999999,-0.27868000000000004,-0.014000000000000002,0.126,0.16,168.48175,-0.62575,0.18,3098943360.0,384000000.0,16088000512.0,72600494080.0,3.44,0.78690004,9.0,3.07,4.5,1789603200.0,0.624,334.2624263763428,253.7041939119339,258.8999938964844,295.83334,2.85714,6.0,,,0.51752996,0.27289,False,False,,0.5,339570.0,392698.0,0.71,-8.39,-19.72,,,-22.98,0.2612,21.4,-12.91,,True,0.03085492270210404,,0.478,Nordic,True,True,91.42102545567201,39.462952795965556,4.448818897637795,41.93737151299585,42.74790284945168,56.838905775075986,67.67304860088366,90.46728971962617,50.0,,50.0,50.68589477593264,standard,282,9658603,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.03934226930141449,78.3,0.875
PPL.TO,Pembina Pipeline Corporation,Energy,Oil & Gas Midstream,Canada,CAD,38299125046.95892,3.970914500000003,9.51299875,2.336,0.5498283999999998,5.0380325,7.073,7.196,-0.0016050000000000023,-0.005959998500000001,0.137295004,0.16358750249999998,-0.0006700000000000039,-0.1255,-0.28300000000000003,-0.008,40.01725,-0.3350000000000001,0.67,561087424.0,173000000.0,13916000256.0,53769121792.0,4.35,1.0676999,2.87,5.44,0.71,1781481600.0,0.704,69.0999984741211,46.921280261753466,65.87000274658203,67.11111,2.27778,18.0,5.53,,0.00042,0.58782,False,False,,0.5,2453688.0,2965060.0,0.12,5.09,10.95,,,-2.66,0.1879,61.0,6.06,,False,0.5646134671264175,,0.453,Canada,True,True,58.27799865751019,54.82388537867397,54.25196850393701,16.620832836483387,60.509386767940015,65.50151975683892,29.528718703976438,59.813084112149525,50.0,,50.0,50.681175370211655,standard,283,142575213,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.012384949252009392,40.1,0.875
APPF,"AppFolio, Inc.",Technology,Software - Application,United States,USD,4308383277.730408,6.090541999999999,-0.9282949999999985,7.45,6.9142372,6.369505,6.254,14.891000000000002,0.1777199975,0.12206000999999997,0.04373000400000002,0.05139500499999998,0.18543003000000002,0.06999999999999998,0.162,0.352,-42.208000000000006,1.8100000000000003,2.944,-638825248.0,151652992.0,36979000.0,6225111040.0,,0.0,,,,,0.824,326.0400085449219,142.72999572753906,179.3000030517578,229.25,,8.0,7.73,0.113400005,0.04968,0.91810995,False,False,,0.5,358941.0,394100.0,1.3812582439639847,7.31,-0.72,-21.41,,-0.4500674814359361,0.4310368019694639,69.01734297782713,0.11894798647354299,-0.15873887429216094,True,1.040800811021564,,0.727,US,True,True,16.225125212991166,74.73414072644182,38.03004329255891,65.3392933859762,56.11231911034914,94.22492401215806,12.076583210603829,8.97196261682243,50.0,16.887417218543046,50.0,50.659894205859466,standard,284,70662131,False,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.03559822589159012,76.6,0.875
BLK,"BlackRock, Inc.",Financial Services,Asset Management,United States,USD,158451986560.05615,8.256482000000004,4.764340500000005,1.2954,0.0211493500000004,6.180356,6.51,7.0920000000000005,-0.01774749099999999,0.016890000000000002,-0.0069450199999999684,-0.012469985000000045,0.016849979999999987,0.20900000000000002,0.326,0.465,-43.598,0.43000000000000016,1.596,6265937664.0,13144999936.0,14965000192.0,166899990528.0,2.25,0.5376,22.92,2.34,5.73,1780617600.0,1.456,1207.3095057931305,917.3900146484375,1020.72998046875,1251.25,1.58824,16.0,3.63,0.014199999,0.01918,0.84344,False,False,,0.5,783471.0,716970.0,1.4339371463890078,-4.21,-3.92,-0.83,,-0.1545415855910195,0.2546950013381398,34.6179377283588,-0.011210488094049231,-0.04615082936300008,False,-0.04690018499530888,,0.934,US,True,True,78.98580058863014,43.060213830424,55.08082246176792,79.55021525235905,49.66298899184721,34.954407294832826,67.67304860088366,89.1588785046729,50.0,83.94039735099338,50.0,50.65672636841394,holding,285,731832774,False,4,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.0070340135134756565,23.7,0.875
NOW,"ServiceNow, Inc.",Technology,Software - Application,United States,USD,140113505509.46045,44.16723,4.300198000000002,1.3181,5.378907200000001,10.036785,9.84,28.455000000000002,0.012439997500000008,-0.006789998000000005,0.016910004000000006,-0.008724995,0.31355999999999995,0.087,-0.187,0.02,-29.344,-0.8679999999999999,0.691,4291687680.0,5182000128.0,2431000064.0,137362505728.0,,0.0,,,,,0.819,211.47799682617188,81.23999786376953,135.86000061035156,141.86295,1.4375,44.0,2.11,0.0563,0.0016699999,0.88469005,False,False,,0.5,25856388.0,41499440.0,2.0685578123913286,53.84,24.16,-15.38,,-0.3575690963158492,0.48606546646617765,82.59145944735465,0.38505454366058167,-0.038425668950284986,True,1.2423574629203407,,0.937,US,True,True,64.51386378891928,49.97350446280318,56.239649010663335,51.95840014154341,28.18571769816541,37.8419452887538,12.076583210603829,84.11214953271028,50.0,32.615894039735096,50.0,50.643326038216294,standard,286,5638113944,False,4,NEUTRAL,0,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,0.22881267964839935,91.8,0.875
PSA,Public Storage,Real Estate,REIT - Industrial,United States,USD,51926430115.50757,-0.44966174999999886,5.058386500000004,4.3072,8.32566042,10.6592655,13.604,0.0,0.13345,0.043935001,0.13218500200000005,0.08053001999999995,0.29561994999999996,-0.024999999999999994,0.0925,0.291,15.407499999999995,-0.42200000000000004,0.091,1520894464.0,134608992.0,10032266240.0,66269470720.0,4.06,1.2397,12.0,3.45,3.0,1781481600.0,0.981,313.510009765625,253.95497479415107,295.79998779296875,318.5625,2.42105,16.0,6.92,0.0513,0.101739995,0.87206,False,False,,0.133,1093533.0,853900.0,0.86,-1.91,-2.39,,,-5.24,0.2519,34.5,0.16,,False,0.16757995953373145,,0.863,US,True,True,,77.59952163482737,34.80314960629921,57.58253838764135,53.104190703588515,59.118541033434646,29.528718703976438,75.32710280373833,50.0,37.41721854304636,13.3,50.639368911731914,standard,287,252583610,False,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.01597760245203972,54.3,0.875
