ticker,name,current_price,day_change_pct,week_change_pct,avg_volume,market_cap,ev_to_ebitda,price_to_book,debt_to_equity,current_ratio,total_cash,total_debt,free_cash_flow,operating_cashflow,book_value,gross_margin,operating_margin,revenue_growth,earnings_growth,return_12m,return_6m,shares_change_pct,piotroski_score,insider_pct,insider_net_buy_6m,insider_buy_count,insider_sell_count,insider_signal,sc_insider,sc_fcf,sc_piotroski,sc_growth,sc_balance,sc_valuation,sc_momentum,sc_liquidity,sc_composite,sc_bonus,sc_penalty,sc_total,sc_rank,sc_stars,sector_signal,sector_adjustment,sector,predicted_return,ml_rank
NTEK-B.ST,Novotek AB,54.6,-0.0126582278481011,-0.0370370769058432,6465,578760000,8.405,2.5255563,0.452,1.252,139900000.0,1100000.0,28613500.0,55085000.0,21.619,0.62076,0.0665,0.014,-0.459,-0.3000139184780168,-0.2625946211732159,,6,0.50657004,0,0,0,,53.50877192982456,73.68421052631578,70.0,39.29824561403508,62.719298245614034,43.85964912280701,24.561403508771928,24.561403508771928,53.2578947368421,11.0,0.0,64.2578947368421,11,★★★,NEUTRAL,0,Industri & Verkstad,0.023084595799446106,49.1
SINT.ST,SinterCast AB (publ),107.0,-0.0138248847926267,0.0190476190476189,5370,753527040,27.711,9.901907,6.994,4.276,10500000.0,5700000.0,15412500.0,28600000.0,10.806,0.70444,0.252,-0.077,-0.329,0.100111386177446,0.0096154129954104,,7,0.48555002,0,0,0,,52.10526315789474,61.40350877192983,85.0,18.070175438596493,77.98245614035088,10.526315789473683,64.91228070175438,49.122807017543856,53.22192982456141,11.0,0.0,64.22192982456141,12,★★★,NEUTRAL,0,Industri & Verkstad,0.0019152180757373571,24.6
UPSALE.ST,Upsales Technology AB (publ),25.3,0.0242914979757085,-0.1091549444756702,122785,426010912,11.791,23.232323,12.399,0.792,42822000.0,2638000.0,18551500.0,39736000.0,1.089,0.60078,0.08765,0.155,-0.053,-0.1356396520946742,-0.1891026083847777,,5,0.54107,0,0,0,,55.6140350877193,71.9298245614035,55.0,58.24561403508771,36.31578947368421,24.561403508771928,43.85964912280701,91.2280701754386,53.15526315789474,11.0,0.0,74.15526315789474,13,★★★,STARK UPPTREND,10,Mjukvara & SaaS,-0.0018040057038888335,17.5
ENRO.ST,Eniro Group AB (publ),0.608,0.0201342281879194,0.0723104243693233,1574203,442628320,4.157,1.3541203,10.703,0.941,175000000.0,35000000.0,17437500.0,80000000.0,0.449,0.30021,-0.0042,0.004,,0.6324885897967412,0.5969138945584556,,3,0.69665,0,0,0,,62.631578947368425,70.17543859649122,15.0,55.43859649122807,41.754385964912274,61.40350877192983,91.2280701754386,64.91228070175438,55.79385964912281,8.0,0.0,73.79385964912281,14,★★★,STARK UPPTREND,10,Övrigt,0.004809472244232893,28.1
DEDI.ST,Dedicare AB (publ),44.2,-0.0111856823266219,0.0137615208673571,8880,422668768,8.35,1.3776767,14.179,1.442,116600000.0,43500000.0,9524500.0,17204000.0,32.083,0.14998999,0.016239999,0.034,0.139,0.1089682194291306,0.0566463096788831,,5,0.30025998,0,0,0,,41.578947368421055,64.91228070175438,55.0,74.3859649122807,44.64912280701755,45.614035087719294,70.17543859649122,33.33333333333333,54.60438596491228,8.0,0.0,72.60438596491227,15,★★★,STARK UPPTREND,10,Övrigt,0.0003219973295927048,21.1
SAFETY-B.ST,mySafety Group AB,21.4,0.0094339622641509,0.0142179730633564,40825,481078144,8.013,3.5613248,51.366,1.008,68983000.0,73925000.0,52036376.0,55475000.0,6.009,0.44345,0.028959999,-0.08,,0.8722013690219386,0.2574010316509767,,5,0.43038,0,0,0,,48.59649122807018,91.2280701754386,55.0,33.33333333333333,27.71929824561404,49.122807017543856,92.98245614035088,61.40350877192983,56.58684210526316,6.0,0.0,72.58684210526316,16,★★★,STARK UPPTREND,10,Mjukvara & SaaS,0.025749504566192627,52.6
NIL-B.ST,Nilörngruppen AB (publ),73.9,-0.0013513513513512,-0.0013513307313661,56244,842606912,10.705,2.3374982,19.803,1.781,102036000.0,71586000.0,64277248.0,94730000.0,31.615,0.47035998,0.06588,-0.159,-0.225,0.287282514388403,0.2360323933652888,,7,0.03728,0,0,0,,28.245614035087723,80.7017543859649,85.0,12.63157894736842,52.36842105263158,29.82456140350877,82.45614035087719,98.24561403508773,54.58508771929824,8.0,0.0,72.58508771929824,17,★★★,STARK UPPTREND,10,Mjukvara & SaaS,0.04719807207584381,73.7
NEXAM.ST,Nexam Chemical Holding AB (publ),3.23,-0.0212121212121211,0.0419355220774841,109538,331053504,-86.888,1.6037736,8.137,2.736,37949000.0,16825000.0,99375.0,4498000.0,2.014,0.47015998,-0.1248,-0.11,,-0.0771428516932896,0.1254355915921143,,5,0.27433002,0,0,0,,39.47368421052632,50.877192982456144,55.0,30.175438596491222,68.15789473684211,75.43859649122807,57.89473684210527,28.07017543859649,51.2640350877193,11.0,0.0,62.2640350877193,18,★★★,NEUTRAL,0,Material & Skog,0.02015337161719799,42.1
MOB.ST,Moberg Pharma AB (publ),10.02,-0.0176470588235293,-0.0079207842261895,112682,470946304,-21.573,0.51316196,1.869,2.092,19286000.0,7395000.0,,-29925000.0,19.526,0.0,0.0,,,0.2788768869149189,0.1691949608604035,,4,0.12066,0,0,0,,30.35087719298246,50.877192982456144,40.0,51.22807017543859,72.89473684210526,94.73684210526316,78.94736842105263,70.17543859649122,56.99298245614035,5.0,0.0,61.99298245614035,19,★★★,NEUTRAL,0,MedTech & Life Science,0.06329698115587234,80.7
BEGR.ST,BE Group AB (publ),28.2,0.0217391304347825,0.0522388643930595,7855,549189568,-13.449,0.5638534,71.253,1.664,48000000.0,694000000.0,42875000.0,25000000.0,50.013,0.1075,0.00196,-0.075,,-0.2851710971465582,0.03107862411752,,6,0.53608,0,0,0,,54.91228070175438,82.45614035087719,70.0,36.49122807017544,35.70175438596491,91.2280701754386,42.10526315789473,8.771929824561402,57.780701754385966,3.0,0.0,60.780701754385966,20,★★★,NEUTRAL,0,Tjänster & Konsult,0.009042845107614994,33.3
BPCINS.ST,BPC Instruments AB,16.15,-0.0212121212121212,0.003105542600986,14358,179334448,15.01,1.9038076,,10.271,69401000.0,0.0,4838625.0,7479000.0,8.483,0.72040004,-0.04262,0.043,,-0.6012345773202401,-0.4562289830415518,,5,0.76321,0,0,0,,64.73684210526316,66.66666666666666,55.0,62.80701754385965,53.85964912280701,17.543859649122805,3.508771929824561,12.280701754385964,48.23245614035088,11.0,0.0,59.23245614035088,21,★★★,NEUTRAL,0,Tjänster & Konsult,0.12730498611927032,91.2
IMMU.ST,Mendus AB (publ),5.31,-0.0667838312829526,-0.0432432864337513,34199,325414944,-3.082,0.55677885,3.304,1.525,74128000.0,18671000.0,-22600124.0,-87095000.0,9.537,0.0,0.0,,,0.0037807147581732,0.0651955467523754,,4,0.6721,0,0,0,,59.82456140350878,23.684210526315788,40.0,51.22807017543859,57.01754385964912,92.98245614035088,61.40350877192983,3.508771929824561,50.91929824561404,8.0,0.0,58.91929824561404,22,★★★,NEUTRAL,0,MedTech & Life Science,0.005869771353900433,29.8
HARVIA.HE,Harvia Oyj,40.4,-0.0122249388753056,0.0266836872293236,38517,754965312,17.825,5.3895416,72.83,3.814,53449000.0,102811000.0,13699875.0,36384000.0,7.496,0.63401,0.21995,0.127,0.117,-0.0206078350500209,0.0110450464452145,,7,0.15758,0,0,0,,32.45614035087719,59.64912280701754,85.0,83.15789473684211,52.10526315789474,14.035087719298245,56.14035087719298,78.94736842105263,55.883333333333326,3.0,0.0,68.88333333333333,23,★★★,STARK UPPTREND,10,Övrigt,0.02817525528371334,56.1
NAXS.ST,NAXS AB (publ),37.5,0.0302197802197802,0.0302197370332262,5084,409736512,,0.7796582,,57.134,61672000.0,0.0,-78538248.0,-20328000.0,48.098,0.0,1.50849,,,-0.0785346203328107,0.0808863743268375,,5,0.56775004,0,0,0,,57.01754385964912,23.684210526315788,55.0,51.22807017543859,53.85964912280701,85.96491228070175,54.38596491228071,3.508771929824561,50.81140350877194,8.0,0.0,58.81140350877194,24,★★★,NEUTRAL,0,Investmentbolag & Förvärvsbyggare,-0.005511702038347721,14.0
ASTOR.ST,Scandinavian Astor Group AB (publ),11.08,-0.1234177215189873,-0.0327272415161132,434814,689649472,17.103,0.89434177,24.583,2.181,248674000.0,189568992.0,-93461504.0,65888000.0,12.389,0.68677,0.08015,0.741,6.666,-0.1987951387599749,-0.2244897859883975,,7,0.0,0,0,0,,26.842105263157897,23.684210526315788,85.0,98.24561403508773,55.35087719298246,15.789473684210526,35.08771929824561,98.24561403508773,50.74999999999999,8.0,0.0,58.74999999999999,25,★★★,NEUTRAL,0,Försvar & Rymd,-0.010512281209230423,10.5
PRFO.ST,Profoto Holding AB (publ),9.28,-0.0413223140495868,-0.0148620320794979,38043,371200000,-6.52,1.0666666,66.482,1.768,73000000.0,240000000.0,-4125000.0,116000000.0,8.7,0.46026,0.11184,-0.073,3.0,-0.6054581295504483,-0.0990291688228501,,7,0.72379,0,0,0,,64.73684210526316,23.684210526315788,85.0,57.19298245614035,39.03508771929825,80.7017543859649,12.280701754385964,26.31578947368421,52.41666666666667,6.0,0.0,68.41666666666667,26,★★★,STARK UPPTREND,10,Mjukvara & SaaS,0.02080664597451687,45.6
ACTI.ST,Active Biotech AB (publ),0.0604,-0.038216560509554,-0.1051851954872221,31277066,159218448,-2.838,2.8761907,3.12,4.67,65099000.0,1735000.0,-7028000.0,-32399000.0,0.021,0.0,0.0,,,-0.2468827867623437,-0.0707691704592033,,4,0.39591998,0,0,0,,45.08771929824562,23.684210526315788,40.0,51.22807017543859,83.24561403508773,64.91228070175438,40.35087719298245,82.45614035087719,50.09824561403509,8.0,0.0,58.09824561403509,27,★★★,NEUTRAL,0,MedTech & Life Science,0.004520479589700699,26.3
FNM.ST,Ferronordic AB (publ),57.0,0.0877862595419847,0.1046511954566657,8867,828348736,5.741,0.63426363,153.476,0.932,117000000.0,2075000064.0,314750016.0,369000000.0,89.868,0.17692,0.03191,-0.065,,0.2127659574468086,0.2527472527472527,,4,0.70635,0,0,0,,63.33333333333333,98.24561403508773,40.0,40.70175438596491,3.5087719298245617,57.89473684210527,77.19298245614034,42.10526315789473,54.83157894736841,3.0,0.0,57.83157894736841,28,★★★,NEUTRAL,0,Industri & Verkstad,0.06837203353643417,84.2
QLIRO.ST,Qliro AB (publ),18.75,-0.0026595744680851,-0.0284973709223997,54758,641074048,,1.0122004,,,64900000.0,66700000.0,,90300000.0,18.524,0.0,0.00209,0.281,,-0.0979071379529253,0.0744985203566008,,5,0.39953998,0,0,0,,45.789473684210535,50.877192982456144,55.0,75.43859649122807,14.3859649122807,82.45614035087719,52.63157894736842,68.42105263157895,54.21842105263157,3.0,0.0,57.21842105263157,29,★★★,NEUTRAL,0,Fintech & Finans,0.026020487770438194,54.4
ENZY.ST,Enzymatica AB (publ),2.7,-0.0109890109890109,-0.0217391097778483,117125,655384768,-14.328,5.9080963,0.596,3.047,26056000.0,661000.0,-22209500.0,-39189000.0,0.457,0.58611,-1.18636,-0.068,,-0.1290322158884914,0.4673913036436123,,3,0.69398004,0,0,0,,61.92982456140351,23.684210526315788,15.0,39.64912280701754,82.10526315789474,56.14035087719298,66.66666666666666,19.29824561403509,45.89561403508772,11.0,0.0,56.89561403508772,30,★★★,NEUTRAL,0,MedTech & Life Science,0.02351437695324421,50.9
G5EN.ST,G5 Entertainment AB (publ),67.9,-0.001470588235294,-0.0436619503397337,34054,524985824,81.965,1.1512377,0.216,3.367,27013000.0,107000.0,4251102.0,16075782.0,58.98,0.71312,0.0403,-0.109,-0.297,-0.4513597630902961,-0.2257696249869726,,6,0.28913,0,0,0,,40.17543859649123,56.14035087719298,70.0,15.087719298245611,87.19298245614036,3.508771929824561,17.543859649122805,85.96491228070175,45.43684210526316,11.0,0.0,66.43684210526317,31,★★★,STARK UPPTREND,10,Gaming & Underhållning,0.057015419006347656,78.9
ORX.ST,Orexo AB (publ),19.88,-0.0302439024390244,-0.0533333732968285,48429,698325824,-1.124,1.9146681,1.919,2.025,386200000.0,7000000.0,-150000.0,755500032.0,10.383,0.42134997,-15.14,-0.621,,0.3360214387010136,-0.2582089654213341,,5,0.18888001,0,0,0,,34.56140350877193,23.684210526315788,55.0,21.75438596491228,71.14035087719299,73.68421052631578,73.68421052631578,66.66666666666666,48.43245614035088,8.0,0.0,56.43245614035088,32,★★★,NEUTRAL,0,MedTech & Life Science,0.0402386337518692,66.7
SEDANA.ST,Sedana Medical AB (publ),9.07,-0.0361317747077576,-0.0668724850151964,141259,900986176,-30.118,1.0034297,0.842,2.885,80682000.0,7564000.0,-53069876.0,-16099000.0,9.039,0.71283996,-0.09891,-0.071,,-0.1142578225044419,-0.0930000305175781,,3,0.24686001,0,0,0,,37.368421052631575,23.684210526315788,15.0,38.59649122807018,79.56140350877193,84.21052631578947,45.614035087719294,77.19298245614034,45.40087719298245,11.0,0.0,56.40087719298245,33,★★★,NEUTRAL,0,MedTech & Life Science,0.020093640312552452,40.4
ANGL.ST,Angler Gaming plc,4.65,0.0130718954248367,0.0592255664668113,150683,348680224,44.703,22.794119,,4.771,1097000.0,0.0,-1180259.0,1382582.0,0.204,0.49853,0.35016,0.016,0.859,0.2153179742741731,0.4903847006180848,,7,0.0,0,0,0,,26.842105263157897,23.684210526315788,85.0,76.84210526315789,48.33333333333333,7.017543859649122,84.21052631578947,56.14035087719298,48.38859649122808,8.0,0.0,66.38859649122807,34,★★★,STARK UPPTREND,10,Gaming & Underhållning,0.0859752893447876,87.7
FING-B.ST,Fingerprint Cards AB (publ),12.7,-0.0170278637770898,-0.0756914104204815,27036,96339496,-8.532,0.3557622,3.537,1.921,18200000.0,7000000.0,4825000.0,-32200000.0,35.698,0.62104,-0.80423,0.038,,-0.6350574687444197,-0.3395735771406988,,3,0.012560001,0,0,0,,26.842105263157897,75.43859649122807,15.0,61.2280701754386,65.52631578947368,98.24561403508773,3.508771929824561,21.052631578947366,48.13245614035088,8.0,0.0,61.13245614035088,35,★★★,UPPTREND,5,Konsument & Livsstil,0.03715549409389496,64.9
GARO.ST,Garo Aktiebolag (publ),13.82,-0.0226308345120226,-0.015669534731236,84849,691000000,19.557,1.3052511,52.907,1.576,16900000.0,272100000.0,88012496.0,49900000.0,10.588,0.45486,-0.05365,-0.064,,-0.27870564692667,-0.1644498833219323,,5,0.46675,0,0,0,,50.70175438596492,94.73684210526316,55.0,41.754385964912274,35.43859649122807,12.280701754385964,29.82456140350877,71.9298245614035,49.969298245614034,6.0,0.0,55.969298245614034,36,★★★,NEUTRAL,0,Industri & Verkstad,0.022466478869318962,47.4
CX.ST,CombinedX AB (publ),38.1,0.0052770448548813,-0.0103896500228287,15107,742138432,8.796,1.4663998,29.362,1.55,62700000.0,148600000.0,-21137500.0,101000000.0,25.982,0.19843,0.078049995,0.08,-0.199,0.0961870741344508,0.1419891084567019,,7,0.55732,0,0,0,,56.315789473684205,23.684210526315788,85.0,50.175438596491226,42.36842105263158,36.84210526315789,71.9298245614035,52.63157894736842,51.809649122807016,3.0,0.0,64.80964912280702,37,★★★,STARK UPPTREND,10,Mjukvara & SaaS,0.007017003837972879,31.6
SEZI.ST,Senzime AB (publ),4.705,-0.0514112903225806,0.0443950730709263,253897,739696768,-6.316,2.429014,7.686,3.76,55353000.0,21789000.0,-65521124.0,-99827000.0,1.937,0.32738,-1.11419,-0.011,,-0.0683168819798807,-0.0701581073296374,,3,0.47079,0,0,0,,51.40350877192982,23.684210526315788,15.0,44.91228070175438,75.43859649122807,68.42105263157895,49.122807017543856,73.68421052631578,46.499122807017535,8.0,0.0,54.499122807017535,38,★★★,NEUTRAL,0,MedTech & Life Science,0.0002465432044118643,19.3
GOFORE.HE,Gofore Oyj,10.9,0.0018382352941176,-0.0232975118670926,20776,176983824,10.658,1.5257558,47.79,1.257,35609000.0,55882000.0,19912750.0,22028000.0,7.144,0.20959999,0.04222,0.297,-0.636,-0.2826740871971748,-0.1247511687173159,,5,0.45009997,0,0,0,,49.298245614035096,92.98245614035088,55.0,58.24561403508771,34.3859649122807,31.57894736842105,33.33333333333333,10.526315789473683,51.01491228070176,3.0,0.0,64.01491228070176,39,★★★,STARK UPPTREND,10,Övrigt,0.04470711946487427,70.2
PRIC-B.ST,Pricer AB (publ),3.71,0.0,-0.0313315634332873,532983,606230144,6.719,0.5583145,31.817,2.188,341000000.0,345500000.0,13412500.0,96300000.0,6.645,0.22636,0.02194,-0.077,,-0.3785594357570533,-0.061946874914097,,6,0.21416001,0,0,0,,35.26315789473685,63.1578947368421,70.0,34.91228070175438,53.245614035087726,52.63157894736842,26.31578947368421,84.21052631578947,50.775438596491234,3.0,0.0,63.775438596491234,40,★★★,STARK UPPTREND,10,Mjukvara & SaaS,-0.005032906774431467,15.8
BUSER.ST,Bambuser AB (publ),27.2,0.0225563909774435,-0.0215826795175313,25883,219013040,-0.763,2.0341012,,2.571,103135000.0,0.0,-43463500.0,-84036000.0,13.372,0.85177004,-1.53043,-0.149,,0.8409476456991707,1.1109817834516158,,3,0.37956002,0,0,0,,43.6842105263158,23.684210526315788,15.0,29.12280701754386,36.49122807017544,71.9298245614035,98.24561403508773,57.89473684210527,42.435964912280696,11.0,0.0,63.435964912280696,41,★★★,STARK UPPTREND,10,Mjukvara & SaaS,0.251729816198349,98.2
XBRANE.ST,Xbrane Biopharma AB (publ),9.98,-0.0449760765550238,-0.1009009730398857,57587,205641360,-3.497,0.36679038,10.338,3.032,66747000.0,56877000.0,-246009872.0,-190548992.0,27.209,0.56807,-0.52097,-0.814,,-0.5828631197288814,0.1405713762555802,,3,0.41039002,0,0,0,,47.19298245614036,23.684210526315788,15.0,21.75438596491228,68.7719298245614,98.24561403508773,22.807017543859647,50.877192982456144,42.00087719298246,11.0,0.0,53.00087719298246,42,★★★,NEUTRAL,0,MedTech & Life Science,-0.05060300603508949,7.0
W5.ST,W5 Solutions AB (publ),48.9,-0.0081135902636916,-0.0335967786463795,56432,858648448,12.743,1.8170333,26.438,1.788,13759000.0,125260000.0,-63674376.0,-39155000.0,26.912,0.67225,0.0058399998,0.529,,-0.3599476367900981,-0.0060975453741562,,4,0.63558996,0,0,0,,59.12280701754386,23.684210526315788,40.0,78.59649122807016,51.2280701754386,21.052631578947366,31.57894736842105,89.47368421052632,46.63859649122807,6.0,0.0,52.63859649122807,43,★★★,NEUTRAL,0,Försvar & Rymd,0.05168259143829346,77.2
DMYD-B.ST,Diamyd Medical AB (publ),1.116,-0.0017889087656529,0.0127042270402584,3362144,153449712,0.184,0.9036438,,4.825,190728000.0,0.0,-103584248.0,-162652992.0,1.235,0.0,-656.80804,0.151,,-0.8895049490973992,-0.8806417100817957,,3,0.22963,0,0,0,,36.66666666666667,23.684210526315788,15.0,71.22807017543859,49.122807017543856,98.24561403508773,3.508771929824561,92.98245614035088,44.54824561403509,8.0,0.0,52.54824561403509,44,★★★,NEUTRAL,0,MedTech & Life Science,0.5563097596168518,100.0
INTEG-B.ST,Integrum AB (publ),7.82,-0.0113780025284449,-0.0224999785423278,44156,208543056,-4.5,1.1426067,1.971,4.397,30172000.0,3598000.0,-21654630.0,-39082152.0,6.844,0.67779,-0.438,-0.171,,-0.4737550233961473,-0.1243001226854442,,3,0.45463002,0,0,0,,50.0,23.684210526315788,15.0,27.017543859649123,83.59649122807016,78.94736842105263,21.052631578947366,22.807017543859647,41.09210526315788,11.0,0.0,52.09210526315788,45,★★★,NEUTRAL,0,MedTech & Life Science,-0.07175301760435104,3.5
MNTC.ST,Mentice AB (publ),14.45,0.032142857142857,-0.0302013302540959,14802,406416864,-19.665,3.2699704,12.53,0.988,56218000.0,15457000.0,-7841875.0,9463000.0,4.419,0.88751,-0.31089002,0.145,,-0.2916666627709382,-0.0430463944227611,,3,0.50958997,0,0,0,,54.21052631578948,23.684210526315788,15.0,70.17543859649122,37.71929824561404,63.1578947368421,38.59649122807017,7.017543859649122,40.85,11.0,0.0,51.85,46,★★★,NEUTRAL,0,MedTech & Life Science,0.028706606477499008,57.9
IMPC.ST,Impact Coatings AB (publ),3.53,0.044378698224852,0.1423948444797109,129526,371424288,-9.946,2.404632,,3.067,14500000.0,0.0,-27250000.0,-51000000.0,1.468,0.6835,-0.96774,0.088,,0.1387097032211581,1.3223684313719954,,3,0.16121,0,0,0,,33.15789473684211,23.684210526315788,15.0,65.96491228070175,40.43859649122807,70.17543859649122,87.71929824561403,36.84210526315789,43.593859649122805,8.0,0.0,51.593859649122805,47,★★★,NEUTRAL,0,MedTech & Life Science,0.13920587301254272,93.0
FREETR.ST,,32.2,0.0,-0.056910569105691,15928,306906752,9.573,5.478054,90.68,1.104,34652640.0,51582696.0,,38186308.0,5.878,0.67663,0.02595,0.215,,-0.2731829851888409,-0.2564102564102564,,5,0.29700002,0,0,0,,40.87719298245614,50.877192982456144,55.0,73.33333333333333,22.71929824561404,33.33333333333333,28.07017543859649,43.85964912280701,44.72719298245614,6.0,0.0,50.72719298245614,48,★★★,NEUTRAL,0,Tjänster & Konsult,0.029989046975970268,59.6
SPEC.ST,SpectraCure AB (publ),0.162,0.157142857142857,0.7570498287861493,1608202,66366160,-3.116,0.65587044,2.981,7.019,13525000.0,2789000.0,,-12451664.0,0.247,6.18849,-9.1659,-0.433,,-0.8021978029975532,-0.0061349816638014,,3,0.14826,0,0,0,,31.754385964912284,50.877192982456144,15.0,23.859649122807017,87.36842105263158,89.47368421052632,7.017543859649122,15.789473684210526,41.85,8.0,0.0,59.85,49,★★,STARK UPPTREND,10,Övrigt,-0.08840543776750565,1.8
