ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Singapore,USD,191741874118.04004,44.99906825,10.438322999999999,0.5863,396.824615725,17.415247,17.535,35.703,17.734930005,0.18329,0.10827999999999999,0.21849,-0.03763,0.307,0.871,1.2,331.481,-0.353,0.772,793562496.0,1146000000.0,4177999872.0,193059340288.0,0.35,0.277,2.96,3.02,0.74,1782259200.0,2.083,966.7999877929688,123.04413662735939,847.469970703125,856.7727,1.54167,22.0,2.04,0.0476,0.00241,0.88253,False,False,,0.586,3917273.0,3183970.0,1.0445575844732706,7.76,140.63,229.06,,-0.12342782229678428,0.6362400899233137,57.132667235515456,0.27252940993050334,1.1962183677289104,False,0.5437281013620288,,0.969,US,True,True,40.78072485893715,82.7141636448759,86.21958121109225,88.96625735031178,11.727164123115262,28.971962616822427,66.98584512905911,52.35235235235235,50.0,45.05703422053232,58.599999999999994,71.41099445812381,standard,19,2698318963,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,11.5,0.0030163126066327095,69.1
NVDA,NVIDIA Corporation,Technology,Semiconductors,United States,USD,4967727247833.252,-4.178505749999998,-5.288106000000001,0.6319,25.725075725,19.597254,19.421,10.507,0.9981100049999998,0.46392,0.52195,0.5177700000000001,0.28810995,0.718,1.933,2.106,-43.517,1.7619999999999996,2.139,45519435520.0,53171998720.0,12814000128.0,4923062222848.0,0.49,0.0061000003,1.0,0.05,0.25,1780531200.0,2.202,236.26463268418732,140.6626531024409,205.10000610351562,298.42374,1.29032,59.0,1.92,0.0128,0.039839998,0.7086,False,False,,0.473,166389520.0,191099500.0,1.229272456439114,-1.2,15.48,14.35,,-0.13190559342975872,0.3484507208023125,34.33373067510411,0.009250950081741038,0.0889613016446098,False,-0.02412171344140139,,0.889,US,True,True,52.23424541860296,96.0757935260304,65.36502546689304,90.35742820040839,43.77293465910574,9.685641461342396,66.98584512905911,58.65865865865866,50.0,89.44866920152091,47.3,78.90079519857039,standard,4,39194508616,False,7,STARK,8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,14.9,0.0008408408029936254,66.4
2881.TW,"Fubon Financial Holding Co., Ltd.",Financial Services,Insurance - Life,Taiwan,TWD,1612555184790.0,5.0540629999999975,2.623188,1.36,0.7198853500000001,1.5408765,1.132,-5.840999999999999,0.0732225,0.019969999999999998,-0.1000325,0.29689502500000003,0.137065,7.827,,,57.5445,-0.4870000000000003,1.007,1155170764800.0,1336526110720.0,836762796032.0,1184689291264.0,3.51,0.4954,4.15,3.8,4.146341,1751328000.0,0.68,119.0,77.5903690252046,118.0,105.975,2.0,10.0,,,0.40671003,0.24134001,False,False,,0.5,33497465.0,79163384.0,1.0239906602964834,24.87,30.39,28.26,,-0.008403361344537785,0.21195069889943285,89.86015795519357,0.24939119174627944,0.2886663177811293,True,0.9497799213976121,,1.0,Asia,True,True,,65.05604250812897,88.72382569326543,97.35310408139287,52.09735423673926,15.293118096856414,66.98584512905911,99.04904904904906,50.0,,50.0,70.74070445710292,standard,20,295750487,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,9.9,0.02669479511678219,84.1
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,USD,3826853675.8615723,-9.028165999999999,-5.61219,,0.31962279999999976,6.410591,5.149,-3.493999999999998,0.12107501500000004,0.10146,0.24812999500000005,0.29694750999999997,0.38702005,-0.026000000000000002,-0.0010000000000000009,0.123,-58.719500000000004,5.0785,6.701,-644627632.0,755859008.0,2681000.0,3073675520.0,,0.0,,,,,0.74,32.560001373291016,19.049999237060547,31.270000457763672,32.6,2.66667,5.0,2.28,0.07,0.05573,0.8944,False,False,,0.43,2081569.0,2178950.0,0.5891177447950381,2.46,29.0,35.37,,-0.039619191066298076,0.33643213622737517,60.97553033122441,0.09811772541262886,0.30615486018919613,False,0.6407650158706022,,1.0,US,True,True,,91.71005556223611,86.29032258064517,58.66031627157362,65.88993406196668,91.3338997451147,11.823480432972524,5.605605605605605,50.0,30.798479087452474,43.0,70.5007280142352,standard,22,68135767,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,1.3,-0.0088374437764287,53.1
6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,Japan,JPY,14745123650270.0,13.674423,15.735800999999997,2.8258,7.490569000000001,3.9880238,3.858,12.630999999999998,0.17914750499999998,0.099745012,0.062569995,0.029670003999999972,0.29546999999999995,0.054000000000000006,0.5085,0.522,-28.677,0.2660000000000001,1.559,369738309632.0,725499969536.0,186199998464.0,14264779669504.0,0.25,0.0719,26.0,0.37,13.0,1790640000.0,0.912,11390.0,6028.418262645158,10595.0,11068.75,1.625,16.0,,,0.03449,0.53706,False,False,,0.5,6468768.0,6848030.0,0.41351354943316987,41.74,56.48,32.1,,-0.0697980684811238,0.4765464569478116,74.55818606202067,0.30823016853954077,0.3231717701489192,True,0.7260722045433182,,0.943,Japan,True,True,64.48610621794978,80.9470002560683,84.57838143746464,77.8826625426053,41.76692857613241,5.352591333899745,66.98584512905911,77.67767767767768,50.0,,50.0,70.27136208933888,standard,23,452639088,False,6,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,VÄNTA,7.1,-0.05035867914557457,4.7
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,United States,USD,379273171353.4241,21.803830249999997,16.724955,1.7659,29.866475725000004,17.492662,17.446,28.962,0.522850005,0.16443000000000002,0.20167998000000004,0.21223997999999997,0.04644999999999999,0.10399999999999998,0.19599999999999998,0.372,-14.790000000000006,0.857,1.695,3535904000.0,4750936064.0,3734479104.0,378256719872.0,0.34,0.1909,1.04,0.99,0.26,1781654400.0,1.868,346.19000244140625,85.2354824227276,303.2799987792969,316.1875,1.52778,32.0,3.46,0.0294,0.0027599998,0.88134,False,False,,0.414,9726787.0,8873180.0,1.482790088866169,2.06,52.15,90.07,,-0.12394928611311362,0.5121832787334348,56.94714914825818,0.11072615726554091,0.5298521611161244,True,0.4635710905775309,,0.931,US,True,True,46.45259784924589,86.88634300037627,83.22014714204867,76.64884523848288,33.19819573369136,22.344944774851317,66.98584512905911,58.85885885885885,50.0,65.39923954372624,41.4,69.75641412261967,standard,28,2691058020,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,10.1,0.05639193579554558,92.5
6674.T,GS Yuasa Corporation,Consumer Cyclical,Auto Parts,Japan,JPY,730325836240.0,1.756620999999999,4.939347500000002,2.3,0.06279750000000006,1.1992313,1.388,-2.1285000000000007,0.00895501,0.0014800009999999947,0.03618499749999999,0.090314999,-0.04176000000000002,0.074,0.531,0.646,-19.265499999999992,-0.007999999999999896,0.845,-34365312768.0,36747001856.0,102348996608.0,845361840128.0,1.35,0.2709,98.0,2.2,68.0,1790640000.0,0.696,7600.0,2416.4245759413525,7280.0,6600.0,1.55556,9.0,,,0.08139,0.45183,False,False,,0.5,1188915.0,917780.0,0.9047713415336686,12.09,45.03,82.04,,-0.04210526315789476,0.3856668291526649,67.73618538324422,0.16367483189558873,0.6276180667961238,True,0.9761123806849343,,0.783,Japan,True,True,,58.76165436802653,91.45444255800794,75.41374537201818,47.20020456726672,18.26677994902294,66.98584512905911,24.724724724724727,50.0,,50.0,69.36708851234545,standard,29,41682658,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,13.8,-0.02768067456781864,18.7
BESI.AS,BE Semiconductor Industries N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,EUR,21498870182.111816,112.65441124999998,26.264879,2.3373,42.391716224999996,34.0137,33.88,85.55000000000001,0.177145,0.05259,0.172609996,0.23575999000000003,0.25711,0.14899999999999997,0.42300000000000004,0.637,69.95400000000001,3.1775,4.008,-409495824.0,611438016.0,519112992.0,21414064128.0,0.58,1.1414,1.58,2.74,1.58,1777248000.0,1.365,292.8999938964844,104.73968512608042,271.3999938964844,252.54546,2.08696,22.0,,,0.108909994,0.6346,False,False,,0.5,493505.0,392785.0,0.7864039152041893,6.56,44.77,100.89,127.02,-0.07340389364295596,0.49601245218549644,59.1334831219765,0.12945791421509312,0.596052616968231,False,0.48804455187186163,,0.481,Europe,True,True,25.345457189032608,87.30363960213158,89.96102085637295,65.37729327166475,40.94259805167018,68.56414613423959,28.642797668609493,33.733733733733736,50.0,,50.0,69.33550488928502,standard,31,122883971,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,10.5,0.011337709613144398,75.3
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,19414958350905.0,21.919909249999996,86.49792400000001,2.1208,20.078607225000003,17.20254,16.922,20.371,0.473235005,0.258610001,0.27474,0.401599994,0.34699995999999994,0.27799999999999997,1.9920000000000002,2.171,-10.513499999999997,0.48950000000000005,1.722,208784318464.0,339966001152.0,20192000000.0,19098656309248.0,0.22,0.1149,60.0,0.82,30.0,1774828800.0,1.199,32400.0,7489.7444940560135,26765.0,32845.0,1.75,20.0,,,0.00279,0.65973,False,False,,0.5,9763473.0,8467830.0,0.8509100419653578,-9.93,4.18,37.73,,-0.17391975308641971,0.6649130797499129,52.69382391590013,0.023012277346245336,0.26920134398325923,False,0.45269525654200754,,1.0,Japan,True,True,50.45414129213012,95.47422746624822,62.06847764572722,93.31143643333975,33.490238515018554,4.7578589634664405,66.98584512905911,61.86186186186187,50.0,,50.0,69.24583078426197,standard,32,1413919935,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,1.6,0.05245485529303551,91.5
AFL,Aflac Incorporated,Financial Services,Insurance - Life,United States,USD,60182373961.65094,-4.064275000000002,3.6734610000000005,1.18,-0.62455475,3.32279,3.665,2.7360000000000007,0.027952505000000016,0.011289999999999998,0.003787515000000019,-0.07474496500000002,0.047159959999999945,0.21800000000000003,38.465,34.138,-18.957,-0.7895000000000001,0.814,4106687744.0,8270000128.0,14464000000.0,66376376320.0,2.06,0.26860002,2.44,2.17,0.61,1779235200.0,0.61,119.1927847439948,94.92501041339828,118.23999786376953,112.42857,3.07143,14.0,3.87,0.0219,0.10896,0.59832,False,False,,0.783,2412184.0,3088480.0,0.8349506808833513,4.81,6.8,9.58,,-0.007993662387129397,0.1691435015835682,56.679411522741084,0.042535730767017776,0.07528707637153431,False,0.8408223311420517,,0.621,US,True,True,87.66682884001318,52.617421696370286,72.82116581777024,84.47288719640758,56.1420458977575,48.85301614273577,66.98584512905911,93.7937937937938,50.0,76.99619771863118,78.3,69.03383656949575,standard,33,365181869,False,6,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,8.2,-0.021354254335165024,28.5
MYCR.ST,Mycronic AB (publ),Industrials,Specialty Industrial Machinery,Sweden,SEK,58581042600.0,8.218564000000004,-0.38451200000000085,0.42,3.7207805,7.0588074,6.779,4.770999999999999,0.067775005,0.070364999,0.13365999,0.26696000000000003,0.10491996999999997,0.10600000000000001,0.08,0.153,-52.028499999999994,0.8112500000000001,1.592,628032384.0,2721999872.0,401000000.0,56260001792.0,1.08,0.3247,3.25,1.36,3.25,1778112000.0,0.718,315.0,172.10615932907666,300.0,260.25,3.25,4.0,,,0.002,0.83822,False,False,,0.5,279986.0,299443.0,0.7640094021584051,1.57,46.63,38.49,,-0.04761904761904767,0.35919929512237164,53.94735521227769,0.10118214811588566,0.33594995597838384,False,0.44323733219566475,,0.267,Nordic,True,True,61.89340178166993,81.46535396850766,87.77589134125635,50.82171871379873,57.265391045087746,49.1928632115548,66.98584512905911,62.16216216216216,50.0,,50.0,68.84250426111679,standard,34,9495977,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,OK,5.3,0.029751870781183243,85.5
CSX,CSX Corporation,Industrials,Railroads,United States,USD,87313947962.26437,-2.716836499999996,2.3204840000000004,2.1433,2.0805494999999996,6.170161,7.465,-1.1020000000000003,0.083954995,0.015674999,0.11107,0.22492001,0.014820029999999984,-0.046,0.193,0.249,67.1665,-0.41925,0.775,313437440.0,1108999936.0,19428999168.0,105639944192.0,1.19,0.3252,0.56,1.31,0.14,1780012800.0,1.222,47.25,31.396510299924657,46.9900016784668,46.15909,2.0,22.0,2.63,0.0182,0.00233,0.82019997,False,False,,0.738,13000001.0,13952790.0,1.029771968961549,3.36,17.98,31.54,,-0.005502609979538664,0.22285244027097445,60.938571902358355,0.06634794341567218,0.2288886555882781,False,0.9106524001752726,,0.714,US,True,True,,73.91386622796912,86.1771363893605,56.319656702647194,41.67560044167957,41.63126593033135,66.98584512905911,50.85085085085085,50.0,81.93916349809885,73.8,68.69057794792315,standard,35,655641626,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,OK,10.0,0.012972562573850155,76.5
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,United States,USD,479436110244.9392,4.911103249999998,4.028283,1.6881,3.8436027250000007,7.8924723,8.162,9.915999999999999,0.10752000500000004,0.010020000000000001,0.08914,0.11173000999999999,0.18962996999999998,-0.014000000000000012,0.159,0.354,17.468999999999994,-0.754,0.704,8471937792.0,16640000000.0,33001000960.0,495797108736.0,1.38,0.55,1.68,2.79,0.42,1783296000.0,1.004,130.3699951171875,62.432954473184786,121.63999938964844,125.81727,1.88462,22.0,2.53,0.015,0.00054000004,0.82883,False,False,,0.497,23694961.0,26251920.0,1.075570642616202,32.74,55.52,58.14,,-0.06696322815454436,0.3077302317377502,54.46265974230792,0.2449509267387875,0.5254944826578376,False,0.6443307062671366,,0.85,US,True,True,60.2487403604722,75.20630766873386,88.14374646293152,64.40871020155637,42.35924234511306,20.475785896346643,66.98584512905911,69.46946946946947,50.0,85.93155893536122,49.7,68.64981399667882,standard,36,3193283533,False,5,NEUTRAL,0,UPPTREND,False,5,0.7142857142857143,HÖG,OK,8.0,0.06102076545357704,93.5
