ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank
CAMT,Camtek Ltd.,Technology,Semiconductor Equipment & Materials,Israel,USD,7560963877.306503,133.65310825,14.830551999999999,3.3786,5.112769725,15.149408,14.784,34.025999999999996,-0.06911999499999998,0.0074800000000000005,-0.01142,0.08593,0.056350049999999985,-0.10900000000000001,-0.312,-0.078,21.399,6.670999999999999,7.144,,670260992.0,487811008.0,7378513408.0,,0.0,,,1.33,1712102400.0,1.558,215.99000549316406,70.06999969482422,164.2100067138672,187.25,2.0,12.0,6.32,0.1026,0.38007,0.50953996,False,False,,0.717,466661.0,495560.0,0.6924112472377211,-18.92,11.47,40.43,,-0.23973330923840208,0.6288516200792953,48.12091563245772,-0.06614600858913666,0.2070510909276153,True,0.348061039355695,,0.512,US,True,True,,51.967494620820005,62.39388794567063,24.68066947139744,46.431497638403336,85.04672897196261,11.823480432972524,,50.0,21.673003802281368,71.7,48.45063221671585,standard,495,81375911,False,4,NEUTRAL,0,VARNING,False,1,0.14285714285714285,LÅG,EJ AKTUELL,4.4,0.02264668419957161,82.1
058470.KQ,LEENO Industrial Inc.,Technology,Semiconductor Equipment & Materials,South Korea,KRW,7141775960000.0,,9.130568000000002,,,47.60975,8.5,2.5319999999999983,0.04152000500000004,0.057179999999999995,0.18452000000000002,0.19099999999999998,-0.05204997,-0.164,-0.44799999999999995,-0.236,,5.88,7.192,13571744512.0,146558238720.0,0.0,1275096989696.0,0.85,0.32569999,800.0,1.44,800.0,1766966400.0,0.321,129000.0,43423.894817073175,94100.0,114642.86,1.92857,14.0,,,0.34668,0.36712003,False,False,,0.5,975969.0,997699.0,0.8546589062321652,-22.1,-6.74,47.83,,-0.2705426356589147,0.6112329629036114,34.0729001584786,-0.13206294157796672,0.2097812693860277,False,0.17250260348407606,,0.838,US,True,True,65.35518758982447,74.90130168485577,47.594793435200906,26.55435238151742,63.98288169670281,8.156329651656755,66.98584512905911,61.36136136136137,50.0,,50.0,48.34288745360763,standard,496,68534937,False,4,NEUTRAL,0,VARNING,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,12.7,0.014986290596425533,77.6
BAM.TO,Brookfield Asset Management Ltd.,Financial Services,Asset Management,United States,CAD,102799736293.25351,12.602909999999998,9.020714000000002,1.484,7.6401087500000004,20.260368,21.346,25.370000000000005,0.10247751,0.10331000000000001,0.266207495,0.27415502499999994,0.32254,0.177,-0.07900000000000001,0.062,-23.313499999999994,-0.5800000000000003,1.017,2076962496.0,1096000000.0,2963000064.0,108311109632.0,4.3,1.1635,2.77,,0.692,1780012800.0,1.247,84.9810356157001,57.49526220527826,64.37999725341797,80.03143,2.23529,5.0,3.62,0.025999999,0.03568,0.89624,False,False,,0.5,2101788.0,4516020.0,0.22279642825901178,-1.97,3.94,-11.22,,-0.24241924345855015,0.2905200006775324,46.304223970603125,0.0004791191419231122,-0.07701398203967813,False,0.190768692071013,,0.707,Canada,True,True,55.91015596602188,90.14245506855306,36.82795698924731,56.91567549270082,32.19469229883222,38.57264231096007,28.642797668609493,71.57157157157157,50.0,69.77186311787072,50.0,56.285757421666275,holding,241,208671033,False,7,STARK,8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,4.9,-0.004116819240152836,60.8
PZU.WA,Powszechny Zaklad Ubezpieczen SA,Financial Services,Insurance - Property & Casualty,Poland,PLN,53728402114.105225,-3.6062569999999994,-0.025692999999999522,1.72,0.16301274999999993,0.8586516,1.404,-2.870000000000001,0.05537750999999999,0.02441,-0.11117250900000002,0.002095004999999983,0.2132,-0.108,-0.361,-0.226,1.0930000000000035,2.9999999999999996,4.102,2941523648.0,49941000192.0,46239997952.0,87840169984.0,7.71,0.6123,4.8,6.57,4.8,1789516800.0,0.324,72.72000122070312,53.36000061035156,62.220001220703125,71.325,2.0,10.0,,,0.34188,0.3291,False,False,,0.5,1924458.0,1609741.0,1.3756481859254743,-4.54,-6.49,-1.52,,-0.14438943652012326,0.2306072120436385,48.851786916690195,-0.040525523911117856,-0.015263072805779654,False,0.008866179459976782,,0.591,Europe,True,True,,57.305838932501594,40.067911714770794,23.22514315126424,88.14825533707413,51.06202209005948,66.98584512905911,85.08508508508508,50.0,,50.0,48.235963275185156,standard,500,100158087,False,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.5,-0.025017639622092247,22.7
COL.AX,Coles Group Limited,Consumer Defensive,Grocery Stores,Australia,AUD,29831215039.125435,6.287479499999998,2.130473000000003,,4.0480500500000005,0.66181284,0.88,1.7189999999999994,0.07454251999999999,-0.005869999000000004,-0.18155000500000001,-0.24401500999999998,-0.10797499999999999,-0.010000000000000002,-0.14700000000000002,-0.113,209.75375000000003,-0.5992500000000002,0.17,0.0,598000000.0,10572000256.0,39668768768.0,3.29,0.90910006,0.73,3.58,0.41,1773100800.0,0.285,23.68051230949669,19.45711390223576,22.209999084472656,23.26359,2.0625,16.0,,,0.00564,0.43881,False,False,,0.5,3359597.0,2865088.0,1.2091521516332882,1.83,7.09,2.07,5.11,-0.06209803258497537,0.20316198742809066,79.05982313811252,0.008811737614246251,0.0180077165461483,True,1.0347836045513834,,0.5,Australia,True,True,57.72509940107705,32.80570124658305,58.94933490132552,32.02248512546908,50.82600105323927,61.42735768903993,66.98584512905911,47.74774774774775,50.0,,50.0,40.16522333085,standard,796,44859784,False,1,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-12.3,-0.003418094478547573,61.8
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,United States,USD,81033990992.15607,-13.981951499999997,-5.7960735,1.7129,1.3285867999999996,1.0446423,1.304,-7.318,0.180644995,0.016774999000000002,-0.04503,-0.07334999000000002,-0.22884000000000002,-0.079,-0.34400000000000003,-0.272,105.6145,-0.1722499999999999,1.093,3809062656.0,5801999872.0,28661999616.0,115147677696.0,6.04,1.0615001,6.56,4.34,1.64,1779062400.0,1.037,118.72508048391231,78.17259714020712,108.54000091552734,112.88462,2.21429,26.0,3.83,0.0318,0.0002,0.70663,False,False,,0.499,6335239.0,5937970.0,0.7143267196877029,10.49,7.82,13.95,,-0.08578709339990787,0.2925768352217667,78.02689560163856,0.07388990716325017,0.13206263747706282,True,0.8104423072417063,,0.823,US,True,True,,45.730954392881195,66.8081494057725,29.49162433850467,39.156444941609884,42.99065420560748,28.642797668609493,84.48448448448448,50.0,60.836501901140686,49.9,40.14547849962039,standard,797,644507269,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-7.2,-0.02185957320034504,28.0
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,United States,USD,30617804490.66162,-4.314492000000001,-2.653646,0.7573,1.4683594999999996,1.8408973,2.697,1.4040000000000017,0.10102499500000003,-0.009950003000000006,-0.039350005,-0.05715247999999999,-0.12343000000000004,0.0020000000000000018,0.03799999999999999,0.1,196.4415,-1.2774999999999999,0.658,1340312576.0,2103000064.0,16216999936.0,44859805696.0,,0.0,,,,,1.215,247.0500030517578,147.6199951171875,183.4499969482422,227.1,1.34783,20.0,2.85,0.0342,0.0108,1.03523,False,False,,0.61,1646517.0,1893530.0,0.7613888351465182,3.96,5.13,-19.27,,-0.25743778715999943,0.4169146467881948,62.81523607721256,0.06881052703807145,-0.06281563395673995,True,0.7885518750005714,,0.846,US,True,True,82.49864389529193,40.838933989860145,34.09734012450481,57.60378783887796,16.623319940560393,60.832625318606624,11.823480432972524,81.78178178178179,50.0,57.22433460076045,61.0,40.12914630651167,standard,799,347368073,False,3,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-10.2,0.006075219251215458,71.8
SAMPO.HE,Sampo Oyj,Financial Services,Insurance - Diversified,Finland,EUR,23553590412.319412,1.2858704999999961,3.314509,31.0737,0.8606775499999998,2.2044046,0.691,-6.690000000000001,0.074762505,0.03265,-0.057272514999999996,-0.316534977,-0.01658997000000001,-0.139,,,-18.910000000000004,0.018999999999999684,1.671,-149842688.0,18642999296.0,2424999936.0,7369703936.0,4.05,0.5574,0.36,4.11,0.36,1776902400.0,0.238,9.98901438913238,8.577668915457046,8.895999908447266,10.50786,2.0,14.0,,,0.07714,0.49526,False,False,,0.5,4158368.0,2217702.0,0.35795598577136006,-0.63,0.69,-9.06,,-0.10942165444012852,0.16369519376355465,39.93115826950208,-0.007228485499890747,-0.036941047585176356,False,0.26100221115316924,,0.565,Nordic,True,True,,46.54471548177035,46.46293152235427,28.441004830184603,79.6413789472108,66.27017841971113,66.98584512905911,33.033033033033036,50.0,,50.0,40.114319929678544,standard,800,22741990,False,3,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-8.6,-0.010817041620612144,49.1
7148.T,"Financial Partners Group Co.,Ltd.",Financial Services,Financial Conglomerates,Japan,JPY,130127243610.0,-3.666304000000002,-11.6632323,,1.1777226500000002,1.2772726,1.734,2.4179999999999993,0.173487505,0.08497000099999999,-0.051012505,-0.01631497100000001,0.038309979999999966,-0.481,-0.41200000000000003,-0.28,73.1645,0.1080000000000001,2.113,11615436800.0,15852999680.0,62077001728.0,176615243776.0,5.97,0.6056,92.7,4.49,46.35,1790640000.0,0.464,2379.135430806849,1467.0,1554.0,,,,,,0.32399,0.14874,False,False,,0.5,808985.0,602580.0,0.8551114527286703,0.45,-20.92,-28.98,,-0.34682154707225576,0.3720767644462066,60.24096385542169,-0.01643175169700606,-0.22149990458344493,True,0.9027732514918135,,0.5,Japan,True,True,88.96785053209634,61.78342054062699,10.186757215619695,14.303396611766711,50.93574431147416,34.40951571792693,66.98584512905911,94.69469469469469,50.0,,50.0,47.97579183209531,standard,509,5841860,False,5,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,-13.7,-0.058575235307216644,3.1
HM-B.ST,H & M Hennes & Mauritz AB (publ),Consumer Cyclical,Apparel Manufacturing,Sweden,SEK,233148114677.38208,-0.9329205000000016,3.311306499999999,2.1119,3.6123049000000003,1.1928381,1.455,-2.9435000000000002,0.13152001000000002,0.004129999999999988,0.011504997499999996,-0.04798500499999998,0.1119,-0.175,0.116,0.227,124.862,-0.3200000000000002,0.567,18174532480.0,18733000704.0,76813000704.0,323794665472.0,4.27,0.88769996,7.1,4.91,3.55,1793750400.0,1.006,190.12972139864354,119.23127258046888,166.3000030517578,157.288,3.52,25.0,,,0.70359004,0.20957,False,False,,0.5,2117288.0,2401789.0,0.7331948053386459,-1.77,-7.79,-2.13,,-0.12533399918533583,0.2665086979134822,56.91321136117203,-0.0023974928596595113,-0.007537181589550301,True,0.791606531411552,,0.743,Nordic,True,True,,59.30728726241789,40.86021505376343,48.92438363890404,38.315019214392564,26.08326253186066,66.98584512905911,92.7927927927928,50.0,,50.0,47.97228344446489,standard,510,42221277,False,5,NEUTRAL,0,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-1.7,0.01005580835044384,73.9
DBK.DE,Deutsche Bank Aktiengesellschaft,Financial Services,Banks - Regional,Germany,EUR,52669396350.39522,-3.4175190000000004,-2.8232479999999995,1.5424,-0.6874543500000002,1.7659479,-1.664,,-0.040992500000000015,-0.00021999999999999797,0.014647490999999985,0.03080504500000003,-0.37562,-0.049,-0.06400000000000002,0.076,,,,,622900019200.0,519844986880.0,-49626636288.0,3.63,0.2152,1.0,2.72,1.0,1780012800.0,1.0,33.05366197776915,22.720773845579863,27.530000686645508,31.48029,2.52941,17.0,,,0.08527,0.52392,False,False,,0.5,6474372.0,5726472.0,0.582600262949101,4.91,2.22,-6.41,15.53,-0.16711193134481395,0.32009270916923,62.26481511182022,0.04333618490875368,-0.04448564822031187,True,0.6675103749974036,,0.988,Europe,True,True,,41.37839685562328,47.61442578776032,51.481542254689955,42.804018917168705,51.57179269328802,66.98584512905911,,50.0,,50.0,39.96267449186425,standard,806,181728848,False,1,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-7.3,-0.008127179928123951,54.3
2800.HK,Tracker Fund Of Hong Kong,Unknown,Unknown,Unknown,HKD,79783429771.52637,,,,0.61957275,,,,,,,,,,,,,,,,,,,2.86,,,,,,,28.11288681640194,22.949826708637865,25.280000686645508,,,,,,,,False,False,,0.5,784850196.0,841785801.0,1.0063950783437225,-3.88,-1.9,-2.35,,-0.10076824014044827,0.18446529847416943,38.586943564195295,-0.022484636474645825,-0.02847104173513637,False,0.12570368021318792,,0.5,Asia,True,True,,,48.71250707413696,31.76519567027477,94.91094147582697,43.50042480883602,66.98584512905911,,50.0,,50.0,39.916839011744955,standard,808,2716790167,False,1,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-8.9,-0.008149394765496254,54.2
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,United States,USD,36480551602.10925,-3.5300294999999995,0.08907049999999916,1.4718,12.167762150000001,0.4365425,0.598,-1.7669999999999995,0.63553744,0.017149999999999995,-0.06905999999999998,-0.08833,-0.26796999,0.011999999999999997,-0.168,-0.152,571.3497500000001,0.26224999999999987,0.763,1051937536.0,1902000000.0,15399999488.0,49978552320.0,2.88,0.6,2.2,2.57,0.54,1782950400.0,0.66,91.16274597519516,67.67978264459987,76.29000091552734,86.86667,2.11765,15.0,3.09,0.033099998,0.0020299999,0.89747,False,False,,0.817,4706774.0,3389810.0,1.0656479073066918,4.04,-9.81,5.55,,-0.1631449875776516,0.2697489947243157,63.818735446892354,0.0256769256634668,-0.0168870414533433,True,0.8099520937100358,,0.698,US,True,True,,44.986681604126225,39.61516694963215,39.78960445560562,48.06443520247091,58.113848768054375,66.98584512905911,73.07307307307308,50.0,58.74524714828897,91.69999999999999,39.866736073982366,standard,810,258608608,False,3,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-10.0,-0.029400432482361794,16.7
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,United States,USD,12338073670.386383,-7.250941499999996,2.628591,2.5243,0.14700680000000022,5.4873347,5.194,-0.8459999999999983,0.044904995,0.06494499899999999,0.12514,0.11842001,0.06971999999999995,-0.041,-0.09999999999999999,-0.045,-73.9645,2.17075,2.502,-299253248.0,712171008.0,52890000.0,11678793728.0,1.59,0.366,1.18,1.19,0.295,1776038400.0,0.925,95.36779557818905,73.4800033569336,74.33999633789062,92.0,2.45455,8.0,3.17,0.0358,0.0077100005,0.92695,False,False,,0.655,1274093.0,1409040.0,0.8306136770887982,-7.49,-15.76,-9.82,,-0.22049161473024081,0.19022661912645644,37.7223658202828,-0.07567328333384993,-0.11196083434832771,True,0.21284194068003853,,0.28,US,True,True,,76.74859854743407,23.429541595925297,26.03673168353617,74.43677554840276,77.82497875955819,66.98584512905911,30.73073073073073,50.0,55.038022813688215,65.5,39.807216566542856,standard,811,104748028,False,3,SVAG,-8,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,-6.4,0.017392437905073166,79.6
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,United States,USD,91000307645.98332,-0.25256400000000134,1.6195315000000008,3.74,0.06303423000000008,3.0468514,3.816,0.9799999999999995,0.06329499,0.008779999999999996,-0.005595000000000017,-0.01161000000000001,-0.22071000000000002,0.561,10.85,12.475,-88.85950000000001,0.44975,0.478,-5295312640.0,864000000.0,22466000896.0,113981063168.0,0.67,0.1381,1.71,,0.427,1778803200.0,1.091,411.03669506377406,242.59748102559888,254.8300018310547,367.1155,1.47619,20.0,3.35,0.0325,0.00328,0.82748,False,False,,0.44,3298430.0,4473140.0,0.9486998569272861,-20.93,-19.9,-29.26,,-0.3800310169594061,0.4663619474056469,44.42541049180626,-0.11813365473124215,-0.2058235734043341,False,0.08691337374309592,,0.695,US,True,True,42.58235889520806,48.86174359682572,9.19637804187889,88.14958153745117,39.78732555859768,40.5267629566695,66.98584512905911,22.922922922922922,50.0,59.885931558935354,44.0,39.80207322675182,standard,812,1139890274,False,3,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-8.5,-0.004618228878825903,60.1
2628.HK,China Life Insurance Company Limited,Financial Services,Insurance - Life,China,HKD,208352900000.0,-4.322152000000003,-3.7172069999999993,0.38,0.21493545000000014,2.3134806,-3.202,-14.793999999999999,0.1406925,0.014919999999999996,0.14753751999999998,-0.0014250050000000347,0.21131500000000003,-0.213,-0.459,-0.323,21.7525,4.561,6.246,64155764736.0,2176234946560.0,275873005568.0,-1095223279616.0,3.44,0.1345,0.96,4.9,0.618,1782777600.0,0.874,36.15999984741211,15.780138983340134,28.0,36.257362,1.64706,15.0,,,0.0,0.50681,False,False,,0.5,56666647.0,41667177.0,0.7505684133387176,-6.35,-6.79,4.71,,-0.22566371354661674,0.3904877270343961,27.403865772230574,0.00196098198027439,0.02144465804075746,False,0.17307981176442416,,0.5,Asia,True,True,,73.03243843279765,36.64402942840973,14.535641402609482,60.33107156855612,27.78249787595582,66.98584512905911,,50.0,,50.0,47.725433665843816,standard,518,148946234,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.0,0.04984984174370766,91.1
EAT,"Brinker International, Inc.",Consumer Cyclical,Restaurants,United States,USD,6024019271.342926,-13.214015,-4.8702355,0.89,11.413316900000002,1.0506705,1.346,-5.702500000000001,1.2458200099999999,0.07689000000000001,-0.0016849975000000003,0.005235005000000001,-0.2674,-0.039999999999999994,0.0059999999999999915,0.074,351.20899999999995,-0.9525,0.228,-490650016.0,57100000.0,1748000000.0,7714918912.0,,0.0,,3.47,0.38,1583366400.0,1.28,187.1199951171875,100.30000305175781,140.4600067138672,184.9,1.61905,20.0,4.11,0.1975,0.012209999,1.1496,False,False,,0.708,1174690.0,870170.0,0.7368616668969756,-4.52,4.19,-1.13,,-0.24935864483161507,0.4646042950514326,53.696948972886915,-0.017078959515211434,-0.01688254301070058,True,0.6907467985298373,,0.895,US,True,True,,61.10650575160015,41.38370118845501,52.33279500098719,13.101958649314552,87.85046728971963,11.823480432972524,17.217217217217218,50.0,7.0342205323193925,70.8,39.707131111223525,standard,813,122224084,False,2,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-7.3,0.015405719168484211,78.1
LSEG.L,London Stock Exchange Group plc,Financial Services,Financial Data & Stock Exchanges,United Kingdom,GBp,57672959622427.57,29.783325499999993,9.708509000000003,0.8859,0.5157927499999998,4.9039383,6.117,13.152,-0.073737495,-0.016519997100000003,-0.102612505,-0.164044975,0.49208003999999994,-0.015,0.669,0.77,-29.757500000000007,-0.536,0.008,1362131200.0,4079000064.0,11742999552.0,57173422080.0,1.6,0.5738,1.5,1.26,1.03,1776297600.0,0.381,148542.9104910052,81386.88170245243,118083.56314086914,12258.125,1.3125,16.0,,,0.04922,0.69626,False,False,,0.5,1854910.0,1324413.0,2.192676253826205,0.83,10.44,8.19,-20.19,-0.20505419780353962,0.32044348474659473,55.329282766688685,0.026429035386008826,0.0741458352124067,False,0.810828201272514,,0.5,UK,True,True,63.11311311311311,33.96542495910894,45.336618588495504,60.15254830380004,48.770807816464696,2.2090059473237043,66.98584512905911,75.87587587587588,50.0,,50.0,47.69850953513512,standard,522,156391406110,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-1.9,-0.04579593241214752,6.5
ITC.NS,ITC Limited,Consumer Defensive,Tobacco,India,INR,3517021885389.31,-9.520296499999999,-2.791977000000002,1.78,0.0,4.459355,4.193,-4.074,0.08583249999999999,0.09983001999999999,0.16275500999999998,0.22768999,0.18347001000000002,-0.085,-0.76,-0.727,-51.80375,1.91675,1.659,112107854336.0,237594296320.0,23990599680.0,3307270307840.0,5.7,0.8692,16.0,3.72,8.0,1779840000.0,-0.08,408.62079079284285,275.04998779296875,280.70001220703125,350.84848,2.64706,33.0,,,0.27177998,0.52818,False,False,,0.5,21614699.0,26108611.0,0.8364112630079116,-6.2,-7.57,-26.58,,-0.31305499247262525,0.19126385083804806,24.410189916639197,-0.045327335475359165,-0.18025425303100084,False,0.1460797611384787,,0.69,India,True,True,,85.07673547573646,18.859649122807017,21.19357406444118,92.96723092680928,11.639762107051826,66.98584512905911,85.38538538538538,50.0,,50.0,47.58044002314557,standard,527,77184706,False,5,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,-3.7,-0.0056002442725002766,58.1
TATACONSUM.NS,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,India,INR,1119182548735.6035,45.92503549999999,28.561685999999995,0.55,0.6543632000000006,5.515815,5.511,26.205000000000005,-0.1381675,-0.035830000000000015,-0.023564994000000027,-0.02564000999999999,0.0007699899999999982,0.144,0.182,0.215,-42.93675,0.44574999999999987,0.898,7191331328.0,43181600768.0,28195100672.0,1118122278912.0,0.88,0.5295,10.0,0.73,10.0,1779667200.0,0.404,1271.9371979227803,998.7489642211792,1130.9000244140625,1347.8276,1.82759,29.0,,,0.34383,0.34914002,False,False,,0.5,2165462.0,2788468.0,0.320463425072675,-0.98,2.69,-1.87,,-0.1108837556909632,0.21895607306137488,23.40443998897706,-0.00650565912277179,-0.002094763858467741,False,0.06298494885361972,,0.473,India,True,True,43.84485043702921,30.99673286383105,51.48556876061121,58.309392288276776,76.8546574114875,16.652506372132542,66.98584512905911,54.65465465465466,50.0,,50.0,47.565584142160134,standard,528,33211993,False,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-1.9,-0.02489446848630905,22.8
0083.HK,Sino Land Company Limited,Real Estate,Real Estate - Development,Hong Kong,HKD,111582687406.22041,5.264267499999997,2.091786000000001,0.34,0.07468588500000006,11.728261,6.602,-0.474000000000002,-0.023740006000000008,0.0016299994999999998,0.11062502499999999,-0.08061002000000003,0.11496498,0.288,-0.4385,-0.158,-45.315,6.3255,5.673,-3083357696.0,53209001984.0,5155999744.0,62811516928.0,4.98,1.4146,0.58,6.08,0.15,1773273600.0,0.55,13.279999732971191,7.527006601734413,11.640000343322754,13.87,1.5,10.0,,,0.60333,0.115,False,False,,0.5,8759203.0,13435813.0,2.653172579178018,-11.55,-3.03,13.38,,-0.12349393242657192,0.22212923884890803,14.583387143026485,-0.03822316200933207,0.07632834117429144,False,0.19880139160836544,,0.5,Asia,True,True,,52.78388550027057,53.82003395585739,38.68400686672287,83.6956791308056,36.78844519966015,28.642797668609493,22.12212212212212,50.0,,50.0,47.55314984017274,standard,529,19966152,False,4,NEUTRAL,0,VARNING,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.9,-0.012428426183760166,44.6
SSE.L,SSE plc,Utilities,Utilities - Diversified,United Kingdom,GBp,36424514721106.36,8.249727499999997,-1.5494514999999982,0.9471,0.7388454300000001,2.8416288,3.786,4.313,-0.0013649950000000147,0.006480002999999998,0.009204999999999991,-0.04612000999999999,-0.018320019999999992,-0.098,0.377,0.667,-107.31200000000001,0.47425000000000017,0.88,-2810706304.0,1542899968.0,10410399744.0,38565498880.0,2.86,0.611,0.69,4.43,0.473,1784764800.0,0.596,34580.743560791016,20217.354568749673,30200.399780273438,2765.8,2.0,15.0,,,0.00096000003,0.73426,False,False,,0.5,4101987.0,4644055.0,0.6183193686330953,-4.97,-7.81,8.64,32.39,-0.12667002873484134,0.2951186539833956,61.10630969954739,-0.0441551843978889,0.08222217207754579,True,0.5499367298314084,,0.5,UK,True,True,29.603402284966528,48.972199174631996,53.93899627731656,51.114351330290894,63.74431401976119,3.058623619371283,66.98584512905911,15.315315315315313,50.0,,50.0,39.294113613963724,standard,817,140252317602,False,3,SVAG,-8,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-7.9,-0.023329641669988632,25.3
TRENT.NS,Trent Limited,Consumer Cyclical,Apparel Retail,India,INR,1479289944035.5208,57.49097700000001,36.507775,,9.67682325,7.3691072,7.457,35.6285,0.10074501,0.06180999999999998,-0.006489992500000034,-0.009025004999999989,0.019970010000000038,0.12000000000000001,0.14300000000000002,0.258,0.6955000000000027,-0.14100000000000013,0.498,-1585118720.0,9288899584.0,25612500992.0,1496846434304.0,0.22,0.1034,6.0,0.09,6.0,1780963200.0,0.349,6261.0,2183.666748046875,2774.199951171875,3137.8848,1.92,25.0,,,0.65132004,0.45661998,False,False,,0.5,1118706.0,835908.0,1.3118958650222363,-3.09,10.77,-34.36,,-0.5569078499965061,0.46397101923527534,60.32000403125157,0.023530892551828497,-0.23250949673860544,False,0.4553894801202432,,0.602,India,True,True,36.42217636631044,63.159819293272356,26.513865308432372,65.38946725365258,60.846302052125324,15.548003398470689,66.98584512905911,46.046046046046044,50.0,,50.0,47.210896206006026,standard,542,24423129,False,4,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,8.9,-0.0649893581867218,2.3
FABG.ST,Fabege AB (publ),Real Estate,Real Estate Services,Sweden,SEK,24049418029.18689,,-5.719361000000001,5.07,-1.019153465,6.275944,15.649,3.413999999999998,-0.07126000000000002,-0.0097600015,-0.238205,0.23719998,0.24666999999999994,0.183,,,22.11449999999999,-0.6985,0.002,650032384.0,22000000.0,35939999744.0,59967418368.0,2.88,1.5934,2.2,2.82,0.55,1783900800.0,1.351,88.0548237815422,72.00062712906032,76.44999694824219,84.56,3.45455,10.0,,,0.39844,0.33426997,False,False,,0.5,551709.0,509558.0,0.7062225321353814,-3.35,-5.95,-6.19,,-0.13179092677637705,0.23979545523958296,35.84905117166433,-0.01733154640131329,-0.04146626823793553,False,-0.007868669350672763,,0.0,Nordic,True,True,63.246486710173855,46.206234313720415,39.26146010186758,44.16522967640901,42.98525148676918,65.9303313508921,28.642797668609493,61.46146146146146,50.0,,50.0,46.93890016933508,standard,552,4117896,False,5,NEUTRAL,0,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-4.4,-0.03077533282339573,14.9
