ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,data_quality,data_fetched_date,data_stale_days
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,United States,USD,105705473822.03711,42.77964200000001,31.994225,3.4464,5.101717799999999,11.096522,13.406,10.811,0.03229,0.006297501250000004,-0.109144988,-0.13636001,0.06399999999999995,0.064,-0.035500000000000004,0.21,70.72250000000001,0.565,0.554,1904867168.0,1362000000.0,23335999488.0,127701467136.0,1.84,1.3299,19.7,1.86,5.16,1779235200.0,0.997,1123.1251053977066,694.7195871278673,1071.800048828125,1197.1072,1.58065,28.0,3.38,0.022,0.00269,1.00086,False,False,,0.1,570119.0,574480.0,1.21,0.36,13.57,,,-2.96,0.2446,51.9,2.46,,False,0.5747456088029278,,0.523,US,True,True,59.06428553862296,38.74745527814422,54.58221024258761,50.10567672791785,56.374066216597384,43.99460188933873,29.581151832460733,66.394779771615,50.0,71.27659574468085,10.0,48.78084845545161,standard,426,615727692,False,4,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.3,-0.03479680418968201,13.6,0.875,2026-06-04,0
8015.T,Toyota Tsusho Corporation,Industrials,Conglomerates,Japan,JPY,7316528622480.0,-6.832787,-3.832449,1.38,-0.4123663000000002,0.6328118,0.704,-4.3775,0.0,-0.0001200019999998,-0.0467549999999998,-0.0750100024999999,-0.2290700049999999,0.195,-0.013,-0.013,35.881,-0.1919999999999997,1.036,114282758144.0,1485702037504.0,2168735006720.0,8143189311488.0,1.82,0.3419,126.0,2.95,63.0,1790640000.0,0.798,7559.0,2871.244403749285,6930.0,7698.75,1.625,8.0,,,0.34899,0.35083,False,False,,,2711530.0,2887660.0,2.436285530516266,13.16,0.45,48.21,,-0.0832120650879746,0.3714970822004288,48.45569620253165,0.0650665613695129,0.3005596246446831,False,0.5053546645693496,,0.5,Japan,True,,,30.09815124104722,73.51331768252035,45.81490701006297,48.555867255607794,9.986504723346828,67.60471204188482,65.25285481239804,50.0,,50.0,48.773288685107964,standard,427,130074645,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.0,0.14227184653282166,98.7,0.875,2026-06-04,0
GE,GE Aerospace,Industrials,Aerospace & Defense,United States,USD,331489107577.80505,8.331178999999999,16.765654500000004,7.8119,13.45409995,6.871096,7.089,14.4685,0.30139501500000004,-0.006574998000000002,0.07402001000000001,0.06580499999999997,-0.14057000000000003,0.186,-0.09,-0.037,41.660999999999994,-0.37749999999999995,0.65,4847741792.0,10581000192.0,21321000960.0,342469115904.0,0.59,0.1925,1.88,0.4,0.47,1773014400.0,1.352,347.97310029360074,231.0172189903246,317.7200012207031,350.33334,1.45455,21.0,2.08,0.0137,0.00302,0.80988,False,False,,0.5,5940034.0,5346670.0,0.46,10.08,-3.35,,,-8.59,0.3759,65.7,6.22,,True,0.7824672309309761,,1.0,US,True,True,55.665562723896805,57.40891506522011,28.099730458221025,59.05852914068541,34.734502547931896,27.530364372469634,67.60471204188482,65.41598694942904,50.0,85.71428571428571,50.0,48.75651985656153,standard,428,1698743999,False,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.1,0.024942055344581604,83.7,0.875,2026-06-04,0
LLOY.L,Lloyds Banking Group plc,Financial Services,Banks - Regional,United Kingdom,GBp,73653105574638.58,2.8047404999999976,0.7443019999999985,1.0478,-0.6150184500000002,3.0570378,-5.366,,-0.02779999499999998,-0.0126700005,0.03140749750000005,0.0047675199999999696,-0.37966999,0.054000000000000006,0.31,0.366,,,,,323060989952.0,161334001664.0,-102667198464.0,3.65,0.4382,0.04,4.27,0.0243,1775692800.0,0.935,1395.235783668475,948.0381272048579,1263.7095818530725,115.222,1.88889,18.0,,,0.00077,0.50525004,False,False,,0.5,207772636.0,156587779.0,0.05902745939047385,2.41,4.13,4.85,26.91,-0.09426808239506479,0.2723666957739968,63.72535283576863,0.02979223248141638,0.07638471646119105,True,0.7323059480577033,,0.609,UK,True,True,,32.93323702075933,69.907447661556,61.8591896999871,57.098878311212864,1.8893387314439947,67.60471204188482,,50.0,,50.0,48.74497638586278,standard,429,197881476723,False,1,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,1.2,-0.004954094998538494,57.4,0.875,2026-06-04,0
STN.TO,Stantec Inc.,Industrials,Engineering & Construction,Canada,CAD,11882358660.287094,-9.481154999999998,-6.719283000000001,1.39,-1.13813695,1.7905636,2.127,-3.5540000000000003,-0.00461,-0.0016049999999999,-0.028199994,-0.038265005,0.1549549899999999,0.091,0.105,0.107,19.607499999999995,-0.0199999999999999,1.29,114396224.0,357700000.0,2588000000.0,14112658432.0,0.9,0.21450001,0.94,0.85,0.245,1782777600.0,0.721,159.44182683388075,99.66999816894533,104.16999816894533,148.54546,1.63636,11.0,6.49,,0.00071999995,0.80129,False,False,,,410787.0,623720.0,1.705703654437274,-14.97,-17.35,-22.63,,-0.3466582750743445,0.2748645197050377,28.93080803170757,-0.1156428469213823,-0.224952784232512,False,0.2933356189449725,,0.683,Canada,True,,,42.82310338024404,30.485754861896066,56.73683159462694,61.84390684317448,84.61538461538461,67.60471204188482,54.97553017944535,50.0,,50.0,48.72049303907792,standard,430,47430225,False,3,SVAG,-8,NEDTREND,True,1,0.1428571428571428,LÅG,EJ AKTUELL,0.0,-0.002599438652396202,61.6,0.875,2026-06-04,0
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,Sweden,USD,103118460591.5,10.869857,12.510505,1.716,6.873463600000001,5.8827353,5.551,28.662,0.20917248500000002,0.060474996,0.03264000500000003,-0.027695005000000023,-0.12887998,0.021000000000000005,2.1235000000000004,2.204,-71.4325,0.9120000000000003,1.508,-112507936.0,6293000192.0,476000000.0,97301463040.0,,0.0,,,,,1.554,785.0,405.0,501.5,609.4095,1.58537,39.0,2.76,0.040700004,0.22989,0.67344004,False,False,,0.5,2159417.0,2898840.0,0.5572231802655657,13.59,-3.55,-16.26,,-0.36114649681528666,0.45530221299682244,69.07919185800907,0.04904773653922212,-0.11874548569209686,True,0.7404232496124029,,0.663,US,True,True,35.03955339503389,60.362873533225866,41.8427383126105,70.99411068305174,37.96556302047713,44.80431848852901,12.172774869109947,42.08809135399674,50.0,44.680851063829785,50.0,48.69052589640786,standard,431,1453768260,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.3,-0.01776624284684658,33.8,0.875,2026-06-04,0
TFII.TO,TFI International Inc.,Industrials,Trucking,Canada,CAD,18059558903.401352,13.7797895,3.354155000000004,,1.0809050500000001,2.294913,2.675,5.8025,-0.024980009999999997,-0.007675001000000004,-0.04508,-0.09088000700000001,-0.189,-0.069,-0.273,-0.227,60.0375,-0.2925,0.994,-264097152.0,185814000.0,3180718080.0,21054461952.0,1.16,0.5125,2.55,1.26,0.654,1774915200.0,1.462,221.0,112.70268782904161,219.74000549316406,198.62645,1.83333,10.0,2.59,,0.063379996,0.80456,False,False,,0.5,241144.0,247350.0,0.46,18.83,37.7,,,-0.19,0.3712,91.1,19.64,,True,0.9558119595128983,,1.0,Canada,True,True,41.68948330559814,25.934833239536157,80.7277628032345,35.06687357390072,32.61431727788608,78.81241565452092,67.60471204188482,33.605220228384994,50.0,,50.0,48.689411737901594,standard,432,39677464,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.1,-0.003928727470338345,59.8,0.875,2026-06-04,0
BLND.L,British Land Company PLC,Real Estate,REIT - Diversified,United Kingdom,GBp,5103408820122.151,-14.454649999999999,-7.227678,5.86,-0.70057291,6.5788465,11.236,3.005499999999998,0.009449995000000017,-0.0005374992500000036,0.495244942,0.2084,0.38169001,0.01200000000000001,-0.20950000000000002,0.031,-55.67150000000001,-0.07600000000000007,0.293,-432487520.0,202000000.0,3150000128.0,6921584128.0,5.82,0.5051,0.23,5.42,0.108,1781740800.0,1.169,5263.981879978366,4032.548665191952,4981.798962588626,456.25,2.17647,16.0,,,0.00347,0.94464,False,False,,0.5,4710619.0,3691983.0,0.0763347227360693,2.91,2.21,-2.31,-0.16,-0.053606361842358785,0.24650950165309293,66.00286840181934,0.04462332263275237,0.04873141359220812,True,0.688397198740235,,0.5,UK,True,True,33.340396927541455,72.40670030030249,51.49383145426968,32.23600860582525,49.14002640558541,11.470985155195681,67.60471204188482,14.355628058727568,50.0,,50.0,48.67848842514316,standard,433,18392717079,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,1.0,-0.009663544595241547,48.8,1.0,2026-06-04,0
7013.T,IHI Corporation,Industrials,Specialty Industrial Machinery,Japan,JPY,2636092633972.0,-8.884535,-19.941067699999998,2.24,1.3416281000000003,1.6040461,1.889,-0.4994999999999994,0.166299985,0.003105001999999999,0.043369994999999995,0.060929999,-0.06543000000000002,0.017,1.04,1.113,34.0355,-0.5145,0.714,0.0,159183994880.0,489893003264.0,3104226148352.0,0.89,0.1317,23.0,1.58,11.5,1790640000.0,0.921,4684.577361328125,2055.117531788966,2486.5,4065.4546,2.18182,11.0,,,0.05163,0.64532995,False,False,,0.5,19057735.0,18557710.0,1.2484491576444867,-12.85,-42.05,-6.92,,-0.46921572466143413,0.505859078576352,40.87038789025544,-0.1845485357670641,-0.18135256380823128,True,0.06732866821927515,,0.669,Japan,True,True,,59.47152733013242,33.897342260093325,67.9303068757033,37.368565503998944,14.17004048582996,67.60471204188482,44.37194127243067,50.0,,50.0,48.67454528689646,standard,434,299934348,False,4,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.3,0.06907723844051361,93.9,0.875,2026-06-04,0
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,United States,USD,62062476984.067505,-9.074462500000003,-1.9375960000000019,2.3596,-0.8168487000000002,1.2680823,1.312,-2.4865000000000004,0.117320005,0.025065000000000004,-0.09483250249999994,-0.18226249000000003,-0.12328,-0.051,3.439,3.332,-38.438500000000005,-1.3925,0.204,12484117344.0,7141000192.0,9267999744.0,64189480960.0,1.71,0.1313,5.0,1.9,1.1,1781049600.0,0.512,311.9839701526704,246.31309440273927,291.8599853515625,314.47827,2.57143,23.0,3.97,0.0306,0.0026699998,0.87842005,False,False,,0.5,1424134.0,1533960.0,0.43,-3.95,-5.26,,,-6.9,0.1706,42.4,-3.15,,False,0.14431694732384315,,1.0,US,True,True,,41.20875007917451,28.099730458221025,76.9265840165459,58.09097736019729,55.465587044534416,67.60471204188482,99.02120717781403,50.0,58.35866261398176,50.0,48.65692709933453,standard,435,447701543,False,5,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.2,-0.007674029096961021,52.0,0.875,2026-06-04,0
CRM,"Salesforce, Inc.",Technology,Software - Application,United States,USD,156510904998.7793,-11.104910000000004,-9.963799,0.9313,-3.860751500000001,3.654321,4.371,-5.116999999999999,-0.0396399999999999,-0.0131900000000001,0.0627899950000001,0.0542,0.27792497,0.133,0.522,0.367,56.74100000000001,-0.813,0.615,15490556192.0,11836999680.0,42547998720.0,187221901312.0,0.92,0.19559999,1.76,,0.44,1775692800.0,1.139,275.1853299694128,163.52000427246094,191.1000061035156,255.54654,1.62264,52.0,5.01,0.088599995,0.029849999,0.94214,False,False,,,13634031.0,16787530.0,1.4,14.0,7.16,,,-21.09,0.4466,72.6,15.79,,True,0.9778850700042876,,1.0,US,True,,,51.8091035081355,32.47978436657682,80.58432969030436,28.335791025821653,36.30229419703104,67.60471204188482,96.90048939641109,50.0,22.492401215805472,50.0,48.64739751407854,standard,436,3208097085,False,6,NEUTRAL,0,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,0.0,-0.001304788631387055,63.3,0.875,2026-06-04,0
CMIG4.SA,Companhia Energética de Minas Gerais - CEMIG,Utilities,Utilities - Regulated Electric,Brazil,BRL,20944881144.0,-5.285480700000001,-0.61330975,,0.29003694999999974,0.72556597,1.146,-0.5554999999999986,0.06256501,0.015210000000000001,0.019684995999999982,-0.08247499500000002,-0.18008999999999997,-0.013999999999999999,-0.118,-0.058,-103.6705,-0.09450000000000003,0.663,-5309444224.0,1792521984.0,20011374592.0,49692123136.0,11.54,0.9541,1.27,9.49,0.236356,1777852800.0,0.19,13.60857519955025,9.153738541955258,11.0,12.53615,3.28571,13.0,,,1.0000001e-05,0.88872004,False,False,,0.5,15947831.0,15193370.0,1.08,-9.27,-4.5,,,-19.85,0.2407,38.9,-10.33,,False,0.236159993341164,,0.668,LatAm,True,True,,45.4108343463125,19.609164420485175,34.201198359129734,71.19604135655952,76.78812415654521,67.60471204188482,9.135399673735726,50.0,,50.0,48.6437106282496,standard,437,30082873,False,2,SVAG,-8,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.1,-0.009255077689886093,49.7,0.875,2026-06-04,0
SEDG,"SolarEdge Technologies, Inc.",Technology,Solar,Israel,USD,4774837168.941696,,27.306554999999996,4.61,4.683473975,3.7436051,3.636,-46.182,-0.8732700025,-0.114219998,-0.394560016,-0.296305015,-0.26906,0.28099999999999997,,,48.37599999999999,0.31200000000000006,1.262,-542418592.0,541649984.0,404347008.0,4637534208.0,,0.0,,,,,1.176,81.25,13.729999542236328,78.51000213623047,41.71429,3.19231,21.0,2.37,0.1967,0.01154,1.0763099,False,False,,0.5,4093725.0,4857230.0,0.41,64.99,109.0,,,-6.19,0.9707,76.5,46.8,,True,0.8815347014962122,,0.701,US,True,True,,5.979117021595776,63.20754716981132,73.29567952835585,35.88708606587406,93.11740890688259,12.172774869109947,8.482871125611746,50.0,5.47112462006079,50.0,48.61946551139522,standard,438,381341138,False,1,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,-0.016834372654557228,35.3,0.75,2026-06-04,0
NVMI,Nova Ltd.,Technology,Semiconductor Equipment & Materials,Israel,USD,16638757159.23352,28.193097,17.622091999999995,1.46,6.209241975000001,18.435703,18.096,38.583,0.07426000749999999,0.020610000000000003,0.183180004,0.15752499499999997,0.12104002999999997,-0.031000000000000014,-0.206,0.068,7.593999999999994,-0.1339999999999999,1.351,-697842080.0,1098544000.0,800171008.0,16331929600.0,,0.0,,,,,1.78,565.0,206.4199981689453,523.1300048828125,597.625,,8.0,5.08,0.0543,0.00096000003,0.73162,False,False,,0.5,355330.0,374650.0,0.31,3.01,21.39,,,-4.48,0.558,54.8,6.66,,False,0.6876632963809687,,0.873,US,True,True,18.113774418585585,73.99242227941981,56.26684636118598,41.12282339286183,36.808326883361346,80.16194331983806,12.172774869109947,19.73898858075041,50.0,35.25835866261398,50.0,48.61451642190806,standard,439,195990656,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.3,0.019581591710448265,81.7,0.875,2026-06-04,0
MOD,Modine Manufacturing Company,Consumer Cyclical,Auto Parts,United States,USD,16208637032.318726,107.968464,10.67599875,1.1802,10.92260515,5.095293,5.257,22.260499999999997,-0.030089989999999997,0.036029994999999995,-0.0413400005,0.006687512499999992,-0.22183000000000003,0.407,0.359,0.478,-31.255000000000003,0.6065,1.167,-921707952.0,73500000.0,580099968.0,16723535872.0,,0.0,,4.37,0.1,1227052800.0,1.657,323.25,86.4800033569336,306.8900146484375,340.85715,1.125,7.0,3.7,0.0725,0.022090001,1.08212,False,False,,0.5,1116265.0,1735800.0,0.48,10.48,46.53,,,-2.23,0.7446,55.4,18.59,,True,1.0139454579470941,,0.998,US,True,True,18.842745538459013,39.67005730567847,66.50943396226415,82.94791751214558,28.224766878667186,80.43184885290148,12.172774869109947,16.150081566068515,50.0,26.443768996960486,50.0,48.60131869840773,standard,440,532699687,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.3,-0.04836680367588997,6.9,0.875,2026-06-04,0
RENT3.SA,Localiza Rent a Car S.A.,Industrials,Rental & Leasing Services,Brazil,BRL,44328764885.25523,2.1050739999999983,-5.351914000000001,0.58,-1.2469766,1.0479499,1.822,0.1105,-0.1065099999999999,-0.0065599999999999,-0.0254900000000001,0.0111999999999998,-0.0806599999999999,0.212,0.394,0.449,58.2805,-0.3189999999999999,0.931,6030320256.0,9664792576.0,43697315840.0,80050249728.0,4.97,0.9949,2.09,2.79,0.522119,1774828800.0,0.27,53.34999847412109,31.53084182739257,42.02000045776367,59.06,1.6,15.0,,,0.17875,0.82526,False,False,,,9758911.0,8475330.0,0.85,-15.13,-18.76,,,-22.56,0.4395,35.8,-12.7,,False,0.191300663290483,,0.217,LatAm,True,,96.8813685064802,32.90600250388447,5.32345013477089,60.429929960093865,48.426885460601596,62.34817813765182,67.60471204188482,95.92169657422512,50.0,,50.0,48.59038543634324,standard,441,64104007,False,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,0.05080130323767662,90.4,0.875,2026-06-04,0
SHOP,Shopify Inc.,Technology,Software - Application,Canada,USD,142703178340.55615,77.106267,27.364418,2.1027,5.773480975000002,12.278713,11.829,49.144999999999996,-0.0351500025,0.03284999999999999,-0.0012399959999999932,0.013584994999999989,0.027639999999999998,0.20900000000000002,,,-48.64,4.483,4.528,436492000.0,5743000064.0,179000000.0,146274566144.0,,0.0,,,,,2.644,182.19000244140625,94.0,117.01000213623047,150.11111,1.7451,45.0,1.74,0.0179,0.0021600001,0.73792,False,False,,0.5,10234255.0,10044840.0,0.6221140843077926,-8.35,-3.99,-26.24,,-0.357758380985467,0.5727194893658594,68.24655416457149,0.013447399398224258,-0.1603615290278163,True,0.8464316695621813,,0.752,US,True,True,37.384762310738026,49.99909051593901,36.74405124192099,75.02566471614824,36.92712619212197,37.92172739541161,12.172774869109947,48.776508972267536,50.0,79.33130699088146,50.0,48.59010252131129,standard,442,1175346750,False,4,NEUTRAL,0,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.3,-0.022838948294520378,26.1,0.875,2026-06-04,0
HEI.DE,Heidelberg Materials AG,Basic Materials,Building Materials,Germany,EUR,31569346635.0,-5.2071375,-2.524018749999999,1.9617,0.010327949999999753,1.4647855,1.819,-2.254999999999999,0.0027249919999999747,0.0194599975,0.020964991999999995,0.052117500500000004,0.26621999999999996,-0.09699999999999999,-0.365,0.039,-7.238999999999997,-0.473,0.772,948698560.0,2639399936.0,8386699776.0,39211315200.0,1.96,0.29540002,3.6,3.1,3.6,1778716800.0,0.902,237.06012981725166,156.56947442581472,179.0,225.36842,1.84211,19.0,,,0.284,0.45508,False,False,,0.5,471072.0,371385.0,0.25111179468381484,-1.09,1.29,-17.24,4.6,-0.24491731216889945,0.35454664274618597,47.18805083511732,-0.009057901079837283,-0.08832880239354002,True,0.46847073433494113,,0.5,Europe,True,True,,61.44134797599641,44.34563661130916,22.437774413482156,38.057970378443486,68.55600539811067,67.60471204188482,77.16150081566069,50.0,,50.0,48.53798738430885,standard,443,71796148,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.5,-0.02134385146200657,27.8,1.0,2026-06-04,0
WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,United States,USD,87212003291.31439,9.172103000000003,14.886862500000003,2.171,4.12844345,7.202247,9.808,8.146999999999998,0.08156000500000002,-0.002142496249999997,0.123874994,0.1590224975,0.18299999999999994,0.041499999999999995,-0.03500000000000003,0.252,142.18974999999998,-0.358,0.623,-1010507952.0,950000000.0,30301999104.0,118769008640.0,2.94,0.8882,2.1,4.55,0.525,1781222400.0,0.633,80.08000183105469,54.50329464022905,71.30999755859375,82.76913,1.52,23.0,3.23,0.0187,0.00448,0.89113,False,False,,0.5,6374533.0,6842020.0,0.55,-5.52,-3.13,,,-9.43,0.2292,38.8,-2.33,,False,0.15184374596988723,,0.353,US,True,True,40.30966414453999,68.66689638639949,27.796495956873315,42.54861231534738,49.48469812483612,47.908232118758434,67.60471204188482,35.725938009787924,50.0,77.05167173252279,50.0,48.51374205694936,standard,444,487904429,False,1,SVAG,-8,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.7,-0.02625640295445919,21.6,0.875,2026-06-04,0
BOOZT.ST,Boozt AB (publ),Consumer Cyclical,Apparel Retail,Denmark,SEK,7603512715.2018585,5.798227999999995,6.511097249999999,,0.026351900000000317,0.9164171,0.989,-1.5314999999999994,-0.036969989999999994,-0.01364,-0.003210004500000009,-0.06816750249999999,-0.13516,-0.062000000000000006,1.662,1.5,-36.462999999999994,-0.040999999999999925,0.191,7032320.0,239000000.0,713000000.0,8202583040.0,,0.0,,,,,1.781,134.10000610351562,75.94999694824219,129.1999969482422,127.2,,5.0,,,0.0309,0.71603996,False,False,,0.5,177608.0,155820.0,0.57,7.52,46.04,,,-2.38,0.3632,64.0,14.24,,False,0.845059900852722,,0.236,Nordic,True,True,,29.083913466576842,66.10512129380054,51.99361829757133,32.58055471234858,89.74358974358975,12.172774869109947,45.67699836867863,50.0,,50.0,48.45514753794461,standard,445,1912535,False,5,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,VÄNTA,-0.8,-0.030706606805324554,17.7,0.875,2026-06-04,0
TATACONSUM.NS,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,India,INR,1132146792920.0,46.55819700000001,29.243538500000003,0.55,0.7820748999999996,5.5797076,5.627,27.625,-0.1381675,-0.03685499750000001,-0.023564994000000027,-0.02587000400000001,0.0007699899999999982,0.143,0.182,0.215,-41.83075,0.43699999999999983,0.898,7191331328.0,43181600768.0,28195100672.0,1141673820160.0,0.87,0.5295,10.0,0.73,10.0,1779667200.0,0.412,1271.9371979227803,998.7489642211792,1144.0,1347.8276,1.82759,29.0,,,0.34383,0.35102,False,False,,0.5,2154437.0,2771320.0,0.5785452097331167,0.02,1.11,-1.6,,-0.10058452424515651,0.21876860344376298,25.92878513149566,0.008970099390571251,0.010333626761269699,False,0.1264006216552328,,0.473,India,True,True,42.763573167632615,28.770086914673062,60.93267252123004,55.12681771344448,76.96429638136199,18.75843454790823,67.60471204188482,52.69168026101142,50.0,,50.0,48.430317590354264,standard,446,38044681,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-1.3,-0.02472495101392269,23.5,0.875,2026-06-04,0
