ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,data_quality,data_fetched_date,data_stale_days
EQR,Equity Residential,Real Estate,REIT - Residential,United States,USD,24809690711.180786,-4.806853999999998,17.591872000000002,16.1,0.037238399999999894,8.217795,10.853,-1.158999999999999,0.018409999999999996,-0.0015924987499999974,0.04789500199999999,-0.10580999000000002,0.17569004,-0.031999999999999994,-0.8815000000000001,-0.649,-13.818500000000004,-0.498,0.029,596282976.0,34677000.0,8643318784.0,33783785472.0,4.24,1.1118,2.81,3.81,0.703,1774828800.0,0.771,67.5199966430664,56.881122905106,66.20999908447266,70.83333,2.28571,18.0,3.99,0.0342,0.00588,0.99108005,False,False,,0.5,2731677.0,3560600.0,1.1343673365393803,1.6,6.84,9.73,,-0.01940162357410713,0.19937025784405105,52.030457589998896,0.049551501217341754,0.07501605722237326,False,0.6622236510999585,,0.182,US,True,True,,48.77097003248504,73.66692751354955,9.303362367598183,56.05688782258763,73.27935222672065,29.581151832460733,70.96247960848288,50.0,51.3677811550152,50.0,49.26740549135158,standard,401,235747323,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.3,-0.016050325706601143,36.9,0.875,2026-06-04,0
SMT.L,Scottish Mortgage Ord,Unknown,Unknown,Unknown,GBp,21312646634045.45,0.0,,,0.19935334999999998,,,,,,,,,,,,,,,,,,,,,,,,,,19578.309453964233,12553.318231679825,19109.908516407013,,,,,,,,False,False,,0.5,3140802.0,5699451.0,0.17,5.75,28.11,,,-0.58,0.23,78.1,10.06,,True,0.8322624943688939,,0.5,UK,True,True,,,69.00269541778975,29.515706806282722,82.21024258760107,5.668016194331984,12.172774869109947,,50.0,,50.0,49.24748074345851,standard,402,108915987204,False,1,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.6,-0.01116824522614479,45.6,0.25,2026-06-04,0
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure,Israel,USD,14048955652.817673,-19.3289325,-10.485005999999998,1.2942,-3.408231000000001,5.097589,4.842,-4.356,0.17152,0.00767,0.2591999950000001,0.11313,0.37811501,0.048,0.058,0.004,2.5829999999999984,0.2539999999999999,1.754,-332156256.0,2768800000.0,1973500032.0,13344435200.0,,0.0,,,,,0.428,233.77999877929688,112.2300033569336,135.0500030517578,144.32259,2.23684,31.0,1.92,0.048499998,0.23913,0.78522,False,False,,,1432471.0,1569530.0,1.07,21.43,-12.93,,,-29.94,0.44,80.8,4.22,,True,0.9057551049764704,,1.0,US,True,,,79.37831627558246,7.008086253369273,58.38617102911477,65.62704055602211,81.64642375168691,12.172774869109947,25.774877650897228,50.0,40.577507598784194,50.0,49.21669697594,standard,403,211965031,False,6,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,0.015971245244145393,79.8,0.875,2026-06-04,0
SUBC.OL,Subsea 7 S.A.,Energy,Oil & Gas Equipment & Services,Luxembourg,NOK,94767284480.0,3.5085620000000013,2.0503090000000013,1.28,0.26468470000000033,12.900177,12.861,61.662000000000006,-0.007229989999999999,0.018107501750000008,-0.00026500000000000135,-0.033042507499999985,-0.2583,0.12150000000000001,4.382,4.272,-21.536250000000003,-0.23449999999999982,1.073,500939776.0,1073169984.0,875400000.0,94482251776.0,6.1,0.7725,19.5,,13.0,1779235200.0,0.604,339.9666759981489,162.66333407486673,320.0,330.21375,2.5625,16.0,,,0.23692,0.60483,False,False,,0.5,512689.0,469479.0,0.72,1.31,21.81,,,-3.37,0.348,56.8,8.32,,False,0.6314958350620039,,0.367,Nordic,True,True,38.1520571864215,39.5851834409046,59.02964959568733,70.37006791499921,49.986785016354155,46.288798920377864,67.60471204188482,50.73409461663948,50.0,,50.0,49.18804313134689,standard,404,13971695,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,0.0,-0.032467957586050034,15.9,0.875,2026-06-04,0
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,United States,USD,72121177010.9331,7.656664499999996,9.990978250000001,2.3046,4.142203,4.3836536,4.917,5.905999999999999,0.107099997,0.03273999949999999,0.01844499,0.015422495500000001,-0.008319999999999994,0.01200000000000001,-0.33899999999999997,0.075,35.257,-0.8399999999999999,0.682,766167008.0,519800000.0,9266499584.0,80895975424.0,1.14,0.3735,2.92,1.06,0.73,1781568000.0,0.929,308.44335274143924,243.14999389648438,256.260009765625,316.42856,1.74074,21.0,2.33,0.014199999,0.00154,0.93561,False,False,,0.5,1607703.0,1903950.0,0.77,-0.77,-10.66,,,-16.86,0.2204,57.1,-2.26,,True,0.6446607541107574,,0.502,US,True,True,58.66760392500841,61.000737648851874,12.870619946091644,34.87104866294403,50.127970239134584,52.766531713900136,67.60471204188482,58.07504078303426,50.0,84.65045592705167,50.0,49.173434684114596,standard,405,487906246,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.3,-0.04468325525522232,8.1,0.875,2026-06-04,0
ENI.MI,Eni S.p.A.,Energy,Oil & Gas Integrated,Italy,EUR,68821109179.78204,7.156138000000006,-0.6470095000000002,0.422,0.04874449999999997,0.8146534,1.125,0.979000000000001,-0.046675003000000014,-0.014122498249999994,-0.036565001000000014,-0.10440250049999998,-0.16762001,-0.1745,-0.275,-0.086,16.11275,0.09499999999999986,0.773,-1500351424.0,14782999552.0,36569001984.0,95056601088.0,4.62,1.0348,1.07,6.16,0.27,1789948800.0,0.237,24.727837727226394,12.397532676942218,23.440000534057617,25.4,2.33333,22.0,,,0.36299,0.22455,False,False,,0.5,13331163.0,11360098.0,0.22949595076498724,-1.05,19.64,50.51,86.48,-0.052080461194179306,0.2308631755326201,51.55980027344709,0.009978195624717578,0.3109980503088563,False,0.6464020865980826,,0.838,Europe,True,True,49.28451392361481,23.080997116987042,87.09044624138964,27.777076972641154,75.60033713697968,53.98110661268556,29.581151832460733,30.99510603588907,50.0,,50.0,49.14825139200644,standard,406,287583159,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.3,0.015765829011797905,79.4,1.0,2026-06-04,0
IOT,Samsara Inc.,Technology,Software - Infrastructure,United States,USD,13927228587.129593,,21.458621,,8.871537975,13.449635,12.933,-510.051,-0.15558000249999998,-0.077750001,-0.11457999599999999,-0.12321500600000002,0.31592,0.14899999999999997,,,-44.949000000000005,-0.06999999999999984,1.267,-536230944.0,833792000.0,72768000.0,20934537216.0,,0.0,,,,,1.284,48.404998779296875,23.3799991607666,37.36000061035156,43.88,1.59091,20.0,7.28,0.1258,0.03896,1.02496,False,False,,0.5,6757969.0,6277860.0,0.58,19.26,22.77,,,-19.69,0.6631,74.5,19.16,,True,1.0582155570190617,,1.0,US,True,True,,26.11147165188793,43.261455525606465,87.45490342733952,24.77978887722622,82.05128205128204,12.172774869109947,25.122349102773246,50.0,14.58966565349544,50.0,49.130124554938206,standard,407,234540853,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.9,0.07114118337631226,94.1,0.75,2026-06-04,0
HNR1.DE,Hannover Rück SE,Financial Services,Insurance - Reinsurance,Germany,EUR,27110236091.233246,-2.5223385,-0.2675690000000026,2.1824,0.5384932499999995,1.1156292,1.012,-1.2174999999999994,0.09092500999999997,0.036485000000000004,-0.09158250649999997,-0.240817489,-0.15253999000000001,-0.28900000000000003,0.34299999999999997,0.479,-33.1355,-1.4055,0.156,3154023616.0,7716299776.0,4143300096.0,24602890240.0,5.55,0.294,12.5,2.66,12.5,1778112000.0,0.135,270.9383185772479,221.8152814172551,224.8000030517578,285.86667,2.33333,15.0,,,0.50200003,0.25284,False,False,,0.5,183267.0,191201.0,0.10695942274490149,-7.62,-4.48,-8.76,-15.73,-0.17029084615189083,0.19506842307248198,36.13862077952,-0.09322375716601305,-0.0703811605888689,False,0.020899083141718438,,0.666,Europe,True,True,,40.26769107120615,39.69217652571274,49.95668606787877,63.07585449376495,71.65991902834008,67.60471204188482,99.02120717781403,50.0,,50.0,49.12768050397486,standard,408,46420544,False,6,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.7,-0.005332588218152523,56.2,1.0,2026-06-04,0
SEB-A.ST,Skandinaviska Enskilda Banken AB (publ),Financial Services,Banks - Regional,Sweden,SEK,348075875100.0,-1.3034270000000028,0.24869949999999807,1.8912,-0.3808866500000001,4.756534,9.678,,-0.00010999500000000162,-0.011615,0.20393749350000007,0.189172505,-0.42635,-0.129,-0.15000000000000002,-0.042,,,,,828516007936.0,1189482987520.0,717094125568.0,4.66,0.5527,8.5,4.93,11.0,1774396800.0,0.405,191.8906917019211,151.07286515729422,180.5,190.625,2.94118,16.0,,,0.0100300005,0.75194,False,False,,0.5,2552274.0,2256988.0,0.15,-1.12,4.33,,,-5.37,0.2162,55.3,0.57,,False,0.31150772692671613,,0.53,Nordic,True,True,,48.666688790071014,42.25067385444744,24.7302863212986,83.96427565675666,26.720647773279353,67.60471204188482,,50.0,,50.0,49.101048371214134,standard,409,38701702,False,0,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.0,-0.02896278351545334,18.7,0.75,2026-06-04,0
FER.MC,Ferrovial N.V.,Industrials,Engineering & Construction,Netherlands,EUR,40941323079.85762,23.892736,30.598152499999998,4.9894,3.9230842999999997,4.2527604,5.138,19.731500000000004,-0.0005000100000000229,-0.016995001,0.028079995999999996,0.017169994999999993,0.49879999999999997,-0.003999999999999997,-0.948,-0.877,71.56800000000001,-0.13250000000000006,0.993,-239601440.0,4241999872.0,10732000256.0,49466818560.0,2.5,0.7493,1.43,2.04,0.5578,1779062400.0,0.797,62.92955387144173,42.46181756645126,57.13999938964844,60.95227,2.22727,22.0,,,0.36086,0.42001,False,False,,0.5,1102232.0,1023926.0,0.034195725103165604,-2.48,-3.13,3.09,29.23,-0.09200056452999383,0.20176824140354527,44.97438973194388,-0.012367070575916461,0.0392919771974678,False,0.26010169346860956,,0.5,Europe,True,True,34.78411634026576,53.036168432447695,65.94280449043077,17.603351855282366,56.33056070874572,63.96761133603239,67.60471204188482,37.84665579119086,50.0,,50.0,49.09120309947927,standard,410,63187701,False,2,SVAG,-8,VARNING,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.8,-0.009802688844501972,48.2,1.0,2026-06-04,0
CSU.TO,Constellation Software Inc.,Technology,Software - Application,Canada,CAD,61138412538.99414,22.397001500000002,-7.153404500000001,0.5265,5.636094075000001,5.031968,5.301,8.07,0.06392499249999999,0.018119999999999997,-0.026119996,-0.004679989999999995,-0.013869980000000004,0.065,1.488,1.699,85.9175,-0.7819999999999999,0.833,1910712512.0,3012999936.0,5560999936.0,64411410432.0,0.19,0.1141,5.47,0.19,1.386,1781827200.0,0.658,5054.045625993268,2194.724741788726,2885.0400390625,3928.5115,1.41667,12.0,4.42,,0.04409,0.42573002,False,False,,0.5,73307.0,61320.0,1.58,11.59,-1.61,,,-18.47,0.4655,65.1,8.16,,True,0.8837824614130237,,0.217,Canada,True,True,73.15603301991194,50.628200127709626,23.41644204851752,63.230526454112756,32.92753287900514,55.87044534412956,67.60471204188482,82.21859706362153,50.0,,50.0,49.07886054759538,standard,411,129144778,False,6,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.2,-0.05219504237174988,5.3,0.875,2026-06-04,0
STMPA.PA,STMicroelectronics N.V.,Technology,Semiconductors,Netherlands,EUR,52394414641.59611,394.2627075,8.138608,0.7104,-1.4029170000000004,4.232866,4.121,3.9730000000000016,-0.1581099999999999,-0.0433600009999999,-0.0868100009999999,-0.1129050029999999,-0.0681299899999999,0.23,-0.333,-0.339,-43.421,1.989,2.223,-836000000.0,4570999808.0,2783000064.0,51009413120.0,0.53,2.25,0.31,0.81,0.09,1782086400.0,1.513,61.630001068115234,18.06617474464244,58.95000076293945,50.90115,2.04762,21.0,,,0.27526,0.32657,False,False,,,3444570.0,3580592.0,2.8196556495959584,31.82,104.98,203.18,166.8,-0.043485319791148,0.4809232071748497,66.77657970396874,0.4132456357216814,1.0938112874768988,True,0.8193460293426683,,0.163,Europe,True,,42.30877060670399,18.3439410511284,95.91784289288854,28.657030452322648,40.73663781070146,58.83940620782726,29.581151832460733,30.505709624796083,50.0,,50.0,49.06193660412775,standard,412,227961973,False,4,NEUTRAL,0,UPPTREND,False,1,0.1428571428571428,LÅG,VÄNTA,0.0,-0.0058344206772744656,55.1,1.0,2026-06-04,0
APD,"Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,United States,USD,62192490695.729065,2.3320334999999996,2.9453682500000005,2.0879,0.9069145999999999,4.98981,6.593,7.0809999999999995,0.006359996999999999,-0.011360000500000002,0.05952499000000001,0.08204249549999998,-0.13222002,0.0,,,44.499,-0.4039999999999998,0.985,-4339495328.0,954200000.0,18442199040.0,82180390912.0,2.59,0.7566,7.24,2.43,1.81,1782864000.0,0.776,307.9599914550781,226.0325799981667,279.2900085449219,327.85666,1.91304,21.0,3.04,0.0143,0.0188,0.93007004,False,False,,0.113,1213879.0,1194470.0,0.8705725831632584,-7.23,2.93,8.44,,-0.0930964531291667,0.24677281914584898,13.289091663210286,-0.050453767157807694,0.02618390547684557,False,0.1142788977735788,,0.867,US,True,True,28.534311033142878,47.02185034698893,67.74729733646349,57.94130479416897,52.72159635184746,55.3306342780027,67.60471204188482,16.965742251223492,50.0,84.19452887537993,11.3,49.041653175948326,standard,413,333603537,False,1,SVAG,-8,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-1.2,-0.029926586896181107,18.1,0.875,2026-06-04,0
RIO.L,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,United Kingdom,GBp,129006208577279.25,-0.9554515000000006,0.8933392500000013,5.63,0.7415212499999999,2.3040314,2.674,-1.8874999999999993,0.04658998700000002,0.03243499899999999,0.08002499999999999,0.05963250550000002,-0.09842997000000003,0.057999999999999996,-0.473,-0.053,-38.214999999999996,-0.16899999999999993,0.917,2849887360.0,9420000256.0,23747999744.0,154145144832.0,3.62,0.6054,3.0,7.48,1.917705,1772668800.0,0.63,113955.2051897049,53398.09719333658,102834.60490608215,7467.7485,2.6,20.0,,,0.17701,0.51685,False,False,,0.5,2913767.0,3224198.0,0.48,9.42,13.72,,,-2.84,0.3045,44.6,8.77,,True,0.860280048199909,,0.5,UK,True,True,,60.73582624702508,54.85175202156334,30.001453276915367,54.243728673466784,0.9446693657219973,67.60471204188482,71.12561174551387,50.0,,50.0,49.00837151031976,standard,414,331559127469,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,-0.1,-0.006913748569786549,53.1,0.875,2026-06-04,0
MS,Morgan Stanley,Financial Services,Capital Markets,United States,USD,339084683219.7722,1.6711004999999979,4.766825,2.5369,0.4917750999999999,4.6339507,3.637,,0.028480005000000003,-0.006654999999999994,-0.0026725024999999514,0.03645751,0.42182,0.10200000000000001,0.182,0.29,434.8325,0.23350000000000015,1.53,,663304994816.0,579511975936.0,266139697152.0,1.86,0.35549998,4.0,2.98,1.0,1777507200.0,1.207,217.02999877929688,124.13383513089569,214.97999572753906,203.2857,,21.0,0.0,0.0,0.24326,0.62757,False,False,,0.5,6247668.0,6393140.0,0.57,11.6,30.63,,,-1.76,0.2934,74.5,13.18,,True,1.0814553466137684,,1.0,US,True,True,,56.75626402979932,65.76819407008087,74.5756156430532,37.48980124658105,27.125506072874494,67.60471204188482,,50.0,99.0,50.0,49.00477761067541,holding,415,1374397210,False,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.0,-0.03389481455087662,14.6,0.875,2026-06-04,0
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,United States,USD,156361253431.25,1.5953149999999994,5.533779500000003,1.7798,1.31906095,3.303151,4.141,6.193500000000002,0.03060500500000002,-0.016815001,-0.00356999999999999,0.03852498999999998,-0.19241000000000003,-0.172,-0.157,-0.098,301.156,0.8275000000000001,1.972,278492000.0,8830000128.0,48473001984.0,196007247872.0,1.12,0.3671,6.48,1.24,1.62,1782777600.0,0.969,672.2238494811068,430.2489751966594,579.25,642.12683,2.125,22.0,5.37,0.0202,0.0016,0.82768,False,False,,0.5,1289885.0,1860710.0,1.4480176539138627,0.34,-6.18,25.5,,-0.1383078710356287,0.29895105660371274,45.8686602452061,0.01115146590247651,0.11461409788916033,True,0.7045179998699176,,0.944,US,True,True,50.030044185036104,39.722134284215436,62.507608034083994,33.457904639556354,46.07603921110429,36.43724696356275,67.60471204188482,46.166394779771615,50.0,74.62006079027356,50.0,48.99789535486366,standard,416,1077816268,False,2,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.1,-0.01954335719347,31.4,0.875,2026-06-04,0
LSEG.L,London Stock Exchange Group plc,Financial Services,Financial Data & Stock Exchanges,United Kingdom,GBp,55047263335731.43,28.0247045,9.096575999999999,0.8882,0.45053794999999974,4.677137,5.869,12.332,-0.07198999499999999,-0.016300000600000003,-0.09990250249999996,-0.16073248,0.5012400499999999,-0.015,0.667,0.77,-30.975500000000004,-0.5105000000000001,0.008,1407762432.0,4079000064.0,11742999552.0,54855163904.0,1.68,0.5738,1.5,1.26,1.03,1776297600.0,0.394,148542.9104910052,81386.88170245243,112707.53293037415,12258.125,1.3125,16.0,,,0.04922,0.69624,False,False,,0.5,1902419.0,1346786.0,0.10010265229973718,-6.76,5.72,0.91,-23.38,-0.24124596348743965,0.3139617897229497,45.114723859915976,-0.017401077152637834,0.02478294992842711,False,0.2171226420865878,,0.5,UK,True,True,66.83839261560658,32.3448008332947,47.39284748186148,56.76739664998212,51.85782676911936,3.1039136302294197,67.60471204188482,78.79282218597064,50.0,,50.0,48.98213225028774,standard,417,151792927445,False,5,NEUTRAL,0,VARNING,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.7,-0.06704619526863098,3.6,1.0,2026-06-04,0
PZU.WA,Powszechny Zaklad Ubezpieczen SA,Financial Services,Insurance - Property & Casualty,Poland,PLN,54609195969.394684,-3.3007375000000003,0.06654299999999846,1.72,0.12188384999999968,0.8727278,1.422,-2.7145,0.05671500999999998,0.024505000000000006,-0.10905250649999997,0.004372494999999976,0.2132,-0.108,-0.363,-0.226,0.9125000000000014,2.9974999999999996,4.102,2941523648.0,49941000192.0,46239997952.0,88962490368.0,7.56,0.6123,4.8,6.57,4.8,1789516800.0,0.353,72.72000122070312,53.36000061035156,63.2400016784668,71.295,,10.0,,,0.34188,0.32931998,False,False,,0.5,1943054.0,1524175.0,1.07,-2.92,-4.9,,,-12.26,0.2299,45.7,-2.45,,False,0.2758112930883676,,0.591,Europe,True,True,,53.95661388264837,22.675202156334233,20.35377509358078,88.12082579282853,57.75978407557355,67.60471204188482,85.31810766721044,50.0,,50.0,48.95339684541827,standard,418,96388830,False,5,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.3,-0.003931339364498854,59.7,0.875,2026-06-04,0
SYK,Stryker Corporation,Healthcare,Medical Devices,United States,USD,112439706814.9032,7.139175000000002,2.2908332499999977,1.426,1.5032082499999997,4.4495335,4.935,4.704000000000001,0.028115005000000026,0.016215000000000004,0.009119997000000005,-0.016417502499999986,0.19491000000000003,-0.052000000000000005,0.03499999999999999,0.139,7.310499999999999,0.08325000000000005,1.035,3539617120.0,2964999936.0,15233999872.0,124708708352.0,1.2,0.39810002,3.52,0.99,0.88,1782777600.0,0.81,401.859343122551,281.0,293.29998779296875,389.2424,1.75,25.0,2.23,0.0156,0.05367,0.82322997,False,False,,0.1,2504800.0,3233600.0,0.71,-0.08,-20.16,,,-23.66,0.2533,44.0,-7.26,,False,0.27155873852107854,,0.637,US,True,True,76.69423791059702,56.26007183136026,4.8517520215633425,42.151542845181595,66.63808671500222,42.51012145748988,67.60471204188482,81.56606851549756,50.0,81.91489361702128,10.0,48.85786400329462,standard,419,948414841,False,6,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,-0.9,-0.07430298626422882,2.8,0.875,2026-06-04,0
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,USD,178694667709.91626,-0.5881474999999998,2.500149750000001,1.8439,0.5436219000000002,6.4126415,10.496,7.4325,0.005494999999999993,-0.008990000000000001,0.161165,0.07156000000000001,0.16195004000000002,-0.0040000000000000036,1.54,1.619,1.3984999999999985,-0.37149999999999994,0.338,-19273632928.0,1998000000.0,104403001344.0,292487069696.0,2.91,0.5895,2.49,2.5,0.623,1780617600.0,0.721,98.75,65.78723409666566,85.68000030517578,98.55053,2.0,19.0,0.01,0.0001,0.00117,0.86945,False,False,,0.5,10341346.0,15156740.0,0.86,-12.15,-7.19,,,-13.59,0.2427,25.4,-8.16,,False,0.167149494200469,,0.905,US,True,True,25.229491667144856,59.22883873644448,19.137466307277627,75.42429834243974,65.20868931221005,34.278002699055335,67.60471204188482,13.213703099510605,50.0,97.87234042553192,50.0,48.85723749358669,standard,420,1298629488,False,2,SVAG,-8,VARNING,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,-0.3,-0.021382411941885948,27.6,0.875,2026-06-04,0
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,United States,USD,39140791419.33298,1.991970499999999,-0.7209327499999985,11.95,1.3247715000000002,2.0587149,2.249,4.349,0.03529999699999999,0.0192199995,-0.037384999999999995,-0.0505375085,-0.31168,0.10300000000000001,0.514,0.858,-11.118000000000002,1.299,1.204,-852046828.0,556526976.0,4200793088.0,42753601536.0,0.78,0.2176,2.12,1.4,0.53,1782777600.0,1.493,273.54998779296875,118.74164403824004,271.4100036621094,241.45454,2.0,11.0,3.13,0.0323,0.065689996,0.86980003,False,False,,0.1,1157885.0,1188910.0,1.006764124267682,18.38,37.88,62.69,,-0.00782300941822367,0.33357107812839415,78.71484868203197,0.25949325963663994,0.5522153335178348,True,1.0419768226792863,,0.53,US,True,True,39.61598367039111,38.70336151491376,91.48943570124338,69.28367652438345,48.54811948588349,64.91228070175438,67.60471204188482,28.05872756933116,50.0,55.01519756838906,10.0,48.85677142768521,commodity,421,322682067,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-1.1,-0.06220332905650139,4.2,0.875,2026-06-04,0
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,United States,USD,56148929354.39371,6.029563999999997,5.859575749999999,1.2741,6.94629115,6.3048463,5.556,11.8015,0.17689001,-0.001910000000000002,0.1194899995,-0.07949249750000001,0.37707,0.11099999999999999,-0.05500000000000001,0.039,-46.299,0.10549999999999993,0.745,2370742112.0,12005000192.0,2534000128.0,70266388480.0,,0.0,,,,,1.208,147.25,110.80999755859375,134.35000610351562,156.51389,2.14286,36.0,3.72,0.0337,0.01244,0.878,False,False,,0.5,3701477.0,4003120.0,0.57,-4.34,-1.61,,,-7.3,0.3191,51.3,-0.75,,True,0.42282650688314277,,0.25,US,True,True,72.28081680834843,63.47572380657114,31.873315363881403,38.713850805220474,44.760624712750875,57.21997300944669,12.172774869109947,86.4600326264274,50.0,52.12765957446809,50.0,48.85383606845873,standard,422,537819196,False,4,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.2,0.010209264233708382,75.9,0.875,2026-06-04,0
FPH.NZ,Fisher & Paykel Healthcare Corporation Limited,Healthcare,Medical Instruments & Supplies,New Zealand,NZD,21670965328.23191,19.940524000000003,19.069745249999997,43.64,6.73790825,9.387872,9.22,14.704999999999998,0.11002501500000003,0.08624499999999999,0.080019997,0.09249249750000002,0.18479,0.06200000000000001,0.03599999999999999,0.141,-52.078500000000005,0.2862499999999999,1.615,-420845440.0,461100000.0,146100000.0,21284276224.0,1.41,0.5422,0.52,1.47,0.33,1782086400.0,0.849,41.400001525878906,32.15999984741211,36.900001525878906,39.63417,2.41667,12.0,,,0.038829997,0.47232,False,False,,0.5,524328.0,788322.0,0.46,1.1,-10.0,,,-10.5,0.3024,64.5,1.38,,True,0.7711336584809947,,0.5,US,True,True,29.478919884905764,76.99393545966524,18.463611859838274,47.68992214800217,57.33824140751767,76.38326585695006,67.60471204188482,28.221859706362153,50.0,,50.0,48.848692005570875,standard,423,29089083,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.5,-0.010222445242106915,46.9,0.875,2026-06-04,0
NOKIA.HE,Nokia Oyj,Technology,Communication Equipment,Finland,EUR,70228279445.26645,60.97291100000001,11.6317575,1.3984,-2.0632647,3.4869897,3.373,8.9065,-0.1416400029999999,-0.041659999,-0.0547599979999999,-0.0801399999999998,0.0,0.024,,,-40.825,0.0,1.288,724374976.0,5830000128.0,3324999936.0,67439972352.0,1.11,1.0,0.14,2.45,0.04,1777248000.0,0.765,14.225000381469728,3.365849256515503,12.579999923706056,9.37455,2.56522,22.0,,,0.06509,0.39359,False,False,,,18291358.0,13868564.0,0.5,18.91,92.7,,,-8.14,0.5227,60.6,33.39,,True,0.6617052328157493,,0.716,Nordic,True,,56.53401591972916,23.01821968419295,59.66981132075472,53.913594233504924,42.12750874395481,53.57624831309041,67.60471204188482,60.1957585644372,50.0,,50.0,48.803345221766826,standard,424,188423857,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.0,0.08764805644750595,96.1,0.875,2026-06-04,0
2317.TW,"Hon Hai Precision Industry Co., Ltd.",Technology,Electronic Components,Taiwan,TWD,4046554857458.0,0.8884499999999993,-2.053048999999999,1.2817,-0.3531426,0.47171867,0.467,-5.587,0.0008799979999999,-0.0014299999999999,-0.098575004,-0.11494,-0.31497999,0.289,0.181,0.186,46.729,0.011,1.002,27957302272.0,1578088923136.0,1324930564096.0,4009132032000.0,2.01,0.4328,5.8,3.81,5.799984,1751414400.0,0.721,289.0,145.7081769099001,289.0,312.77777,1.55,18.0,,,0.1311,0.28958,False,False,,,76248400.0,90021361.0,0.9,15.58,30.8,,,-5.18,0.3906,72.4,26.24,,True,1.2627025381423658,,0.698,Asia,True,,,25.399921143701214,58.22102425876011,66.69649401806987,50.186932977430224,12.415654520917679,67.60471204188482,53.67047308319739,50.0,,50.0,48.79216593578605,standard,425,806501373,False,5,NEUTRAL,0,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0,-0.014459386467933655,39.2,0.875,2026-06-04,0
