ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days
SHOP.TO,Shopify Inc.,Technology,Software - Application,Canada,CAD,186339776621.64496,68.03197474999999,24.227337750000004,2.1229,4.391759025000002,16.03337,15.583,69.459,-0.03521999999999999,0.028204999999999994,0.009667499999999992,0.027377487499999985,0.084955,0.20900000000000002,,,-29.589374999999993,4.3345,4.528,631971200.0,5743000064.0,179000000.0,192704643072.0,,0.0,,,,,2.587,253.10000610351562,129.00999450683594,152.7899932861328,185.67674,1.76,4.0,1.98,0.004,0.00215,0.73791003,False,False,,0.5,2040122.0,2177500.0,0.6714538038241169,5.91,-13.57,-31.52,,-0.3963256041027392,0.5665662942827543,61.327228884026866,-0.0364167899183544,-0.20469244882085924,True,0.600915750026649,,0.583,Canada,True,39.3630744833335,56.99842707844041,24.399539801623693,65.47276152446,37.40788116151459,33.691275167785236,12.190352020860495,52.373158756137485,50.0,94.86404833836858,50.0,45.89516125361577,standard,541,238443490,False,4,NEUTRAL,0,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-5.2,-0.023507002741098404,14.6,True,0.875,EXTREME_EARNINGS_GROWTH;,2026-06-09,0
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,United States,USD,37635415755.729675,-2.676995500000004,2.1158374999999996,1.5773,10.220959275000002,3.1004767,3.461,0.12325000000000008,0.30795498149999995,0.06284000000000001,0.03415999,0.024882510000000024,-0.08611750499999994,0.0020000000000000018,-0.294,-0.217,140.65550000000002,-0.5238749999999999,0.781,-16426304.0,871422016.0,5245879808.0,42009874432.0,,0.0,,,,,0.978,58.41999816894531,28.040000915527344,29.34000015258789,42.87879,1.72222,33.0,2.49,0.0375,0.00658,0.92533,False,False,,0.608,16876904.0,20814960.0,2.0741799643920666,-10.38,-17.05,-13.53,,-0.49777471632677417,0.38577184138350834,31.128825085330547,-0.10708307789048932,-0.19233849961433447,False,0.12668222035553545,,0.854,US,True,62.830153195555596,67.79911525407593,27.087199408866525,36.01964583934329,30.883026757506343,65.77181208053692,12.190352020860495,47.299509001636665,50.0,49.09365558912387,60.8,45.87868061810097,standard,542,610710930,False,3,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-10.5,-0.004905936773866415,47.1,True,0.875,,2026-06-09,0
IBM,International Business Machines Corporation,Technology,Information Technology Services,United States,USD,267716919713.2373,-13.127765250000001,-3.6236949999999997,2.6599,0.12144210000000122,3.8849669,4.728,-2.7072500000000024,0.1749450065,-0.01724,0.04531499750000001,0.0009675050000000074,0.10097251500000003,-0.03900000000000001,-0.07,0.153,163.20050000000003,-0.976375,0.644,11976414016.0,11783000064.0,69802000384.0,325816909824.0,2.37,0.59470004,6.76,3.91,1.69,1778198400.0,0.665,332.4599914550781,212.33999633789062,284.8399963378906,290.17142,2.0,21.0,3.89,0.0317,0.00117,0.65626,False,False,,0.573,7707209.0,17293450.0,0.35,23.85,12.07,,,-15.9,0.4922,66.5,12.44,,True,0.6922137773729046,,0.911,US,True,,58.59784027152207,39.793741109530586,48.30920299423711,27.985193447005365,28.59060402684564,67.34028683181225,88.70703764320785,50.0,57.250755287009056,57.3,45.849715878755674,standard,543,4925866235,False,2,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,1.7,0.02131979912519455,74.2,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,United States,USD,39194762048.73061,13.880527,-7.397874500000001,0.6143,1.0026285250000004,0.2654716,0.488,-6.8942499999999995,-0.07736749849999998,-0.01574,-0.0860050023,-0.09038249199999998,-0.24160748499999998,-0.023000000000000003,0.476,0.358,318.98325,-0.35912499999999997,0.305,2294538816.0,3334000128.0,24692000768.0,72058904576.0,2.2,0.8701,1.4,2.0,0.35,1778803200.0,0.416,76.17869785654563,58.002030302441504,63.56999969482422,75.45455,2.08333,22.0,5.48,0.0419,0.0844,0.81092,False,False,,0.451,6182839.0,7631920.0,1.2910946664088638,-3.19,-13.77,-2.98,,-0.16551475040260233,0.27560417971688217,42.79836378437656,-0.05378984515279006,-0.0386507253249051,False,0.36481810815649146,,0.876,US,True,,21.58933881610559,44.55464013305317,63.709065907931276,45.53949138407422,64.83221476510067,67.34028683181225,85.43371522094927,50.0,44.864048338368576,45.1,45.77950245770488,standard,544,485161152,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.9,-0.01257443055510521,29.0,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
AEHR,"Aehr Test Systems, Inc.",Technology,Semiconductor Equipment & Materials,United States,USD,3096572760.3122864,,631.4887749999999,0.9,13.9582511,68.42499,67.831,-279.67325,-0.2695849935,-0.13196,-0.36300500249999995,-0.547182515,-0.17536748499999996,-0.571,,,-40.74549999999999,9.197625,5.79,-1111787689.0,36911000.0,10025000.0,3069686784.0,,0.0,,,,,3.183,121.80000305175781,10.890000343322754,98.44999694824219,63.66667,1.5,3.0,1.43,0.1608,0.04566,0.72653997,False,False,,0.4,2939947.0,2136820.0,0.9305146283946346,1.78,176.47,297.62,,-0.19170776287742164,1.187785602250632,49.50984826543996,0.1821281520477993,1.3700560905715,True,0.4825526939462953,,0.675,US,True,,8.226071998134287,89.74656596216842,26.861661020585917,33.259651640013544,95.30201342281879,12.190352020860495,1.1456628477905073,50.0,9.06344410876133,40.0,45.696407373953285,standard,546,210369922,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-11.1,0.12752683460712433,94.6,True,0.75,EXTREME_EARNINGS_GROWTH;,2026-06-09,0
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,United States,USD,309883921214.77655,-7.521982500000004,-0.21811949999999847,1.7522,16.872070275,1.8601369,2.233,-3.19675,1.0994350115,0.05263999999999999,-0.0013500049999999979,0.011432510000000035,-0.15133750499999996,-0.023999999999999994,-0.158,-0.042,382.1265,-0.39787500000000003,0.231,9023913792.0,1600999936.0,63730999296.0,372013924352.0,3.0,0.65550005,9.32,2.37,2.33,1780531200.0,0.974,418.0559748917175,286.94770281038166,310.7799987792969,370.18182,1.88889,33.0,2.87,0.0139,0.00067000004,0.76142,False,False,,0.699,4476587.0,5322160.0,0.731728575932348,-3.08,-11.93,-11.36,,-0.2566067286568662,0.2350431200630063,67.5247929631295,-0.030798143104826203,-0.12916061918224953,True,0.6028060716472459,,0.52,US,True,,63.16252614675231,36.00041398598706,30.108683044240134,38.76604045588979,28.053691275167786,67.34028683181225,79.70540098199672,50.0,85.49848942598187,69.89999999999999,45.67130869262778,standard,547,1654020878,False,3,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-12.2,-0.05277358368039131,2.6,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
MUV2.DE,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Financial Services,Insurance - Reinsurance,Germany,EUR,57339723241.91739,-5.6008935,-2.824952999999999,1.8648,-0.5447596399999999,0.9346023,0.964,,0.04951750899999999,0.008104999499999998,-0.124915,-0.208909975,-0.012854995000000008,-0.121,0.473,0.563,-37.099999999999994,-1.3280000000000003,0.229,,5600000000.0,7518000128.0,59168436224.0,5.36,0.383,24.0,3.61,24.0,1777507200.0,0.335,583.9169414517542,437.3999938964844,448.1000061035156,551.18823,2.82353,17.0,,,0.0,0.50586,False,False,,0.5,346960.0,422043.0,0.678789636333047,-12.41,-11.75,-13.09,-18.72,-0.23259632613255898,0.21530804639961193,24.017473650263128,-0.10095516057656584,-0.12095498583094122,False,0.24215330808875066,,0.719,Europe,True,,39.32059383626707,28.943415718038693,55.60329479751388,57.57819878179662,56.510067114093964,67.34028683181225,,50.0,,50.0,45.597788250168016,standard,548,218456126,False,3,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-10.3,-0.0406540110707283,6.0,True,1.0,SUSPICIOUS_FWD_PE;,2026-06-09,0
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Consumer Cyclical,Luxury Goods,France,EUR,236687689563.13385,-1.6107424999999989,3.099207500000003,1.8919,0.53353671,2.9290493,3.249,-1.5696250000000007,0.003775013999999993,0.0158650045,0.0697125025,0.10962000500000002,0.28848498499999997,-0.119,-0.129,-0.02,-17.575999999999993,0.34199999999999997,0.691,11109426496.0,13520000000.0,36778999808.0,262532120576.0,2.71,0.595,13.0,1.77,7.5,1777334400.0,0.836,643.802043116836,425.8698323400167,479.04998779296875,590.07776,1.85185,27.0,,,0.50196,0.19155,False,False,,0.5,589588.0,627309.0,0.9084492745649001,0.16,-3.74,-22.76,3.41,-0.2559048345454976,0.3106106783897067,61.491934987682214,0.026449929421158203,-0.10162218432178938,True,0.7743514207634539,,0.5,Europe,True,,70.5859298963171,34.462232576298376,22.915024088182548,57.83955560823177,29.93288590604027,67.34028683181225,90.67103109656301,50.0,,50.0,45.59314613220438,standard,549,347132223,False,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-2.3,0.018807057291269302,72.7,True,1.0,,2026-06-09,0
Z74.SI,Singapore Telecommunications Limited,Communication Services,Telecom Services,Singapore,SGD,70384352078.51753,-6.108489999999998,3.5935449999999998,1.4403,0.07402765000000022,4.9355817,5.539,12.9495,0.08001000000000001,-0.014624999499999949,0.031552520000000056,-0.27078000500000005,0.25195,-0.015,-0.9075000000000001,-0.788,-39.88700000000001,0.1985000000000001,0.971,243403104.0,3470400000.0,11678699520.0,78989295616.0,3.12,0.38959998,0.13,3.45,0.103,1785456000.0,0.26,5.269999980926514,3.594560470649546,4.289999961853027,5.33733,1.5625,15.0,,,0.05705,0.73515,False,False,,0.5,36528726.0,67315847.0,0.6209735999478813,-6.54,-13.51,-8.92,14.76,-0.18595825856173787,0.21700551027831386,22.105232513490733,-0.09489853156228267,-0.06483440436954124,False,0.1568812891374393,,0.5,Singapore,True,47.77713960415163,50.80321730417292,42.286542832734796,16.6919961480571,78.89135979219384,53.557046979865774,67.34028683181225,51.882160392798696,50.0,,50.0,45.397375483056784,standard,553,224433234,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,-8.0,0.08623352646827698,90.3,True,1.0,,2026-06-09,0
012330.KS,"Hyundai Mobis Co.,Ltd",Consumer Cyclical,Auto Parts,South Korea,KRW,62158866351000.0,,-0.7970507499999995,0.09,,1.0037507,0.863,-3.551499999999999,-0.05377249150000001,-0.0232800002,-0.03608249949999999,-0.05400750249999996,-0.226875,-0.016999999999999994,-0.25,-0.145,-27.896499999999996,0.8159999999999998,1.721,1494572009472.0,12600156880896.0,3813206917120.0,53418978705408.0,0.93,0.16530001,6500.0,1.84,5000.0,1773878400.0,1.324,822000.0,244853.26771653545,697000.0,644000.0,1.48276,29.0,,,0.3518,0.37168998,False,False,,0.5,563666.0,1323125.0,0.7733675267284769,61.53,76.74,136.64,,-0.15206812652068125,0.6349814977501249,54.78615071283096,0.38833559078957847,0.7871507531462842,True,0.6654573667884554,,0.0,Asia,True,,25.709658858042182,89.89116019572873,17.346480833626263,35.46429812963423,2.1476510067114094,67.34028683181225,82.8150572831424,50.0,,50.0,45.39445146183162,standard,554,673219231,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-2.1,0.055469442158937454,84.9,True,0.625,SUSPICIOUS_FWD_PE;,2026-06-09,0
POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,United States,USD,10378283672.741089,21.308158,18.694869999999998,3.1458,9.128994875,9.167648,8.688,22.288749999999997,0.10809999649999999,0.067604999,0.05763499750000001,0.05854751500000001,-0.18157748499999996,0.0020000000000000018,-0.088,-0.01,-73.514,0.7753750000000001,2.004,-962154432.0,544889024.0,1955000.0,9835350016.0,0.13,0.0698,0.36,1.91,0.09,1779235200.0,1.128,327.8871434238099,56.54966787730062,284.8699951171875,316.25,,4.0,4.24,0.12529999,0.20848,0.95435995,False,False,,0.421,673117.0,522090.0,0.91,-13.84,61.58,,,-13.84,0.6278,57.8,6.09,,False,0.40677298020864205,,0.757,US,True,15.193552978011812,66.0176522573999,52.916073968705554,41.520714628765305,39.17604194882656,85.63758389261746,34.09387222946545,11.456628477905074,50.0,15.105740181268882,42.1,45.36729748175485,standard,555,148727776,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.6,0.057377997785806656,85.0,True,0.875,,2026-06-09,0
MOD,Modine Manufacturing Company,Consumer Cyclical,Auto Parts,United States,USD,14604093226.12915,92.21615449999999,4.852038500000001,1.1171,6.7625632750000015,4.590894,4.753,15.600250000000004,-0.0680949885,0.027839994999999992,-0.047270005000000004,0.01046252000000003,-0.25237748499999996,0.40299999999999997,0.359,0.478,-29.000499999999988,0.5001250000000002,1.167,-1205786064.0,73500000.0,580099968.0,15118992384.0,,0.0,,4.37,0.1,1227052800.0,1.66,323.25,86.4800033569336,276.510009765625,340.85715,1.125,7.0,3.7,0.072399996,0.02122,1.0821,False,False,,0.402,1118303.0,1702450.0,0.55,-5.25,34.5,,,-12.07,0.7503,57.7,4.72,,True,0.49544330263925385,,0.998,US,True,19.413749987293002,39.14331878066546,51.1379800853485,82.79919645947399,28.155631993649134,81.47651006711409,12.190352020860495,13.093289689034371,50.0,27.19033232628399,40.2,45.326287351532386,standard,556,470744466,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.1,-0.015795955434441566,22.6,True,0.875,,2026-06-09,0
NOW,"ServiceNow, Inc.",Technology,Software - Application,United States,USD,115970581452.69775,28.62196774999999,-2.473940999999998,1.158,1.890732100000001,8.307349,8.11,16.880750000000003,-0.02207499349999996,-0.014369998000000002,0.015114997500000001,-0.0037024949999999723,0.283012515,0.087,-0.189,0.02,-27.24049999999999,-0.9273750000000001,0.691,4003789120.0,5182000128.0,2431000064.0,113219584000.0,,0.0,,,,,0.927,211.47799682617188,81.23999786376953,112.44999694824219,141.86295,1.4375,44.0,2.11,0.0563,0.0016699999,0.88473,False,False,,0.636,26500082.0,38374010.0,0.8925996280704156,26.28,-9.56,-32.49,,-0.46826620908144656,0.49860542709449296,60.60531996205973,0.13521182311806457,-0.1978113911698336,True,0.6320400836939537,,0.937,US,True,71.30470362200242,51.44749483651226,25.199110411506883,51.92793963049872,25.44285563090375,41.47651006711409,12.190352020860495,87.88870703764321,50.0,34.29003021148036,63.6,45.27868795156944,standard,557,4315157307,False,4,NEUTRAL,0,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-8.2,-0.010469922795891762,34.0,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
CCO.TO,Cameco Corporation,Energy,Uranium,Canada,CAD,62755945205.0506,71.93994899999998,41.516326750000005,1.92,5.8588406,17.738361,17.71,59.9875,-0.022580004000000008,-0.020044999999999993,0.08229249999999999,0.014122492499999993,-0.026924979999999987,0.022499999999999992,0.59,0.874,-24.386374999999997,1.7087499999999998,1.837,0.0,1109720064.0,1010993984.0,62657236992.0,0.17,0.1611,0.24,0.23,0.24,1764547200.0,0.983,182.72000122070312,80.53376938121866,144.08999633789062,177.83333,1.79167,18.0,2.88,,0.00145,0.68163,False,False,,0.5,937679.0,966850.0,1.248952445006699,-14.61,-3.31,15.44,,-0.2114164000915928,0.5463176899560467,46.496579384193204,-0.08284037605218819,0.025872854731006756,True,0.20318650959654344,,0.712,Canada,True,37.41610840593264,46.56218578616589,59.188202362127015,67.71161839384796,47.75658862928938,55.43624161073826,67.34028683181225,48.52700490998363,50.0,,50.0,45.223338386518215,commodity,558,99844771,False,3,SVAG,-8,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-8.3,0.013800210319459438,70.1,True,0.875,,2026-06-09,0
BARC.L,Barclays PLC,Financial Services,Banks - Diversified,United Kingdom,GBp,77981577213147.56,-1.908926000000001,-2.2884436999999997,1.4984,-1.4118296499999998,2.2874389,3.619,,-0.04805374500000001,-0.01944500005,0.004955009999999954,-0.0399224515,-0.401355,-0.022,-0.054000000000000006,0.038,,,,,724346994688.0,759123017728.0,98049613824.0,1.88,0.1982,0.09,3.23,0.056,1771459200.0,0.899,6551.15537071228,4054.7310845718316,5758.838656297303,539.25,1.75,16.0,,,0.0030500002,0.50021,False,False,,0.5,64040191.0,55318431.0,0.6324820319121635,3.75,8.31,5.72,35.7,-0.12094305043612974,0.3001973125420234,69.95717560625613,0.06801513845973495,0.0874914102033737,True,0.7537611184092873,,0.692,UK,True,,29.139266426986232,71.75794630249842,39.95237412696193,53.75539228596598,1.476510067114094,67.34028683181225,,50.0,,50.0,45.199166449307654,standard,560,318569918849,False,0,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-8.4,0.0015008618356660008,59.3,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
BNP.PA,BNP Paribas SA,Financial Services,Banks - Regional,France,EUR,103024301779.16833,-5.3502785,-4.059253999999999,2.8857,-1.41015717,2.1019316,,,-0.053212491,-0.010025000499999999,0.019845,-0.007189954999999998,-0.37393501500000004,0.032,-0.015000000000000013,0.09,,,,,1143160045568.0,653543014400.0,,10.62,0.6961,9.95,6.83,2.57,1779062400.0,1.051,95.23999786376953,63.2448373359118,93.6500015258789,,,,,,0.11287,0.46383,False,False,,0.5,2465045.0,2043411.0,0.83,6.36,8.81,,,-1.1,0.2968,68.8,5.55,,True,0.7946060501718208,,0.5,Europe,True,,34.95834549548376,50.640113798008535,41.82277607196696,48.00110797286375,44.29530201342282,67.34028683181225,,50.0,,50.0,45.15791480536648,standard,562,221052837,False,1,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.4,0.010906524024903774,67.9,True,0.75,SUSPICIOUS_FWD_PE;,2026-06-09,0
BA,The Boeing Company,Industrials,Aerospace & Defense,United States,USD,169839734808.2422,51.273976000000005,28.781654,23.3424,21.999717875,1.8423992,2.162,-81.28125000000001,1.5085799965,-0.08343500100000001,-0.0828950015,-0.11843248499999999,-0.43435748799999996,0.07700000000000001,,,754.9060000000001,-0.302625,0.317,1449913920.0,20177999872.0,49614000128.0,199281737728.0,,0.0,,2.48,2.055,1581552000.0,1.198,254.35000610351562,176.77000427246094,215.4499969482422,270.0,1.62963,25.0,0.23,0.0021,0.00051,0.75427,False,False,,0.635,7154161.0,7233190.0,0.6285594115870496,-6.3,-6.78,6.37,,-0.15293889609517786,0.3193713027256011,45.643145864429975,-0.025786713673914496,-0.016840810036556464,False,0.2427810986879787,,0.743,US,True,,29.36682722202114,55.07987281965375,64.66426276368834,28.72072789504413,35.30201342281879,12.190352020860495,57.93780687397708,50.0,95.46827794561933,63.5,45.15320809195861,standard,563,1558390763,False,2,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-10.1,-0.03683478757739067,8.0,True,0.875,EXTREME_EARNINGS_GROWTH;,2026-06-09,0
S92.DE,SMA Solar Technology AG,Technology,Solar,Germany,EUR,2071590026.473999,,-1.7035699999999983,0.8,0.13352253499999966,1.3546638,1.332,-34.891125,-0.564844991,-0.1348850005,-0.21331249499999996,-0.09220500999999999,-0.288195015,-0.094,,,-15.930999999999997,-0.22550000000000003,0.655,-518354256.0,129088000.0,94134000.0,2036636032.0,,0.0,,3.58,0.5,1748390400.0,0.807,70.69999694824219,15.40999984741211,59.70000076293945,51.8,,5.0,,,0.59354997,0.23313,False,False,,0.5,161882.0,110107.0,0.5142214802203992,-0.5,99.13,79.71,211.42,-0.1555869400299349,0.7491515573860684,33.333338534011105,0.07090966256531961,0.6532793730309161,False,0.16112517514557648,,0.332,Europe,True,,10.393958023292052,91.90860995822212,12.347824031392573,32.94595477068889,96.51006711409396,12.190352020860495,4.091653027823241,50.0,,50.0,45.08338618245543,standard,564,7593148,False,2,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-8.8,0.24387766420841217,97.6,True,0.875,EXTREME_EARNINGS_GROWTH;SUSPICIOUS_FWD_PE;,2026-06-09,0
TITAN.NS,Titan Company Limited,Consumer Cyclical,Luxury Goods,India,INR,3778990389903.0273,37.492664000000005,26.722873500000006,,18.989020799999995,4.314704,4.62,14.057750000000002,0.198067485,0.006599987999999994,-0.0328224995,-0.052639997999999986,-0.20734998999999998,0.7330000000000001,0.236,0.354,155.351,-0.45750000000000013,0.128,-83851839488.0,41659998208.0,306210013184.0,4046760706048.0,0.26,0.19229999,11.0,0.27,11.0,1751932800.0,0.225,4605.0,3303.10009765625,4260.2001953125,5039.3516,1.80556,37.0,,,0.5879,0.21952999,False,False,,0.5,1232350.0,823445.0,1.35,1.22,-1.31,,,-9.3,0.2716,49.9,-3.66,,True,1.0629235301911215,,0.744,India,True,32.73241097477916,47.31349458324015,29.018492176386914,74.53332339263734,49.99462951212299,12.885906040268457,67.34028683181225,31.58756137479542,50.0,,50.0,45.07540713164918,standard,565,36795057,False,3,SVAG,-8,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-5.3,-0.04621228948235512,3.9,True,0.875,,2026-06-09,0
BX,Blackstone Inc.,Financial Services,Asset Management,United States,USD,85610546880.47208,9.322507499999993,0.047263000000000055,1.9371,6.1522211250000005,9.792569,8.09,,0.12058752650000004,0.10311000000000001,-0.04307750749999999,0.010972540000000003,0.5173925149999999,-0.003999999999999997,-0.096,0.057,6.8925000000000125,-0.921875,0.847,,2605123072.0,15424749568.0,116472651776.0,4.31,1.2154,4.97,3.38,1.16,1777852800.0,1.585,184.54309934162563,100.79603809633919,115.3499984741211,143.65,2.0,20.0,3.2,0.0248,0.0107700005,0.73754996,False,False,,0.446,7423482.0,5294290.0,1.0926073647355619,-7.49,5.45,-22.27,,-0.3749427700865394,0.3464634030433441,45.674386575803446,-0.03049902726942111,-0.16924573960323186,False,0.29635106116399157,,0.998,US,True,,72.15383121958902,43.08872056667942,49.754632279798074,38.34012121990217,48.18791946308725,29.335071707953063,,50.0,65.86102719033232,44.6,44.99123863534695,holding,568,610696343,False,2,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-11.6,0.015444625169038773,71.6,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
IOT,Samsara Inc.,Technology,Software - Infrastructure,United States,USD,12972899793.588009,309.68744275000006,14.099509999999999,,6.2297191000000005,11.717537,11.275,32070.75375,-0.13912499549999996,-0.07416000010000001,-0.0775150025,-0.122092495,0.2804325150000001,0.17099999999999999,,,-43.39049999999999,-0.15137499999999998,1.194,-862244816.0,804318976.0,69020000.0,19512590336.0,,0.0,,,,,1.339,47.470001220703125,23.3799991607666,34.79999923706055,44.78,1.59091,20.0,7.28,0.1258,0.03896,1.02489,False,False,,0.492,6813823.0,6364020.0,2.621148567167614,20.33,-1.58,-10.79,,-0.2669054488693967,0.5805217196155524,65.05746763564343,0.13729204428546993,0.018839730378215735,True,0.7336783523631326,,1.0,US,True,15.724552967846215,27.735692745610322,43.915128058863026,88.75970789487562,25.097761114208,82.68456375838926,12.190352020860495,21.931260229132572,50.0,14.803625377643503,49.2,44.77156477323468,standard,571,221467891,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-10.6,0.007809142582118511,65.0,True,0.875,EXTREME_EARNINGS_GROWTH;,2026-06-09,0
RMBS,Rambus Inc.,Technology,Semiconductors,United States,USD,15713382410.763733,30.554742749999996,14.966435,3.8,3.2807401000000005,21.789188,20.732,27.14075,-0.002594993499999962,0.040160004000000006,0.20820499750000004,0.20561747500000002,0.3215025650000001,-0.053000000000000005,-0.22999999999999998,-0.007,-46.288499999999985,8.046625,9.038,-854544944.0,786139008.0,23404000.0,14950647808.0,,0.0,,,,,1.825,174.10000610351562,57.119998931884766,145.30999755859375,145.25,1.44444,8.0,2.72,0.0958,0.0076200003,0.9934,False,False,,0.784,2322047.0,2209340.0,0.53,2.98,49.71,,,-18.83,0.8742,57.0,8.97,,True,0.5481773130723162,,0.48,US,True,19.188226204877452,79.1873215157647,49.359886201991465,21.70286130074278,36.634609636943914,80.93959731543625,12.190352020860495,18.494271685761046,50.0,22.054380664652566,78.4,44.75419254330396,standard,573,321039190,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-3.2,0.08620838820934296,90.1,True,0.875,,2026-06-09,0
0101.HK,Hang Lung Properties Limited,Real Estate,Real Estate Services,Hong Kong,HKD,39795806919.85274,-3.483437500000001,-9.580423250000003,0.4579,-0.746858905,3.9983733,9.851,-3.459999999999999,-0.03167250750000001,-7.000069999999609e-05,-0.08694248699999998,0.21292748250000001,0.285215,-0.086,-0.4625,-0.181,-10.627000000000002,0.8105,0.56,-5529107712.0,5952000000.0,54470000640.0,98050809856.0,6.61,1.4053999,0.52,7.12,0.4,1778025600.0,0.739,9.856513080827808,5.845473720440838,7.869999885559082,10.82311,1.66667,13.0,,,0.65828,0.12841,False,False,,0.5,9661951.0,9312248.0,1.213941975840636,-13.04,-14.78,-9.53,,-0.2015432008234992,0.2903917270470064,21.093752910383643,-0.07899496043087884,-0.07969913485391777,False,0.21383957600215991,,0.5,Asia,True,,54.54653365989269,38.292139320726015,16.667080219863138,65.44857933420681,64.42953020134227,29.335071707953063,18.821603927986907,50.0,,50.0,44.607683840716334,standard,575,9351937,False,3,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-14.8,0.07797535508871078,89.2,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
