ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_total,company_type,rank,data_quality,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,predicted_return,ml_rank,_fundamentals_neutralized,score_options_flow
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,197074326676.6867,-10.587171,-6.547086999999999,1.5524,0.7922049999999992,2.0649688,2.505,-6.846,0.23007002,0.0206899949999999,-0.0330500049999998,0.0058199899999999,0.04531501,0.085,0.278,0.269,177.296,-0.702,0.667,7683806496.0,10828000256.0,52728000512.0,239127330816.0,4.11,0.8932,5.92,3.03,1.423,1780617600.0,0.394,169.96153592478052,124.0317726657702,144.19000244140625,171.04762,2.56522,21.0,4.15,0.020299999,0.00183,0.80819,False,False,,6441977.0,8331250.0,0.92,-10.09,-13.42,,,-16.25,0.2136,33.5,-7.5,,False,0.0665156725967414,,0.862,US,,59.84788889452075,15.681632867776639,61.776377174201585,49.95143943832613,33.69565217391305,68.83802816901408,89.76377952755905,50.0,77.13178294573643,50.80477217174473,standard,246,0.875,1201282958,False,4,NEUTRAL,0,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,0.032614752650260925,75.5,True,50.0
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,United States,USD,125504000000.0,-6.421448000000002,-3.214601999999997,1.4908,-4.406357700000001,7.978639,9.067,-1.5199999999999996,-0.06932001,-0.0010299999999999,0.1790799750000001,0.2790199999999999,0.20618501,0.104,0.325,0.28,-29.149,-0.922,0.568,4236431136.0,1810000000.0,13900000256.0,142625996800.0,0.92,0.24350001,3.88,0.82,0.97,1780012800.0,1.105,574.2334848772068,379.8408011799742,424.0,533.7619,1.29167,21.0,2.16,0.0136,0.00275,0.90956,False,False,,2030353.0,2261150.0,0.79,0.87,-3.21,,,-21.16,0.3296,55.6,1.22,,True,0.7447853867370764,,0.713,US,,65.12799557188308,23.76394039822194,60.69928703202367,32.88370112375737,41.1231884057971,68.83802816901408,87.20472440944881,50.0,89.53488372093024,50.783957115748215,standard,247,0.875,958727600,False,5,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.009268194437026978,45.4,True,50.0
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,United States,USD,44452937610.4353,8.274090000000001,11.810457,3.6111,19.548226,9.9981985,10.202,9.705,0.52043,0.1944099999999999,0.1217999950000001,0.15403,0.12201501,0.143,0.172,0.147,3.499000000000009,-0.48,0.691,-275599264.0,200528000.0,1105451008.0,45357858816.0,,0.0,,,,,1.574,769.97998046875,504.55999755859375,563.530029296875,709.1429,2.13333,14.0,3.32,0.0293,0.00691,0.96236,False,False,,573387.0,661230.0,0.91,-0.12,-10.82,,,-22.65,0.2792,71.7,0.43,,True,0.673478974704763,,0.911,US,43.59154294644467,84.29245258763493,14.23712485862332,61.81990592156917,49.07285314559917,60.86956521739131,14.612676056338028,40.354330708661415,50.0,64.34108527131784,50.76143598034767,standard,248,0.875,372622961,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.011186749674379826,50.8,True,50.0
GE,GE Aerospace,Industrials,Aerospace & Defense,United States,USD,337790873392.4402,6.945771000000001,15.003624000000004,7.7917,9.74716,7.001719,7.219,11.964000000000004,0.24556002,-0.021699997,0.0540900050000001,0.0382700099999999,-0.1870249899999999,0.247,-0.018,-0.037,48.986,-0.591,0.65,4605556000.0,10581000192.0,21321000960.0,348770861056.0,0.58,0.1925,1.88,0.4,0.47,1773014400.0,1.352,347.97310029360074,231.0172189903246,323.760009765625,350.33334,1.45455,21.0,2.08,0.0137,0.00302,0.80957,False,False,,5946614.0,5372720.0,0.65,13.32,-2.69,,,-5.96,0.376,68.7,9.68,,True,0.9838790136449336,,1.0,US,62.31426939953116,52.82709591780216,37.080801704410945,57.67185149840329,33.9487560044437,27.898550724637683,68.83802816901408,69.88188976377953,50.0,89.14728682170544,50.75328389855211,standard,249,0.875,1739471880,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0075274864211678505,39.2,True,50.0
2379.TW,Realtek Semiconductor Corp.,Technology,Semiconductors,Taiwan,TWD,297460540000.0,0.0,0.4656670000000007,0.85,3.9843762,2.396816,1.979,-0.8899999999999988,0.1989300220000001,0.0255,-0.006155004,-0.0317,0.11817003,0.04,-0.092,-0.091,5.058000000000003,-0.293,0.913,-8153088.0,64720822272.0,11279789056.0,245566029824.0,4.4,0.90879995,25.5,4.76,25.5,1757462400.0,0.699,624.0,438.0,580.0,589.5,2.17647,16.0,,,0.055710003,0.50104,False,False,,3935105.0,4310008.0,1.445473570397114,5.26,22.23,16.58,,-0.0705128205128204,0.3267931373521694,48.97959183673469,0.0848015561291288,0.1218296486339856,True,0.6521013503258019,,0.136,Asia,,61.84308907434873,69.3928815691257,17.879794855122682,61.77316680570128,28.6231884057971,68.83802816901408,47.83464566929133,50.0,,50.72225951439726,standard,250,0.875,77493944,False,3,SVAG,-8,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.00497479597106576,34.5,True,50.0
LOTB.BR,Lotus Bakeries NV,Consumer Defensive,Packaged Foods,Belgium,EUR,8940140000.0,18.590505,18.746662,9.38,1.959121999999999,6.597592,6.732,14.847,0.0,0.02897,0.0025799950000001,0.0120299999999999,-0.1024349699999999,0.103,0.154,0.154,-31.216,-0.1139999999999999,0.937,-1032469620.0,121885000.0,312249984.0,9122948096.0,0.82,0.35869998,90.0,0.69,90.0,1778803200.0,0.612,11180.0,7169.525848143222,11000.0,11129.3,,10.0,,,0.5,0.13114999,False,False,,669.0,757.0,3.850675624093442,9.4,5.85,42.95,25.34,-0.0161001788908765,0.2648416780687006,70.71579527703759,0.0823609267536322,0.2328228709332618,True,0.8284566886894839,,0.5,US,18.36343691771353,52.27164051154007,71.73676137315717,45.32232602877872,63.79782164707888,86.59420289855072,68.83802816901408,10.039370078740157,50.0,,50.71158321623757,standard,251,1.0,8993160,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,0.009306052699685097,45.6,True,50.0
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland,USD,155552982369.99512,5.974685000000001,3.170805000000001,3.0238,-0.5447225000000007,5.4537897,6.194,8.218000000000002,-0.00027001,0.0,0.0153199950000001,-0.0027500099999998,-0.1274649899999999,0.168,-0.094,-0.102,42.922,-0.4059999999999999,0.686,1584056352.0,751000000.0,21833000960.0,176678977536.0,1.1,0.4129,4.4,1.55,1.1,1778198400.0,1.24,434.2300046670608,308.3219395765691,400.6000061035156,451.73297,1.72414,27.0,3.23,0.023699999,0.00054000004,0.88028,False,False,,2661952.0,2738080.0,0.72,-5.71,13.21,,,-7.33,0.3528,40.7,1.67,,False,0.4857626462483645,,0.841,US,61.316643625653654,46.10343597778889,49.42627370525264,44.71492902596705,41.41716944480521,36.775362318840585,68.83802816901408,63.38582677165354,50.0,69.76744186046511,50.59261667890876,standard,252,0.875,1096874865,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-0.022787824273109436,11.3,True,50.0
ERIC-A.ST,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,SEK,31358367562.215862,-12.352783999999998,,1.93,-1.4629194,1.7237499,1.629,-7.187499999999998,0.0911799999999999,0.0,0.014380008,-0.0254000039999999,0.0268900200000001,-0.103,-0.785,-0.786,-18.358,-0.446,0.908,28613375040.0,63089999872.0,39289999360.0,376256495616.0,2.5,0.38729998,3.0,3.36,1.5,1790553600.0,0.49,127.5999984741211,67.8315200805664,119.8000030517578,,,,,,0.32875,0.5736,False,False,,35854.0,35123.0,0.9502680778585584,14.75,20.32,33.11,,-0.0611284915018648,0.3169495008946136,69.84124821602546,0.0768227270642101,0.2842519365123994,False,0.5982266598359479,,0.5,Nordic,,55.49640178770162,75.53935299659666,9.055117309634745,54.59758419726867,67.21014492753623,68.83802816901408,99.01574803149606,50.0,,50.57119784095697,standard,253,0.875,399735,False,5,NEUTRAL,0,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.004759873729199171,33.9,True,50.0
0700.HK,Tencent Holdings Limited,Communication Services,Internet Content & Information,China,HKD,3856740252375.665,-5.350801000000001,-4.392777999999999,1.2746,0.3240724999999997,5.020477,5.062,-2.4829999999999988,0.0878800020000001,0.041019996,0.1845050159999999,0.1923199999999999,0.18789001,0.091,0.229,0.215,13.577000000000004,-0.0149999999999999,1.141,120850691072.0,459714985984.0,405511012352.0,3888668475392.0,1.24,0.1712,5.3,0.67,5.3,1778803200.0,0.753,675.1340645101453,420.3999938964844,427.2000122070313,710.9653,1.34783,42.0,,,0.31638,0.25705,False,False,,28386073.0,32012446.0,1.518923694833274,-8.78,-16.89,-30.57,,-0.3672367687194198,0.2726912215673373,26.71317745340062,-0.1100972511033524,-0.2483106922559488,False,0.0400162186215795,,0.88,Asia,,79.86279926335176,19.68304216714463,59.70944326103742,66.78689900225916,12.862318840579709,68.83802816901408,88.18897637795276,50.0,,50.57001740470289,standard,254,0.875,1750491817,False,6,NEUTRAL,0,NEDTREND,True,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.010934311896562576,50.3,True,50.0
ERIC-B.ST,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,SEK,367725700623.3192,-12.312997,-1.3948675,1.93,-1.453157,1.7280662,1.633,-7.1595,0.0911799999999999,0.0,0.014380008,-0.0254000039999999,0.0268900200000001,-0.103,-0.785,-0.786,-18.358,-0.446,0.908,28613375040.0,63089999872.0,39289999360.0,377256574976.0,2.5,0.38729998,3.0,3.46,1.5,1790553600.0,0.49,127.4499969482422,67.64900615351834,120.0999984741211,98.61905,3.3,21.0,,,0.00098,0.70692,False,False,,8503152.0,8581592.0,1.937508902110921,14.76,20.91,34.43,,-0.0576696637906233,0.3147819978467715,68.95308112062384,0.0790296024855901,0.2894321219811087,False,0.6181294685046661,,0.838,Nordic,,55.49640178770162,75.96873101550203,18.848251112451646,54.718576332779854,26.811594202898554,68.83802816901408,99.01574803149606,50.0,,50.535114374994684,standard,255,0.875,97911673,False,4,NEUTRAL,0,UPPTREND,False,3,0.4285714285714285,LÅG,VÄNTA,0.0017365184612572193,29.9,True,50.0
8002.T,Marubeni Corporation,Industrials,Conglomerates,Japan,JPY,8510732103984.0,-10.84768,-6.811807000000002,2.9168,-0.7786586,1.0296268,1.273,7.029499999999999,0.0029899999999999,-0.0280600019999999,-0.0130050039999999,-0.0899500025,-0.1953500049999998,0.011,0.449,0.434,23.576,-0.4149999999999998,0.647,170404626432.0,551271989248.0,2409977085952.0,10521893928960.0,2.21,0.32569999,115.0,3.49,57.5,1790640000.0,0.7,6264.731023597445,2729.8932999882777,5196.0,6263.077,2.14286,13.0,,,0.10301,0.48423,False,False,,5404885.0,4948640.0,1.6536949667334928,-12.47,-9.48,38.45,,-0.1705948778282485,0.3367369986078684,41.74107142857142,-0.088350190789141,0.133385753476722,False,0.1966448189301485,,0.587,Japan,70.91377652220952,32.258366445040444,53.222766713603164,52.73603573251945,54.72701119521196,8.51449275362319,68.83802816901408,75.78740157480314,50.0,,50.52430590639233,standard,256,0.875,167135367,False,5,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,VÄNTA,-0.057495277374982834,1.5,True,50.0
ON,ON Semiconductor Corporation,Technology,Semiconductors,United States,USD,46897441966.29986,55.468215,6.064769,0.3991,-1.9589514000000008,7.7350225,7.939,3.869,-0.133780004,-0.0019500000000001,-0.0299200049999999,0.01852,-0.0718649699999999,0.047,,,-23.204,3.274,2.797,219731232.0,2403599872.0,3245799936.0,48132661248.0,,0.0,,,,,1.938,129.1300048828125,41.4900016784668,120.62000274658205,105.44828,2.18182,29.0,2.56,0.1241,0.00337,1.0892,False,False,,10243387.0,11300720.0,0.77,17.36,90.67,,,-4.79,0.5563,61.7,34.05,,True,0.7839161299065224,,0.707,US,60.683867283765096,37.263355055200876,67.2058707488361,44.10203009803663,39.782042215891686,60.32608695652174,14.612676056338028,56.10236220472441,50.0,17.05426356589147,50.49657085316348,standard,257,0.875,1363092877,False,5,NEUTRAL,0,UPPTREND,False,1,0.1428571428571428,LÅG,VÄNTA,0.1046258807182312,89.1,True,50.0
AXP,American Express Company,Financial Services,Credit Services,United States,USD,215935850249.128,-13.455944000000002,-6.584496999999999,1.5567,-2.0834583000000007,3.1380553,3.234,,0.13547,-0.03226,0.0385099950000001,0.0486500099999999,0.1290750099999999,0.116,0.176,0.15,110.306,-0.025,1.559,,53866999808.0,60458999808.0,222527848448.0,1.2,0.21290001,3.8,1.1,0.95,1775088000.0,1.084,385.4126572339799,283.1816548088719,316.4700012207031,361.56543,2.27586,24.0,3.64,0.0232,0.22332,0.65303004,False,False,,3434079.0,3017740.0,0.73,-1.91,2.19,,,-18.09,0.2748,52.3,0.01,,True,0.6607951212816698,,0.718,US,,59.30366208502014,32.83489834030353,54.600807404837596,46.49528063871627,31.88405797101449,68.83802816901408,,50.0,72.09302325581395,50.46193513486293,standard,258,0.875,955024181,False,2,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.01012237649410963,48.3,True,50.0
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,United States,USD,105334645686.42969,40.843609,33.249641000000004,3.503,-1.0654000000000008,11.057595,13.367,10.1,-0.1081299999999998,-0.0352699999999999,0.024740005,0.07963,0.0175450099999999,0.121,0.2,0.21,95.42,-0.421,0.554,1662681376.0,1362000000.0,23335999488.0,127330639872.0,1.84,1.3299,19.7,1.86,5.16,1779235200.0,0.997,1123.1251053977066,694.7196452968191,1068.0400390625,1197.1072,1.58065,28.0,3.38,0.022,0.00269,1.0005699,False,False,,577544.0,583070.0,0.56,-2.68,8.64,,,-5.32,0.2441,36.8,0.4,,False,0.4421891874395765,,0.523,US,63.38943319108012,43.61521184513932,49.14894526421,53.10725283074386,46.44457706012982,43.29710144927536,33.274647887323944,69.29133858267717,50.0,74.8062015503876,50.431644550449796,standard,259,0.875,622742106,False,4,NEUTRAL,0,UPPTREND,False,1,0.1428571428571428,LÅG,VÄNTA,-0.014481385238468647,16.9,True,50.0
0002.HK,CLP Holdings Limited,Utilities,Utilities - Regulated Electric,Hong Kong,HKD,193273468605.0,-2.184367999999999,-0.0860899999999995,5.7823,-0.8343669,2.1958404,2.907,-5.151,-0.0157899979999999,-0.0016,-0.000365,-0.0028399999999999,-0.04124999,-0.037,-0.164,-0.155,33.816,-0.8450000000000002,0.465,-6307559168.0,6370999808.0,63065001984.0,255910461440.0,4.18,0.76089996,3.2,4.71,0.63,1780358400.0,0.557,77.5999984741211,62.29797695768482,76.5,77.34889,2.33333,9.0,,,0.28348,0.13722,False,False,,3298167.0,3654079.0,1.777997321687541,1.32,1.12,14.4,,-0.014175238347304,0.1033269513453763,58.95522558017719,0.0205306771979079,0.1034881986331583,False,0.6892450219418308,,0.5,Asia,,45.76816405776533,63.74436827387833,17.410565668771923,61.33843959721454,34.05797101449276,68.83802816901408,28.74015748031496,50.0,,50.39829207586973,standard,260,0.875,35780742,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-0.004342072643339634,22.1,True,50.0
TEAM,Atlassian Corporation,Technology,Software - Application,Australia,USD,17178241201.88301,,-4.969226999999998,0.8227,9.526531,4.4114947,4.429,-549.203,-0.40160999,-0.0893199999999999,-0.1595600049999999,-0.1835299999999999,0.3496050099999999,0.317,,,73.86699999999999,-0.897,0.615,374747040.0,1136342016.0,1243017984.0,27414636544.0,,0.0,,,,,0.899,222.58999633789065,56.0099983215332,107.61000061035156,143.18323,1.57576,31.0,2.07,0.1249,0.00956,1.08784,False,False,,7447841.0,6041670.0,1.83,30.46,47.93,,,-29.73,0.8003,74.9,50.7,,True,1.3060862656473406,,1.0,US,,23.695780360111392,46.72712985612457,91.32650027746215,26.078494127148748,77.89855072463769,14.612676056338028,70.86614173228347,50.0,16.666666666666664,50.38173979934699,standard,261,0.75,650144112,False,4,NEUTRAL,0,NEDTREND,True,1,0.1428571428571428,LÅG,EJ AKTUELL,0.30797117948532104,96.0,True,50.0
HEROMOTOCO.NS,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,India,INR,981055675014.0,-24.062866,-12.39087,,-2.6346834,2.069247,1.816,-20.843000000000004,0.0829700000000001,0.029870004,-0.0004500039999999,-0.05724,-0.1060700399999999,0.302,0.257,0.257,-11.433000000000002,0.341,1.546,42015119360.0,129715298304.0,7786100224.0,860937846784.0,3.77,0.6104,185.0,3.13,75.0,1784764800.0,0.562,6266.359422363396,4017.848971521397,4903.0,5931.8857,2.25,35.0,,,0.37431,0.38779,False,False,,600455.0,542603.0,2.425110609738482,-4.14,-10.67,-16.44,,-0.217568021632758,0.2688492747941063,26.850828729281773,-0.0460532715917271,-0.0900118588073162,False,0.1554067468291352,,0.693,India,,52.05764705968776,29.43216603162193,66.44841469290162,71.31557152205549,20.652173913043477,68.83802816901408,95.86614173228347,50.0,,50.03420258469248,standard,262,0.875,31924590,False,5,NEUTRAL,0,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,0.4926218092441559,100.0,True,50.0
5801.T,"Furukawa Electric Co., Ltd.",Industrials,Electrical Equipment & Parts,Japan,JPY,3662410848300.0,23.90943,152.017919,0.38,6.0522064,2.8009505,3.012,21.2245,0.05570001,-0.0054500019999999,-0.0233449999999999,-0.0414400024999999,-0.1626700049999999,0.122,1.18,1.176,45.861,-0.3989999999999999,0.776,-57776873984.0,70971998208.0,329362997248.0,3938983870464.0,0.04,0.2038,22.0,2.24,11.0,1790640000.0,1.132,62410.0,6506.464054713108,52060.0,54466.668,1.77778,9.0,,,0.05001,0.47325,False,False,,7312623.0,5789220.0,1.4863583251680648,21.21,94.78,460.6,,-0.165838807883352,0.7964163107156107,59.68574635241302,0.2185856263360792,1.6245695477795912,False,0.5486066850155966,,0.395,Japan,34.239045500991764,41.5960687606929,86.27350647697445,62.93652213084963,31.068781812248247,13.405797101449277,29.577464788732392,35.826771653543304,50.0,,50.02484433309185,standard,263,0.875,1959014156,False,4,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,0.07407211512327194,85.5,True,50.0
CRM,"Salesforce, Inc.",Technology,Software - Application,United States,USD,156510904998.7793,-11.104910000000004,-9.963799,0.9313,-3.860751500000001,3.654321,4.371,-5.116999999999999,-0.0396399999999999,-0.0131900000000001,0.0627899950000001,0.0542,0.27792497,0.133,0.522,0.367,56.74100000000001,-0.813,0.615,15490556192.0,11836999680.0,42547998720.0,187221901312.0,0.92,0.19559999,1.76,,0.44,1775692800.0,1.139,275.1853299694128,163.52000427246094,191.1000061035156,255.54654,1.62264,52.0,5.01,0.088599995,0.029849999,0.94214,False,False,,13634031.0,16787530.0,1.4,14.0,7.16,,,-21.09,0.4466,72.6,15.79,,True,0.9778850700042876,,1.0,US,,57.517351416035105,35.28811252268603,76.3779502593388,30.98814089310378,36.231884057971016,68.83802816901408,99.01574803149606,50.0,25.581395348837212,50.02014049705728,standard,264,0.875,3208097085,False,6,NEUTRAL,0,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,0.019086895510554314,66.6,True,50.0
HON,Honeywell International Inc.,Industrials,Conglomerates,United States,USD,150720731272.0912,4.773837999999998,-1.5477760000000007,2.1617,2.658182,4.0021434,4.704,1.143000000000001,0.03392,-0.01069,-0.0156400049999999,0.0461999999999999,-0.1292649899999999,0.024,-0.419,-0.433,189.846,-0.2139999999999999,0.926,1874431264.0,12389999616.0,37751001088.0,177158733824.0,2.0,0.74120003,4.76,2.02,1.19,1778803200.0,0.811,246.82349932269608,184.8216197700648,237.8600006103516,247.2988,2.03846,25.0,2.74,0.0171,0.00052,0.81735003,False,False,,4059592.0,5024160.0,0.97,11.92,-2.46,,,-4.11,0.2302,79.9,6.51,,True,1.03585795580662,,0.898,US,73.80342008775621,46.52813044286311,39.11909176990452,28.462815152933317,49.704687196058714,37.68115942028986,68.83802816901408,66.33858267716536,50.0,83.33333333333334,50.00342688340661,standard,265,0.875,1195046701,False,3,SVAG,-8,UPPTREND,False,3,0.4285714285714285,LÅG,EJ AKTUELL,0.007974106818437576,40.8,True,50.0
ELISA.HE,Elisa Oyj,Communication Services,Telecom Services,Finland,EUR,6621921750.952011,-9.026426999999998,-4.411257500000001,5.07,-0.4444940000000001,2.9349034,3.572,-6.450499999999998,0.07286,0.01668999,0.058070004,0.09305,-0.00815,-0.013,0.017,0.016,59.293000000000006,-0.0699999999999999,1.392,-520437504.0,134200000.0,1561900032.0,8036853248.0,5.82,0.8271,2.4,4.39,0.6,1784246400.0,0.426,52.80203628540039,33.98812900743776,41.2400016784668,42.38333,2.68421,18.0,,,0.11344,0.52198005,False,False,,328169.0,162739.0,0.488734319864717,2.38,-3.07,10.45,,-0.218969483382035,0.3392665584529135,58.62069613503648,-0.0062500591631685,0.0146907668377915,True,0.5035097129264124,,0.136,Nordic,,65.25979669448563,47.45987291609318,20.05627613504227,57.54795561599468,90.57971014492753,68.83802816901408,17.125984251968504,50.0,,49.9468264356246,standard,266,0.875,7248265,False,4,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,VÄNTA,-0.03522205352783203,4.5,True,50.0
WPM,Wheaton Precious Metals Corp.,Basic Materials,Gold,Canada,USD,60216989573.15958,0.3466570000000004,0.7563530000000025,0.43,-1.5048750000000006,21.931713,21.146,5.8210000000000015,0.0066999999999999,0.07019,0.5309600450000002,0.58641005,0.35956498,0.916,1.288,1.292,-67.458,2.9319999999999995,4.525,-422753504.0,2164505088.0,7662000.0,58060144640.0,0.59,0.1744,0.78,1.14,0.195,1779840000.0,1.175,165.25094529578803,85.327147336014,132.60000610351562,185.327,1.3125,10.0,1.37,,0.00113,0.71572,False,False,,2317836.0,1612280.0,0.89,2.5,-14.64,,,-22.05,0.5252,31.3,-3.41,,True,0.5431393010168168,,0.927,US,46.58998016469315,86.487141344934,11.151332228622529,90.46977795177693,49.03073171311714,55.2536231884058,68.83802816901408,39.56692913385827,50.0,,49.937540533960366,commodity,267,0.875,213788338,False,6,NEUTRAL,0,VARNING,False,3,0.4285714285714285,LÅG,VÄNTA,-0.008594418875873089,20.1,True,50.0
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,United States,USD,150391714414.81226,18.31102,13.704010000000002,2.2266,0.1797519999999997,14.211897,13.797,17.938000000000002,-0.0363900100000001,0.0321999949999999,0.1569799950000001,0.14488,0.1644050099999999,0.23,0.188,0.176,,3.011,3.259,1191643680.0,4517300224.0,0.0,145997103104.0,,0.0,,,,,1.509,603.8800048828125,414.2999877929688,424.6400146484375,567.80273,1.9375,29.0,2.77,0.019,0.0055299997,0.89207,False,False,,2048155.0,2356460.0,1.23,-9.94,-17.12,,,-30.46,0.287,46.1,-8.91,,False,0.2335822087387961,,1.0,US,54.35324878283344,69.11236971103378,6.34715536968358,70.72431009861006,58.739478986554566,37.86231884057971,14.612676056338028,62.59842519685039,50.0,79.84496124031007,49.84379419609974,standard,268,0.75,1000647209,False,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.022698331624269485,70.8,True,50.0
FLRY3.SA,Fleury S.A.,Healthcare,Diagnostics & Research,Brazil,BRL,8366388628.838825,-4.927203000000002,-3.148253,,-1.3816686,0.98437047,1.373,-3.0794999999999995,-0.0750899999999999,-0.0086599969999999,-0.0021300000000001,-0.0245899900000001,-0.0310799999999999,0.103,0.122,0.122,-6.304499999999997,0.589,2.011,-3743375232.0,2150204928.0,5357033984.0,11668237312.0,12.28,1.0424,1.89,5.14,0.899059,1764720000.0,0.319,18.100000381469727,11.492039476389714,15.390000343322754,17.5,2.36364,11.0,,,0.55372,0.66469,False,False,,2789235.0,2060430.0,1.0297149845239393,-3.99,-10.73,6.33,,-0.1497237558581156,0.2889902559578406,32.974913579673,-0.0421360309439068,0.0020316860812523,False,0.1259963391574889,,0.733,LatAm,,39.049663887707425,42.20011913823455,51.197904051719476,75.17331873606274,87.86231884057972,33.274647887323944,1.1811023622047243,50.0,,49.78157211216175,standard,269,0.875,5707803,False,3,SVAG,-8,VARNING,False,1,0.1428571428571428,LÅG,VÄNTA,0.0037956922315061092,32.7,True,50.0
6701.T,NEC Corporation,Technology,Information Technology Services,Japan,JPY,5450828795698.0,-6.393650000000001,-17.8214867,0.34,-0.2520575999999999,1.5214163,1.495,-5.147500000000001,-0.0064600000000001,0.00691,-0.0033749940000001,0.0290799975,-0.0087100049999999,,,,-8.376,-0.2159999999999998,1.326,164577247232.0,659034013696.0,489215000576.0,5357479395328.0,0.97,0.1872,40.0,1.34,20.0,1790640000.0,0.268,6159.847439939296,3586.1172275143363,4103.0,5974.1665,1.33333,12.0,,,0.049629997,0.53924,False,False,,8672241.0,7586670.0,1.85087779582482,-9.08,12.33,-26.54,,-0.3339120749327463,0.4600261037322405,50.11389521640091,-0.0075107452648528,-0.1399812261604105,False,0.4231271692036348,,0.832,Japan,,51.637571705302506,40.58184848917446,66.4612676056338,53.12150158526084,11.41304347826087,68.83802816901408,87.79527559055119,50.0,,49.75224779621146,standard,270,0.75,202332696,False,5,NEUTRAL,0,NEDTREND,True,3,0.4285714285714285,LÅG,EJ AKTUELL,0.004914341494441032,34.3,True,50.0
ADBE,Adobe Inc.,Technology,Software - Application,United States,USD,104772678546.14258,-18.117488,-12.486189,0.736,0.7724879999999992,4.2846556,4.275,-8.649999999999999,0.37902,0.1188299999999999,0.170229995,0.22382,0.3954450699999999,0.12,0.111,0.043,-9.200999999999992,-0.687,0.789,8258930976.0,6898999808.0,6670000128.0,104543682560.0,,0.0,,0.12,0.0065,1111622400.0,1.417,421.4800109863281,224.1300048828125,259.2099914550781,327.2847,2.51282,34.0,3.74,0.052399997,0.00223,0.86078,False,False,,5488282.0,5135620.0,1.53,9.3,1.12,,,-23.35,0.3938,66.6,11.84,,True,0.8857424490329545,,0.857,US,,91.0867974827022,28.348325837081457,52.87678829194844,24.027166672837435,43.47826086956522,14.612676056338028,99.01574803149606,50.0,41.66666666666667,49.66335999744503,standard,271,0.875,1331204016,False,7,STARK,8,NEDTREND,True,1,0.1428571428571428,LÅG,EJ AKTUELL,0.0008378393249586225,28.5,True,50.0
